id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,АВСТРИЯ: 2. Liga,Аустрия Клагенфурт - ЛАСК Юниорс,"{'АУСТРИЯ КЛАГЕНФУРТ': 5, 'ЛАСК ЮНИОРС': 5}","{'АУСТРИЯ КЛАГЕНФУРТ': 2.08, 'ЛАСК ЮНИОРС': 4.33}",29.03.2019 20:10,https://www.myscore.com.ua/match/2JRmroK4/#match-summary,Yes,Аустрия Клагенфурт,2,"{'Аустрия Клагенфурт': 1, 'ЛАСК Юниорс': 0}","{'Аустрия Клагенфурт': 2, 'ЛАСК Юниорс': 0}"
2,АНГЛИЯ: Чемпионшип,Вест Бромвич - Бирмингем,"{'ВЕСТ БРОМВИЧ': 5, 'БИРМИНГЕМ': 5}","{'ВЕСТ БРОМВИЧ': 0.67, 'БИРМИНГЕМ': 1.0}",29.03.2019 22:00,https://www.myscore.com.ua/match/WdYzFLUD/#match-summary,Yes,Бирмингем,5,"{'Вест Бромвич': 0, 'Бирмингем': 1}","{'Вест Бромвич': 3, 'Бирмингем': 2}"
3,БРАЗИЛИЯ: Чемпионат Паулиста - Трофей Интериор - плей-офф,Гуарани - Мирассол,"{'ГУАРАНИ': 2, 'МИРАССОЛ': 3}","{'ГУАРАНИ': 2.25, 'МИРАССОЛ': 1.0}",29.03.2019 00:15,https://www.myscore.com.ua/match/2DEHrxaB/#match-summary,No,0,4,"{'Гуарани': 0, 'Мирассол': 0}","{'Гуарани': 2, 'Мирассол': 2}"
4,ГИБРАЛТАР: Премьер-Дивизион,ФК Европа - Гибралтар Феникс,"{'ФК ЕВРОПА': 7, 'ГИБРАЛТАР ФЕНИКС': 5}","{'ФК ЕВРОПА': 0.37, 'ГИБРАЛТАР ФЕНИКС': 0.27}",29.03.2019 21:30,https://www.myscore.com.ua/match/CI6nfgVS/#match-summary,No,0,3,"{'ФК Европа': 0, 'Гибралтар Феникс': 0}","{'ФК Европа': 3, 'Гибралтар Феникс': 0}"
5,ДАНИЯ: Суперлига - Чемпионшип - плей-офф,Брённбю - Оденсе,"{'БРЁННБЮ': 6, 'ОДЕНСЕ': 7}","{'БРЁННБЮ': 1.0, 'ОДЕНСЕ': 0.55}",29.03.2019 20:00,https://www.myscore.com.ua/match/YsU60lQg/#match-summary,Yes,Брённбю,4,"{'Брённбю': 1, 'Оденсе': 0}","{'Брённбю': 2, 'Оденсе': 2}"
6,КОЛУМБИЯ: Примера - Апертура,Кукута - Медельин,"{'КУКУТА': 7, 'МЕДЕЛЬИН': 6}","{'КУКУТА': 1.75, 'МЕДЕЛЬИН': 0.5}",29.03.2019 01:00,https://www.myscore.com.ua/match/Q5jItw65/#match-summary,Yes,Медельин,4,"{'Кукута': 0, 'Медельин': 1}","{'Кукута': 1, 'Медельин': 2}"
7,КОСТА-РИКА: Высший дивизион - Клаусура,Ю.К.Р. - Эредиано,"{'Ю.К.Р.': 4, 'ЭРЕДИАНО': 8}","{'Ю.К.Р.': 3.67, 'ЭРЕДИАНО': 0.75}",29.03.2019 03:00,https://www.myscore.com.ua/match/lpcRO4Ah/#match-summary,Yes,Эредиано,2,"{'Ю.К.Р.': 0, 'Эредиано': 1}","{'Ю.К.Р.': 1, 'Эредиано': 1}"
8,МАЛАЙЗИЯ: Суперлига,Селангор - Теренггану,"{'СЕЛАНГОР': 5, 'ТЕРЕНГГАНУ': 3}","{'СЕЛАНГОР': 0.67, 'ТЕРЕНГГАНУ': 0.39}",29.03.2019 15:00,https://www.myscore.com.ua/match/2cbmy2T3/#match-summary,No,0,1,"{'Селангор': 0, 'Теренггану': 0}","{'Селангор': 1, 'Теренггану': 0}"
9,МАЛЬТА: Премьер-лига,Хамрун - Корми,"{'ХАМРУН': 6, 'КОРМИ': 4}","{'ХАМРУН': 0.62, 'КОРМИ': 0.25}",29.03.2019 20:00,https://www.myscore.com.ua/match/IycLQ4D1/#match-summary,Yes,Хамрун,3,"{'Хамрун': 1, 'Корми': 0}","{'Хамрун': 2, 'Корми': 1}"
10,МИР: Клубные товарищеские матчи,Аскер (Нор) - Мосс (Нор),"{'АСКЕР': 6, 'МОСС': 7}","{'АСКЕР': 0.25, 'МОСС': 1.75}",29.03.2019 19:30,https://www.myscore.com.ua/match/xQqmWcwn/#match-summary,Yes,Мосс (Нор),3,"{'Аскер (Нор)': 0, 'Мосс (Нор)': 2}","{'Аскер (Нор)': 1, 'Мосс (Нор)': 2}"
11,НИДЕРЛАНДЫ: Первый дивизион,Дордрехт - Гоу Эхед Иглс,"{'ДОРДРЕХТ': 5, 'ГОУ ЭХЕД ИГЛС': 5}","{'ДОРДРЕХТ': 2.83, 'ГОУ ЭХЕД ИГЛС': 1.12}",29.03.2019 21:00,https://www.myscore.com.ua/match/SdoKZGCi/#match-summary,Yes,Дордрехт,4,"{'Дордрехт': 1, 'Гоу Эхед Иглс': 2}","{'Дордрехт': 1, 'Гоу Эхед Иглс': 2}"
12,НИДЕРЛАНДЫ: Первый дивизион,Маастрихт - ФК Волендам,"{'МААСТРИХТ': 6, 'ФК ВОЛЕНДАМ': 5}","{'МААСТРИХТ': 1.38, 'ФК ВОЛЕНДАМ': 0.9}",29.03.2019 21:00,https://www.myscore.com.ua/match/0ObRXfs4/#match-summary,Yes,Маастрихт,2,"{'Маастрихт': 1, 'ФК Волендам': 1}","{'Маастрихт': 1, 'ФК Волендам': 1}"
13,НИДЕРЛАНДЫ: Первый дивизион,Неймеген - Йонг Аякс,"{'НЕЙМЕГЕН': 7, 'ЙОНГ АЯКС': 5}","{'НЕЙМЕГЕН': 1.08, 'ЙОНГ АЯКС': 2.5}",29.03.2019 21:00,https://www.myscore.com.ua/match/rmlWWEdA/#match-summary,Yes,Неймеген,3,"{'Неймеген': 1, 'Йонг Аякс': 1}","{'Неймеген': 1, 'Йонг Аякс': 2}"
14,НИДЕРЛАНДЫ: Первый дивизион,Хельмонд - Рода,"{'ХЕЛЬМОНД': 2, 'РОДА': 8}","{'ХЕЛЬМОНД': 0.96, 'РОДА': 1.0}",29.03.2019 21:00,https://www.myscore.com.ua/match/AcYAPWlp/#match-summary,Yes,Хельмонд,4,"{'Хельмонд': 1, 'Рода': 0}","{'Хельмонд': 3, 'Рода': 0}"
15,ОАЭ: Первый дивизион,Аль-Шаржа - Аль-Джазира,"{'АЛЬ-ШАРЖА': 3, 'АЛЬ-ДЖАЗИРА': 5}","{'АЛЬ-ШАРЖА': 0.5, 'АЛЬ-ДЖАЗИРА': 1.17}",29.03.2019 18:30,https://www.myscore.com.ua/match/E7OiqVCs/#match-summary,Yes,Аль-Шаржа,5,"{'Аль-Шаржа': 3, 'Аль-Джазира': 1}","{'Аль-Шаржа': 3, 'Аль-Джазира': 2}"
16,ПАРАГВАЙ: Первый дивизион - Апертура,Соль де Америка - Депортиво Капиата,"{'СОЛЬ ДЕ АМЕРИКА': 2, 'ДЕПОРТИВО КАПИАТА': 3}","{'СОЛЬ ДЕ АМЕРИКА': 1.7, 'ДЕПОРТИВО КАПИАТА': 0.1}",29.03.2019 23:30,https://www.myscore.com.ua/match/8SpRM9A9/#match-summary,No,0,0,"{'Соль де Америка': 0, 'Депортиво Капиата': 0}","{'Соль де Америка': 0, 'Депортиво Капиата': 0}"
17,ПОРТУГАЛИЯ: Примейра-лига,Портимоненси - Морейренси,"{'ПОРТИМОНЕНСИ': 5, 'МОРЕЙРЕНСИ': 6}","{'ПОРТИМОНЕНСИ': 0.8, 'МОРЕЙРЕНСИ': 1.33}",29.03.2019 22:30,https://www.myscore.com.ua/match/GOvxT9D0/#match-summary,Yes,Морейренси,2,"{'Портимоненси': 0, 'Морейренси': 1}","{'Портимоненси': 0, 'Морейренси': 2}"
18,СЛОВАКИЯ: Вторая лига,Локомотива Кошице - Попрад,"{'ЛОКОМОТИВА КОШИЦЕ': 7, 'ПОПРАД': 3}","{'ЛОКОМОТИВА КОШИЦЕ': 6.06, 'ПОПРАД': 1.88}",29.03.2019 16:00,https://www.myscore.com.ua/match/2DUXhGqt/#match-summary,Yes,Локомотива Кошице,2,"{'Локомотива Кошице': 1, 'Попрад': 0}","{'Локомотива Кошице': 2, 'Попрад': 0}"
19,ЮЖНАЯ АМЕРИКА: Южноамериканский чемпионат U17,Парагвай U17 - Уругвай U17,"{'ПАРАГВАЙ U17': 8, 'УРУГВАЙ U17': 5}","{'ПАРАГВАЙ U17': 6.5, 'УРУГВАЙ U17': 0.36}",29.03.2019 00:10,https://www.myscore.com.ua/match/zmKZAsNc/#match-summary,Yes,Парагвай U17,5,"{'Парагвай U17': 1, 'Уругвай U17': 0}","{'Парагвай U17': 3, 'Уругвай U17': 1}"
