id,strategy,country,team,point,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
0,2,АНГЛИЯ: Премьер-лига,Арсенал - Борнмут,"{'АРСЕНАЛ': 7, 'БОРНМУТ': 3}",27.02.2019 21:45,https://www.myscore.com.ua/match/8QouQVFi/#match-summary,Yes,Арсенал,6,"{'Арсенал': 2, 'Борнмут': 1}","{'Арсенал': 5, 'Борнмут': 1}"
1,2,АНГЛИЯ: Премьер-лига,Манчестер Сити - Вест Хэм,"{'МАНЧЕСТЕР СИТИ': 8, 'ВЕСТ ХЭМ': 4}",27.02.2019 22:00,https://www.myscore.com.ua/match/nao50iz7/#match-summary,No,0,1,"{'Манчестер Сити': 0, 'Вест Хэм': 0}","{'Манчестер Сити': 1, 'Вест Хэм': 0}"
2,2,АНГЛИЯ: Премьер-лига,Челси - Тоттенхэм,"{'ЧЕЛСИ': 4, 'ТОТТЕНХЭМ': 2}",27.02.2019 22:00,https://www.myscore.com.ua/match/IJgl4Zzr/#match-summary,No,0,1,"{'Челси': 0, 'Тоттенхэм': 0}","{'Челси': 1, 'Тоттенхэм': 0}"
3,2,АВСТРАЛИЯ И ОКЕАНИЯ: Лига чемпионов Океании,Тупапа (Кук) - Окленд Сити (Нзл),"{'ТУПАПА': 5, 'ОКЛЕНД СИТИ': 6}",27.02.2019 04:00,https://www.myscore.com.ua/match/2opyufV8/#match-summary,Yes,Окленд Сити (Нзл),15,"{'Тупапа (Кук)': 0, 'Окленд Сити (Нзл)': 3}","{'Тупапа (Кук)': 0, 'Окленд Сити (Нзл)': 14}"
4,2,АВСТРАЛИЯ И ОКЕАНИЯ: Лига чемпионов Океании,Соломон Уорриорс (Сол) - Маджента (Нок),"{'СОЛОМОН УОРРИОРС': 6, 'МАДЖЕНТА': 8}",27.02.2019 07:00,https://www.myscore.com.ua/match/lSc2WaZA/#match-summary,Yes,Маджента (Нок),3,"{'Соломон Уорриорс (Сол)': 0, 'Маджента (Нок)': 1}","{'Соломон Уорриорс (Сол)': 0, 'Маджента (Нок)': 2}"
5,2,АЗИЯ: Кубок АФК - Квалификация - плей-офф,Ахал (Тур) - Алай Ош (Кир),"{'АХАЛ': 9, 'АЛАЙ ОШ': 9}",27.02.2019 15:00,https://www.myscore.com.ua/match/UR6ONDlk/#match-summary,No,0,0,"{'Ахал (Тур)': 0, 'Алай Ош (Кир)': 0}","{'Ахал (Тур)': 0, 'Алай Ош (Кир)': 0}"
6,2,АЗИЯ: Кубок АФК,Лао Тойота (Лао) - Кая (Фил),"{'ЛАО ТОЙОТА': 5, 'КАЯ': 5}",27.02.2019 13:30,https://www.myscore.com.ua/match/d0qGS1iQ/#match-summary,Yes,Кая (Фил),2,"{'Лао Тойота (Лао)': 0, 'Кая (Фил)': 1}","{'Лао Тойота (Лао)': 1, 'Кая (Фил)': 1}"
7,2,АНГЛИЯ: Southern League South Division,Тонтон - Суиндон С,"{'ТОНТОН': 7, 'СУИНДОН С': 6}",27.02.2019 21:45,https://www.myscore.com.ua/match/z9RbBZJk/#match-summary,No,0,2,"{'Тонтон': 0, 'Суиндон С': 0}","{'Тонтон': 1, 'Суиндон С': 1}"
8,2,ГРЕЦИЯ: Кубок Греции - Плей-офф,Астерас - Эрготелис,"{'АСТЕРАС': 3, 'ЭРГОТЕЛИС': 3}",27.02.2019 17:15,https://www.myscore.com.ua/match/4GV4G6oQ/#match-summary,Yes,Астерас,5,"{'Астерас': 1, 'Эрготелис': 0}","{'Астерас': 3, 'Эрготелис': 1}"
9,2,ГРЕЦИЯ: Кубок Греции - Плей-офф,ПАОК - Паниониос,"{'ПАОК': 8, 'ПАНИОНИОС': 2}",27.02.2019 19:30,https://www.myscore.com.ua/match/QXQPh3gJ/#match-summary,Yes,ПАОК,6,"{'ПАОК': 1, 'Паниониос': 1}","{'ПАОК': 2, 'Паниониос': 1}"
10,2,ИТАЛИЯ: Серия В,Венеция - Перуджа,"{'ВЕНЕЦИЯ': 2, 'ПЕРУДЖА': 3}",27.02.2019 20:00,https://www.myscore.com.ua/match/pzqPzbhh/#match-summary,Yes,Венеция,4,"{'Венеция': 1, 'Перуджа': 3}","{'Венеция': 1, 'Перуджа': 3}"
11,2,КОЛУМБИЯ: Примера - Апертура,Кукута - Атлетико Уила,"{'КУКУТА': 7, 'АТЛЕТИКО УИЛА': 3}",27.02.2019 03:00,https://www.myscore.com.ua/match/6TaznJPf/#match-summary,No,0,2,"{'Кукута': 0, 'Атлетико Уила': 0}","{'Кукута': 1, 'Атлетико Уила': 0}"
12,2,МЕКСИКА: Кубок Мексики - Клаусура - плей-офф,Америка - Пачука,"{'АМЕРИКА': 5, 'ПАЧУКА': 4}",27.02.2019 05:15,https://www.myscore.com.ua/match/0YHMK552/#match-summary,Yes,Америка,7,"{'Америка': 1, 'Пачука': 2}","{'Америка': 4, 'Пачука': 2}"
