id,strategy,country,team,point,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
11,2,КОЛУМБИЯ: Примера - Апертура,Кукута - Атлетико Уила,"{'КУКУТА': 7, 'АТЛЕТИКО УИЛА': 3}",27.02.2019 03:00,https://www.myscore.com.ua/match/6TaznJPf/#match-summary,,,,,
12,2,МЕКСИКА: Кубок Мексики - Клаусура - плей-офф,Америка - Пачука,"{'АМЕРИКА': 5, 'ПАЧУКА': 4}",27.02.2019 05:15,https://www.myscore.com.ua/match/0YHMK552/#match-summary,,,,,
13,2,МЕКСИКА: Кубок Мексики - Клаусура - плей-офф,Дорадос де Синалоа - Атлас,"{'ДОРАДОС ДЕ СИНАЛОА': 5, 'АТЛАС': 3}",27.02.2019 05:15,https://www.myscore.com.ua/match/WMe5CsDr/#match-summary,,,,,
14,2,НИГЕРИЯ: НПФЛ,Хартленд - Аква,"{'ХАРТЛЕНД': 4, 'АКВА': 7}",27.02.2019 17:00,https://www.myscore.com.ua/match/fF5P5POs/#match-summary,,,,,
15,2,НИДЕРЛАНДЫ: Кубок Нидерландов,Фейеноорд - Аякс,"{'ФЕЙЕНООРД': 6, 'АЯКС': 7}",27.02.2019 21:45,https://www.myscore.com.ua/match/6DgpjFds/#match-summary,,,,,
16,2,ПАРАГВАЙ: Первый дивизион - Апертура,Ривер Плейт - Хенераль Диас,"{'РИВЕР ПЛЕЙТ': 5, 'ХЕНЕРАЛЬ ДИАС': 3}",27.02.2019 01:45,https://www.myscore.com.ua/match/CvzVdMjm/#match-summary,,,,,
17,2,ПАРАГВАЙ: Первый дивизион - Апертура,Спортиво Лукеньо - Соль де Америка,"{'СПОРТИВО ЛУКЕНЬО': 3, 'СОЛЬ ДЕ АМЕРИКА': 6}",27.02.2019 23:45,https://www.myscore.com.ua/match/SG1CvuyJ/#match-summary,,,,,
18,2,САУДОВСКАЯ АРАВИЯ: Первый дивизион,Al Adalh - Аль-Джеел,"{'AL ADALH': 5, 'АЛЬ-ДЖЕЕЛ': 4}",27.02.2019 17:20,https://www.myscore.com.ua/match/fZNBfKwk/#match-summary,,,,,
19,2,СЕВЕРНАЯ И ЦЕНТРАЛЬНАЯ АМЕРИКА: Лига чемпионов КОНКАКАФ,Торонто - Индепендьенте,"{'ТОРОНТО': 3, 'ИНДЕПЕНДЬЕНТЕ': 5}",27.02.2019 03:00,https://www.myscore.com.ua/match/Sr0RZvas/#match-summary,,,,,
20,2,ТУРЦИЯ: Кубок Турции,Гёзтепе - Йени Малатьяспор,"{'ГЁЗТЕПЕ': 4, 'ЙЕНИ МАЛАТЬЯСПОР': 5}",27.02.2019 19:00,https://www.myscore.com.ua/match/E3p5R6LS/#match-summary,,,,,
21,2,УРУГВАЙ: Премьер-лига - Апертура,Nacional - Монтевидео Уондерерс,"{'NACIONAL': 2, 'МОНТЕВИДЕО УОНДЕРЕРС': 5}",27.02.2019 01:00,https://www.myscore.com.ua/match/GQes7Vj1/#match-summary,,,,,
22,2,ШВЕЙЦАРИЯ: Кубок Швейцарии,Сьон - Базель,"{'СЬОН': 6, 'БАЗЕЛЬ': 6}",27.02.2019 21:30,https://www.myscore.com.ua/match/xWtEcYZC/#match-summary,,,,,
23,2,ЮЖНАЯ АМЕРИКА: Южноамериканский кубок,Флуминенсе (Бра) - Антофагаста (Чил),"{'ФЛУМИНЕНСЕ': 6, 'АНТОФАГАСТА': 9}",27.02.2019 02:30,https://www.myscore.com.ua/match/YPpa6DTL/#match-summary,,,,,
