id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,ЕВРОПА: Евро - Квалификация,Сан-Марино - Шотландия,"{'САН-МАРИНО': 0, 'ШОТЛАНДИЯ': 3}","{'САН-МАРИНО': 1.0, 'ШОТЛАНДИЯ': 1.83}",24.03.2019 19:00,https://www.myscore.com.ua/match/29vEPeVK/#match-summary,Yes,Шотландия,2,"{'Сан-Марино': 0, 'Шотландия': 1}","{'Сан-Марино': 0, 'Шотландия': 2}"
2,БРАЗИЛИЯ: Чемпионат Кариока - Така Рио,Американо - Ботафого,"{'АМЕРИКАНО': 4, 'БОТАФОГО': 3}","{'АМЕРИКАНО': 2.25, 'БОТАФОГО': 1.7}",24.03.2019 21:00,https://www.myscore.com.ua/match/bZf7NQdq/#match-summary,No,0,4,"{'Американо': 0, 'Ботафого': 0}","{'Американо': 1, 'Ботафого': 2}"
3,ГЕРМАНИЯ: Женская Бундеслига,Потсдам (Ж) - Вердер (Ж),"{'ПОТСДАМ (Ж)': 6, 'ВЕРДЕР (Ж)': 3}","{'ПОТСДАМ (Ж)': 9.0, 'ВЕРДЕР (Ж)': 2.17}",24.03.2019 15:00,https://www.myscore.com.ua/match/CUQmIBWs/#match-summary,Yes,Потсдам (Ж),5,"{'Потсдам (Ж)': 2, 'Вердер (Ж)': 0}","{'Потсдам (Ж)': 5, 'Вердер (Ж)': 0}"
4,ДАНИЯ: Первый дивизион,Кёге - Хвидори,"{'КЁГЕ': 7, 'ХВИДОРИ': 5}","{'КЁГЕ': 0.5, 'ХВИДОРИ': 0.1}",24.03.2019 14:45,https://www.myscore.com.ua/match/6TJ8MABB/#match-summary,Yes,Кёге,3,"{'Кёге': 1, 'Хвидори': 0}","{'Кёге': 1, 'Хвидори': 2}"
5,ДАНИЯ: Первый дивизион,Фредерисия - Нюкёбинг,"{'ФРЕДЕРИСИЯ': 4, 'НЮКЁБИНГ': 6}","{'ФРЕДЕРИСИЯ': 2.5, 'НЮКЁБИНГ': 0.25}",24.03.2019 14:45,https://www.myscore.com.ua/match/rRSmRYdt/#match-summary,Yes,Нюкёбинг,3,"{'Фредерисия': 0, 'Нюкёбинг': 1}","{'Фредерисия': 0, 'Нюкёбинг': 1}"
6,КОСТА-РИКА: Высший дивизион - Клаусура,Греция - Кармелита,"{'ГРЕЦИЯ': 7, 'КАРМЕЛИТА': 3}","{'ГРЕЦИЯ': 1.25, 'КАРМЕЛИТА': 0.38}",24.03.2019 19:05,https://www.myscore.com.ua/match/zsXiA5ea/#match-summary,No,0,2,"{'Греция': 0, 'Кармелита': 0}","{'Греция': 1, 'Кармелита': 1}"
8,МИР: Клубные товарищеские матчи,КуПС (Фин) - СЙК (Фин),"{'КУПС': 4, 'СЙК': 6}","{'КУПС': 3.67, 'СЙК': 1.92}",24.03.2019 14:00,https://www.myscore.com.ua/match/SUvaeIS6/#match-summary,Yes,СЙК (Фин),3,"{'КуПС (Фин)': 0, 'СЙК (Фин)': 1}","{'КуПС (Фин)': 1, 'СЙК (Фин)': 1}"
9,МИР: Клубные товарищеские матчи,Мьёндален (Нор) - Стабек (Нор),"{'МЬЁНДАЛЕН': 8, 'СТАБЕК': 6}","{'МЬЁНДАЛЕН': 0.62, 'СТАБЕК': 0.83}",24.03.2019 16:30,https://www.myscore.com.ua/match/YDba5spH/#match-summary,No,0,1,"{'Мьёндален (Нор)': 0, 'Стабек (Нор)': 0}","{'Мьёндален (Нор)': 0, 'Стабек (Нор)': 1}"
10,МИР: Клубные товарищеские матчи,Викинг (Нор) - Хёугесунн (Нор),"{'ВИКИНГ': 6, 'ХЁУГЕСУНН': 4}","{'ВИКИНГ': 5.0, 'ХЁУГЕСУНН': 2.88}",24.03.2019 19:00,https://www.myscore.com.ua/match/viae6NUA/#match-summary,Yes,Викинг (Нор),4,"{'Викинг (Нор)': 2, 'Хёугесунн (Нор)': 0}","{'Викинг (Нор)': 3, 'Хёугесунн (Нор)': 0}"
11,МИР: Клубные товарищеские матчи,К. Осло (Нор) - Берум (Нор),"{'К. ОСЛО': 2, 'БЕРУМ': 4}","{'К. ОСЛО': 2, 'БЕРУМ': 1.08}",24.03.2019 19:00,https://www.myscore.com.ua/match/GjLgHakQ/#match-summary,Yes,К. Осло (Нор),3,"{'К. Осло (Нор)': 1, 'Берум (Нор)': 0}","{'К. Осло (Нор)': 3, 'Берум (Нор)': 0}"
