id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,ЕВРОПА: Евро - Квалификация,Сан-Марино - Шотландия,"{'САН-МАРИНО': 0, 'ШОТЛАНДИЯ': 3}","{'САН-МАРИНО': 1.0, 'ШОТЛАНДИЯ': 1.83}",24.03.2019 19:00,https://www.myscore.com.ua/match/29vEPeVK/#match-summary
2,БРАЗИЛИЯ: Чемпионат Кариока - Така Рио,Американо - Ботафого,"{'АМЕРИКАНО': 4, 'БОТАФОГО': 3}","{'АМЕРИКАНО': 2.25, 'БОТАФОГО': 1.7}",24.03.2019 21:00,https://www.myscore.com.ua/match/bZf7NQdq/#match-summary
3,ГЕРМАНИЯ: Женская Бундеслига,Потсдам (Ж) - Вердер (Ж),"{'ПОТСДАМ (Ж)': 6, 'ВЕРДЕР (Ж)': 3}","{'ПОТСДАМ (Ж)': 9.0, 'ВЕРДЕР (Ж)': 2.17}",24.03.2019 15:00,https://www.myscore.com.ua/match/CUQmIBWs/#match-summary
4,ДАНИЯ: Первый дивизион,Кёге - Хвидори,"{'КЁГЕ': 7, 'ХВИДОРИ': 5}","{'КЁГЕ': 0.5, 'ХВИДОРИ': 0.1}",24.03.2019 14:45,https://www.myscore.com.ua/match/6TJ8MABB/#match-summary
5,ДАНИЯ: Первый дивизион,Фредерисия - Нюкёбинг,"{'ФРЕДЕРИСИЯ': 4, 'НЮКЁБИНГ': 6}","{'ФРЕДЕРИСИЯ': 2.5, 'НЮКЁБИНГ': 0.25}",24.03.2019 14:45,https://www.myscore.com.ua/match/rRSmRYdt/#match-summary
6,КОСТА-РИКА: Высший дивизион - Клаусура,Греция - Кармелита,"{'ГРЕЦИЯ': 7, 'КАРМЕЛИТА': 3}","{'ГРЕЦИЯ': 1.25, 'КАРМЕЛИТА': 0.38}",24.03.2019 19:05,https://www.myscore.com.ua/match/zsXiA5ea/#match-summary
7,МИР: Клубные товарищеские матчи,Сарпсборг 08 (Нор) - Хам-Кам (Нор),"{'САРПСБОРГ 08': 5, 'ХАМ-КАМ': 5}","{'САРПСБОРГ 08': 1.9, 'ХАМ-КАМ': 2.25}",24.03.2019 13:00,https://www.myscore.com.ua/match/YkMs7RG5/#match-summary
8,МИР: Клубные товарищеские матчи,КуПС (Фин) - СЙК (Фин),"{'КУПС': 4, 'СЙК': 6}","{'КУПС': 3.67, 'СЙК': 1.92}",24.03.2019 14:00,https://www.myscore.com.ua/match/SUvaeIS6/#match-summary
9,МИР: Клубные товарищеские матчи,Мьёндален (Нор) - Стабек (Нор),"{'МЬЁНДАЛЕН': 8, 'СТАБЕК': 6}","{'МЬЁНДАЛЕН': 0.62, 'СТАБЕК': 0.83}",24.03.2019 16:30,https://www.myscore.com.ua/match/YDba5spH/#match-summary
10,МИР: Клубные товарищеские матчи,Викинг (Нор) - Хёугесунн (Нор),"{'ВИКИНГ': 6, 'ХЁУГЕСУНН': 4}","{'ВИКИНГ': 5.0, 'ХЁУГЕСУНН': 2.88}",24.03.2019 19:00,https://www.myscore.com.ua/match/viae6NUA/#match-summary
11,МИР: Клубные товарищеские матчи,К. Осло (Нор) - Берум (Нор),"{'К. ОСЛО': 2, 'БЕРУМ': 4}","{'К. ОСЛО': 2, 'БЕРУМ': 1.08}",24.03.2019 19:00,https://www.myscore.com.ua/match/GjLgHakQ/#match-summary
12,НИГЕРИЯ: НПФЛ,Аква - Хартленд,"{'АКВА': 7, 'ХАРТЛЕНД': 4}","{'АКВА': 4.5, 'ХАРТЛЕНД': 3.1}",24.03.2019 17:00,https://www.myscore.com.ua/match/WKdp11wD/#match-summary
13,ПАРАГВАЙ: Первый дивизион - Апертура,Либертад - Соль де Америка,"{'ЛИБЕРТАД': 7, 'СОЛЬ ДЕ АМЕРИКА': 3}","{'ЛИБЕРТАД': 0.87, 'СОЛЬ ДЕ АМЕРИКА': 5.12}",24.03.2019 23:30,https://www.myscore.com.ua/match/zabe9jtA/#match-summary
14,СЕВЕРНАЯ И ЦЕНТРАЛЬНАЯ АМЕРИКА: CONCACAF Nations League - Квалификация,Сальвадор - Ямайка,"{'САЛЬВАДОР': 5, 'ЯМАЙКА': 7}","{'САЛЬВАДОР': 3.19, 'ЯМАЙКА': 6.0}",24.03.2019 04:00,https://www.myscore.com.ua/match/lbpJTdM4/#match-summary
15,УРУГВАЙ: Премьер-лига - Апертура,Хувентуд - Серро-Ларго,"{'ХУВЕНТУД': 6, 'СЕРРО-ЛАРГО': 7}","{'ХУВЕНТУД': 3.12, 'СЕРРО-ЛАРГО': 0.53}",24.03.2019 21:00,https://www.myscore.com.ua/match/zTHUYvtB/#match-summary
16,ЮЖНАЯ АМЕРИКА: Южноамериканский чемпионат U17,Эквадор U17 - Боливия U17,"{'ЭКВАДОР U17': 5, 'БОЛИВИЯ U17': 4}","{'ЭКВАДОР U17': 1.21, 'БОЛИВИЯ U17': 0.75}",24.03.2019 00:10,https://www.myscore.com.ua/match/Stc8fMxH/#match-summary
