id,strategy,country,team,point,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,2,ИСПАНИЯ: Примера,Реал Мадрид - Жирона,"{'РЕАЛ МАДРИД': 7, 'ЖИРОНА': 6}",17.02.2019 13:00,https://www.myscore.com.ua/match/zwux6UlL/#match-summary,Yes,Реал Мадрид,3,"{'Реал Мадрид': 1, 'Жирона': 0}","{'Реал Мадрид': 1, 'Жирона': 2}"
2,2,ФРАНЦИЯ: Первая лига,Кан - Страсбур,"{'КАН': 4, 'СТРАСБУР': 4}",17.02.2019 16:00,https://www.myscore.com.ua/match/UgaCqset/#match-summary,No,0,0,"{'Кан': 0, 'Страсбур': 0}","{'Кан': 0, 'Страсбур': 0}"
3,2,ФРАНЦИЯ: Первая лига,Сент-Этьен - ПСЖ,"{'СЕНТ-ЭТЬЕН': 6, 'ПСЖ': 6}",17.02.2019 22:00,https://www.myscore.com.ua/match/Cb6YxcvO/#match-summary,No,0,1,"{'Сент-Этьен': 0, 'ПСЖ': 0}","{'Сент-Этьен': 0, 'ПСЖ': 1}"
4,2,АВСТРАЛИЯ: Лига А,Сидней - Централ Кост Маринерс,"{'СИДНЕЙ': 6, 'ЦЕНТРАЛ КОСТ МАРИНЕРС': 7}",17.02.2019 08:00,https://www.myscore.com.ua/match/Wtp3rnTc/#match-summary,Yes,Централ Кост Маринерс,2,"{'Сидней': 0, 'Централ Кост Маринерс': 1}","{'Сидней': 1, 'Централ Кост Маринерс': 1}"
5,2,АВСТРАЛИЯ: НПЛ Квинсленд,Олимпик ФК - Вестерн Прайд,"{'ОЛИМПИК ФК': 7, 'ВЕСТЕРН ПРАЙД': 6}",17.02.2019 10:00,https://www.myscore.com.ua/match/8bsVcb4Q/#match-summary,Yes,Вестерн Прайд,5,"{'Олимпик ФК': 0, 'Вестерн Прайд': 1}","{'Олимпик ФК': 3, 'Вестерн Прайд': 2}"
6,2,АВСТРИЯ: Кубок Австрии,ЛАСК - Санкт-Пёльтен,"{'ЛАСК': 10, 'САНКТ-ПЁЛЬТЕН': 4}",16.02.2019 13:00,https://www.myscore.com.ua/match/tKZ4RYPr/#match-summary,Yes,ЛАСК,6,"{'ЛАСК': 4, 'Санкт-Пёльтен': 0}","{'ЛАСК': 6, 'Санкт-Пёльтен': 0}"
7,2,АНГЛИЯ: Чемпионшип,Блэкберн - Мидлсбро,"{'БЛЭКБЕРН': 3, 'МИДЛСБРО': 3}",17.02.2019 15:00,https://www.myscore.com.ua/match/GhQyCwdq/#match-summary,Yes,Мидлсбро,1,"{'Блэкберн': 0, 'Мидлсбро': 1}","{'Блэкберн': 0, 'Мидлсбро': 1}"
8,2,АНГЛИЯ: Кубок ФА,Бристоль Сити - Вулверхэмптон,"{'БРИСТОЛЬ СИТИ': 3, 'ВУЛВЕРХЭМПТОН': 4}",17.02.2019 15:00,https://www.myscore.com.ua/match/WOj2vEQE/#match-summary,Yes,Вулверхэмптон,1,"{'Бристоль Сити': 0, 'Вулверхэмптон': 1}","{'Бристоль Сити': 0, 'Вулверхэмптон': 1}"
9,2,ГЕРМАНИЯ: Северо-восточная региональная лига,Баутцен - Бабельсберг 03,"{'БАУТЦЕН': 3, 'БАБЕЛЬСБЕРГ 03': 5}",17.02.2019 14:30,https://www.myscore.com.ua/match/GlGzM6n4/#match-summary,No,0,4,"{'Баутцен': 0, 'Бабельсберг 03': 0}","{'Баутцен': 2, 'Бабельсберг 03': 2}"
10,2,ИСЛАНДИЯ: Кубок лиги,Филкир - Троттюр,"{'ФИЛКИР': 3, 'ТРОТТЮР': 5}",17.02.2019 18:15,https://www.myscore.com.ua/match/YPSXh0Mn/#match-summary,No,0,1,"{'Филкир': 0, 'Троттюр': 0}","{'Филкир': 1, 'Троттюр': 0}"
11,2,ИСПАНИЯ: Сегунда,Нумансия - Осасуна,"{'НУМАНСИЯ': 4, 'ОСАСУНА': 5}",17.02.2019 17:00,https://www.myscore.com.ua/match/S6b78afi/#match-summary,Yes,Нумансия,2,"{'Нумансия': 1, 'Осасуна': 0}","{'Нумансия': 1, 'Осасуна': 0}"
12,2,ИСПАНИЯ: Сегунда Б - группа 1,Понферрадина - Коруксо,"{'ПОНФЕРРАДИНА': 6, 'КОРУКСО': 6}",17.02.2019 18:00,https://www.myscore.com.ua/match/jocOBes6/#match-summary,Yes,Понферрадина,2,"{'Понферрадина': 1, 'Коруксо': 0}","{'Понферрадина': 1, 'Коруксо': 1}"
13,2,ПОРТУГАЛИЯ: Примейра-лига,Морейренси - Тондела,"{'МОРЕЙРЕНСИ': 4, 'ТОНДЕЛА': 6}",17.02.2019 17:00,https://www.myscore.com.ua/match/Ea8IUSmC/#match-summary,Yes,Морейренси,2,"{'Морейренси': 1, 'Тондела': 0}","{'Морейренси': 2, 'Тондела': 0}"
1,2,ПОРТУГАЛИЯ: Сегунда,Ковилья - Пасуш де Феррейра,"{'КОВИЛЬЯ': 5, 'ПАСУШ ДЕ ФЕРРЕЙРА': 8}",17.02.2019 13:15,https://www.myscore.com.ua/match/xKERXsha/#match-summary,Yes,Ковилья,3,"{'Ковилья': 1, 'Пасуш де Феррейра': 0}","{'Ковилья': 3, 'Пасуш де Феррейра': 0}"
2,2,РУМЫНИЯ: Высшая лига,Динамо Бухарест - Ботошани,"{'ДИНАМО БУХАРЕСТ': 4, 'БОТОШАНИ': 8}",17.02.2019 20:00,https://www.myscore.com.ua/match/n3BFc651/#match-summary,Yes,Динамо Бухарест,3,"{'Динамо Бухарест': 1, 'Ботошани': 1}","{'Динамо Бухарест': 1, 'Ботошани': 2}"
3,2,ТУРЦИЯ: Суперлига,Эрзурум - Сивасспор,"{'ЭРЗУРУМ': 4, 'СИВАССПОР': 5}",17.02.2019 12:30,https://www.myscore.com.ua/match/W6cLHtrd/#match-summary,Yes,Эрзурум,6,"{'Эрзурум': 2, 'Сивасспор': 1}","{'Эрзурум': 4, 'Сивасспор': 2}"
4,2,ХОРВАТИЯ: Первый дивизион,Осиек - Истра 1961,"{'ОСИЕК': 8, 'ИСТРА 1961': 4}",17.02.2019 16:00,https://www.myscore.com.ua/match/lMbuPqgI/#match-summary,No,0,1,"{'Осиек': 0, 'Истра 1961': 0}","{'Осиек': 1, 'Истра 1961': 0}"
5,2,ШВЕЙЦАРИЯ: Суперлига,Базель - Сьон,"{'БАЗЕЛЬ': 5, 'СЬОН': 6}",17.02.2019 17:00,https://www.myscore.com.ua/match/6wRsI6L6/#match-summary,Yes,Базель,1,"{'Базель': 1, 'Сьон': 0}","{'Базель': 1, 'Сьон': 0}"
