id,team,point,link,result in all time
1,Борнмут - Бёрнли,3.08,https://www.myscore.com.ua/match/tKLzuv9M/#match-summary
2,Хаддерсфилд - Лестер,1.53,https://www.myscore.com.ua/match/I1O3Yynj/#match-summary
3,Вольфсбург - Ганновер,5.27,https://www.myscore.com.ua/match/2qDb1TOI/#match-summary
4,Герта - Фортуна Дюссельдорф,2.13,https://www.myscore.com.ua/match/CfKo4Vv0/#match-summary
5,Реал Мадрид - Эйбар,2.74,https://www.myscore.com.ua/match/bmQw42KQ/#match-summary
6,Сампдория - Рома,3.17,https://www.myscore.com.ua/match/zcJXJoX8/#match-summary
7,Маттерсбург - Хартберг,1.98,https://www.myscore.com.ua/match/x6qgzbBe/#match-summary
8,Кастриоти - Кукеси,1.71,https://www.myscore.com.ua/match/0QXIgEZN/#match-summary
9,Бирмингем - Лидс,2.23,https://www.myscore.com.ua/match/IDWrDaaQ/#match-summary
10,Петерборо Юнайтед - Гиллингем,2.18,https://www.myscore.com.ua/match/06Lq8Kb1/#match-summary
11,Флитвуд - Саутенд Юнайтед,2.75,https://www.myscore.com.ua/match/4vSzAtUl/#match-summary
12,Милтон Кинс - Линкольн,3.76,https://www.myscore.com.ua/match/xpEptFem/#match-summary
13,Челтенхэм - Эксетер Сити,2.79,https://www.myscore.com.ua/match/fNFHxtke/#match-summary
14,Мускрон - Серкль Брюгге,4.11,https://www.myscore.com.ua/match/nHl6AzQC/#match-summary
15,Гонвед - МОЛ Види,2.1,https://www.myscore.com.ua/match/vZsOv4ht/#match-summary
16,ФК Сайгон - Хошимин,3.77,https://www.myscore.com.ua/match/YmX9zRoB/#match-summary
17,Зандхаузен - Падерборн,1.97,https://www.myscore.com.ua/match/dSaUdFnP/#match-summary
18,Ауэрбах - Герта II,1.68,https://www.myscore.com.ua/match/K0ByXQeb/#match-summary
19,Байройт - Шальдинг,3.61,https://www.myscore.com.ua/match/YHvIlyn9/#match-summary
20,Розенхайм 1860 - Айхштет,1.07,https://www.myscore.com.ua/match/QFJdsgvq/#match-summary
21,Сент-Джозефс - Линкольн Сити,1.74,https://www.myscore.com.ua/match/dOmCAEF9/#match-summary
22,Раннерс - Вендсюссель,2.46,https://www.myscore.com.ua/match/KKqmMsAR/#match-summary
23,Финляндия U19 (Ж) - Бельгия U19 (Ж),5.18,https://www.myscore.com.ua/match/vwhP8cb8/#match-summary
24,Перуджа - Беневенто,3.06,https://www.myscore.com.ua/match/trbb2bmJ/#match-summary
25,Пистойезе - Каррарезе,2.23,https://www.myscore.com.ua/match/bHTmnh22/#match-summary
26,Алай Ош - Кара Балта,5.13,https://www.myscore.com.ua/match/zTRlbRkm/#match-summary
27,БФК Даугава - ФК Рига,7.55,https://www.myscore.com.ua/match/A1W0VEh2/#match-summary
28,Валмиера - Вентспилс,1.76,https://www.myscore.com.ua/match/OIZsfbV2/#match-summary
29,Теренггану - ПКНП,2.35,https://www.myscore.com.ua/match/U7bSyZJE/#match-summary
30,Сенглеа Атлетик - Хамрун,1.36,https://www.myscore.com.ua/match/WMV1wrc7/#match-summary
31,Арендаль (Нор) - Аскер (Нор),2.5,https://www.myscore.com.ua/match/WYDIwT5J/#match-summary
32,Эгерсунд (Нор) - Сола (Нор),3.49,https://www.myscore.com.ua/match/ChVoX5Rk/#match-summary
33,Виллем II - Аякс,1.65,https://www.myscore.com.ua/match/MNMx7dzl/#match-summary
34,Линден - Эксельсиор Масслёйс,1.42,https://www.myscore.com.ua/match/KrGfwsdF/#match-summary
35,Морейренси - Брага,2.19,https://www.myscore.com.ua/match/rD3KOFwC/#match-summary
36,Анжи - Динамо Москва,2.62,https://www.myscore.com.ua/match/dvz2NjxJ/#match-summary
37,Спартак Москва - ЦСКА,2.22,https://www.myscore.com.ua/match/ANXkQhh0/#match-summary
38,Локомотив Москва U21 - Зенит U21,2.93,https://www.myscore.com.ua/match/EqxZ4c19/#match-summary
39,Аль-Вехда - Аль-Иттифак,2.46,https://www.myscore.com.ua/match/ETTHOwnp/#match-summary
40,Клифтонвилл - Колрейн,2.31,https://www.myscore.com.ua/match/zZxpEUw2/#match-summary
41,Ларн - Портадаун,5.71,https://www.myscore.com.ua/match/QJctaEC7/#match-summary
42,Лимавади - Балликлэр,1.84,https://www.myscore.com.ua/match/t2SyP1WT/#match-summary
43,Болуспор - Кардемир Карабюк,27.31,https://www.myscore.com.ua/match/YwbochaH/#match-summary
44,Хувентуд - Монтевидео Уондерерс,1.5,https://www.myscore.com.ua/match/8tbw2wAc/#match-summary
45,Ньютаун - Нью-Сейнтс,2.18,https://www.myscore.com.ua/match/0ryCw9C0/#match-summary
46,Рунавик - Викингур,3.19,https://www.myscore.com.ua/match/Q1r8Lfjg/#match-summary
47,СЙК - ХИФК,2.12,https://www.myscore.com.ua/match/jqY5YT3k/#match-summary
48,Дукла Прага - Славия Прага,1.34,https://www.myscore.com.ua/match/O2kCHHIF/#match-summary
49,Простеёв - Зноймо,2.65,https://www.myscore.com.ua/match/GALyKvFf/#match-summary
50,Хеккен - Хельсингборг,2.95,https://www.myscore.com.ua/match/jP1UKpII/#match-summary
51,Гамильтон - Сент-Миррен,2.95,https://www.myscore.com.ua/match/OAuvCQkI/#match-summary
52,Стенхаузмур - Райт Роверс,1.47,https://www.myscore.com.ua/match/2amsPyuR/#match-summary
53,Парагвай U17 - Эквадор U17,2.3,https://www.myscore.com.ua/match/QBkWYE0C/#match-summary
