id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
24,КЫРГЫЗСТАН: Premier Liga,Алай Ош - Кара Балта,"{'АЛАЙ ОШ': 8, 'КАРА БАЛТА': 4}","{'АЛАЙ ОШ': 0.86, 'КАРА БАЛТА': 0.96}",06.04.2019 12:00,https://www.myscore.com.ua/match/zTRlbRkm/#match-summary,,,,,
25,ЛАТВИЯ: Optibet Virsliga,Валмиера - Вентспилс,"{'ВАЛМИЕРА': 3, 'ВЕНТСПИЛС': 5}","{'ВАЛМИЕРА': 0, 'ВЕНТСПИЛС': 0.38}",06.04.2019 18:00,https://www.myscore.com.ua/match/OIZsfbV2/#match-summary,,,,,
26,МАЛАЙЗИЯ: Суперлига,Теренггану - ПКНП,"{'ТЕРЕНГГАНУ': 4, 'ПКНП': 4}","{'ТЕРЕНГГАНУ': 0.42, 'ПКНП': 2.5}",06.04.2019 16:00,https://www.myscore.com.ua/match/U7bSyZJE/#match-summary,,,,,
27,МАЛЬТА: Премьер-лига,Сенглеа Атлетик - Хамрун,"{'СЕНГЛЕА АТЛЕТИК': 7, 'ХАМРУН': 7}","{'СЕНГЛЕА АТЛЕТИК': 1.33, 'ХАМРУН': 1.0}",06.04.2019 17:00,https://www.myscore.com.ua/match/WMV1wrc7/#match-summary,,,,,
28,МИР: Клубные товарищеские матчи,Арендаль (Нор) - Аскер (Нор),"{'АРЕНДАЛЬ': 7, 'АСКЕР': 5}","{'АРЕНДАЛЬ': 2.1, 'АСКЕР': 0.57}",06.04.2019 15:00,https://www.myscore.com.ua/match/WYDIwT5J/#match-summary,,,,,
29,НИДЕРЛАНДЫ: Высшая лига,Виллем II - Аякс,"{'ВИЛЛЕМ II': 5, 'АЯКС': 8}","{'ВИЛЛЕМ II': 2.55, 'АЯКС': 0.6}",06.04.2019 19:30,https://www.myscore.com.ua/match/MNMx7dzl/#match-summary,,,,,
30,НИДЕРЛАНДЫ: Второй дивизион,Линден - Эксельсиор Масслёйс,"{'ЛИНДЕН': 4, 'ЭКСЕЛЬСИОР МАССЛЁЙС': 6}","{'ЛИНДЕН': 9.33, 'ЭКСЕЛЬСИОР МАССЛЁЙС': 0.65}",06.04.2019 16:30,https://www.myscore.com.ua/match/KrGfwsdF/#match-summary,,,,,
31,ПОРТУГАЛИЯ: Примейра-лига,Морейренси - Брага,"{'МОРЕЙРЕНСИ': 7, 'БРАГА': 4}","{'МОРЕЙРЕНСИ': 0.67, 'БРАГА': 0.17}",06.04.2019 22:30,https://www.myscore.com.ua/match/rD3KOFwC/#match-summary,,,,,
32,РОССИЯ: Премьер-лига,Анжи - Динамо Москва,"{'АНЖИ': 5, 'ДИНАМО МОСКВА': 4}","{'АНЖИ': 0.62, 'ДИНАМО МОСКВА': 1.14}",06.04.2019 14:00,https://www.myscore.com.ua/match/dvz2NjxJ/#match-summary,,,,,
33,РОССИЯ: Премьер-лига,Спартак Москва - ЦСКА,"{'СПАРТАК МОСКВА': 7, 'ЦСКА': 7}","{'СПАРТАК МОСКВА': 0.83, 'ЦСКА': 0.75}",06.04.2019 19:00,https://www.myscore.com.ua/match/ANXkQhh0/#match-summary,,,,,
34,РОССИЯ: Молодежная Лига,Локомотив Москва U21 - Зенит U21,"{'ЛОКОМОТИВ МОСКВА U21': 7, 'ЗЕНИТ U21': 4}","{'ЛОКОМОТИВ МОСКВА U21': 0.58, 'ЗЕНИТ U21': 0.62}",06.04.2019 13:00,https://www.myscore.com.ua/match/EqxZ4c19/#match-summary,,,,,
35,САУДОВСКАЯ АРАВИЯ: Премьер-лига,Аль-Вехда - Аль-Иттифак,"{'АЛЬ-ВЕХДА': 3, 'АЛЬ-ИТТИФАК': 7}","{'АЛЬ-ВЕХДА': 0.5, 'АЛЬ-ИТТИФАК': 1.12}",06.04.2019 20:45,https://www.myscore.com.ua/match/ETTHOwnp/#match-summary,,,,,
36,СЕВЕРНАЯ ИРЛАНДИЯ: Премьер-лига - Чемпионшип - плей-офф,Клифтонвилл - Колрейн,"{'КЛИФТОНВИЛЛ': 4, 'КОЛРЕЙН': 4}","{'КЛИФТОНВИЛЛ': 0.39, 'КОЛРЕЙН': 2.5}",06.04.2019 17:00,https://www.myscore.com.ua/match/zZxpEUw2/#match-summary,,,,,
37,СЕВЕРНАЯ ИРЛАНДИЯ: Чемпионшип - Повышение - группа,Ларн - Портадаун,"{'ЛАРН': 8, 'ПОРТАДАУН': 5}","{'ЛАРН': 0.46, 'ПОРТАДАУН': 1.2}",06.04.2019 17:00,https://www.myscore.com.ua/match/QJctaEC7/#match-summary,,,,,
38,СЕВЕРНАЯ ИРЛАНДИЯ: Чемпионшип - Группа вылета,Лимавади - Балликлэр,"{'ЛИМАВАДИ': 1, 'БАЛЛИКЛЭР': 6}","{'ЛИМАВАДИ': 0.67, 'БАЛЛИКЛЭР': 0.9}",06.04.2019 17:00,https://www.myscore.com.ua/match/t2SyP1WT/#match-summary,,,,,
39,ТУРЦИЯ: 1. Lig,Болуспор - Кардемир Карабюк,"{'БОЛУСПОР': 2, 'КАРДЕМИР КАРАБЮК': 0}","{'БОЛУСПОР': 2.38, 'КАРДЕМИР КАРАБЮК': 3.62}",06.04.2019 14:00,https://www.myscore.com.ua/match/YwbochaH/#match-summary,,,,,
40,УРУГВАЙ: Премьер-лига - Апертура,Хувентуд - Монтевидео Уондерерс,"{'ХУВЕНТУД': 7, 'МОНТЕВИДЕО УОНДЕРЕРС': 8}","{'ХУВЕНТУД': 7.17, 'МОНТЕВИДЕО УОНДЕРЕРС': 1.67}",06.04.2019 22:00,https://www.myscore.com.ua/match/8tbw2wAc/#match-summary,,,,,
41,УЭЛЬС: Премьер-лига - Чемпионшип - плей-офф,Ньютаун - Нью-Сейнтс,"{'НЬЮТАУН': 6, 'НЬЮ-СЕЙНТС': 8}","{'НЬЮТАУН': 4.59, 'НЬЮ-СЕЙНТС': 1.0}",06.04.2019 16:30,https://www.myscore.com.ua/match/0ryCw9C0/#match-summary,,,,,
42,ФАРЕРСКИЕ ОСТРОВА: Премьер-лига,Рунавик - Викингур,"{'РУНАВИК': 5, 'ВИКИНГУР': 5}","{'РУНАВИК': 0.8, 'ВИКИНГУР': 2.5}",06.04.2019 21:00,https://www.myscore.com.ua/match/Q1r8Lfjg/#match-summary,,,,,
43,ФИНЛЯНДИЯ: Высшая лига,СЙК - ХИФК,"{'СЙК': 5, 'ХИФК': 3}","{'СЙК': 0.65, 'ХИФК': 3.17}",06.04.2019 15:00,https://www.myscore.com.ua/match/jqY5YT3k/#match-summary,,,,,
44,ЧЕХИЯ: Первая лига,Дукла Прага - Славия Прага,"{'ДУКЛА ПРАГА': 7, 'СЛАВИЯ ПРАГА': 8}","{'ДУКЛА ПРАГА': 0.75, 'СЛАВИЯ ПРАГА': 2.0}",06.04.2019 20:00,https://www.myscore.com.ua/match/O2kCHHIF/#match-summary,,,,,
45,ЧЕХИЯ: Второй дивизион,Простеёв - Зноймо,"{'ПРОСТЕЁВ': 5, 'ЗНОЙМО': 7}","{'ПРОСТЕЁВ': 4.7, 'ЗНОЙМО': 6.0}",06.04.2019 17:30,https://www.myscore.com.ua/match/GALyKvFf/#match-summary,,,,,
46,ШВЕЦИЯ: Высшая лига,Хеккен - Хельсингборг,"{'ХЕККЕН': 7, 'ХЕЛЬСИНГБОРГ': 7}","{'ХЕККЕН': 0.75, 'ХЕЛЬСИНГБОРГ': 0.42}",06.04.2019 17:00,https://www.myscore.com.ua/match/jP1UKpII/#match-summary,,,,,
47,ШОТЛАНДИЯ: Премьер-лига,Гамильтон - Сент-Миррен,"{'ГАМИЛЬТОН': 2, 'СЕНТ-МИРРЕН': 2}","{'ГАМИЛЬТОН': 2.25, 'СЕНТ-МИРРЕН': 1.25}",06.04.2019 17:00,https://www.myscore.com.ua/match/OAuvCQkI/#match-summary,,,,,
48,ШОТЛАНДИЯ: Первая лига,Стенхаузмур - Райт Роверс,"{'СТЕНХАУЗМУР': 3, 'РАЙТ РОВЕРС': 4}","{'СТЕНХАУЗМУР': 2.0, 'РАЙТ РОВЕРС': 2.6}",06.04.2019 17:00,https://www.myscore.com.ua/match/2amsPyuR/#match-summary,,,,,
49,ЮЖНАЯ АМЕРИКА: Южноамериканский чемпионат U17 - Финальная группа,Парагвай U17 - Эквадор U17,"{'ПАРАГВАЙ U17': 6, 'ЭКВАДОР U17': 5}","{'ПАРАГВАЙ U17': 2.5, 'ЭКВАДОР U17': 0.77}",06.04.2019 00:30,https://www.myscore.com.ua/match/QBkWYE0C/#match-summary,,,,,
