id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,АНГЛИЯ: Премьер-лига,Борнмут - Бёрнли,"{'БОРНМУТ': 3, 'БЁРНЛИ': 4}","{'БОРНМУТ': 0.7, 'БЁРНЛИ': 1.17}",06.04.2019 17:00,https://www.myscore.com.ua/match/tKLzuv9M/#match-summary,,,,,
2,АНГЛИЯ: Премьер-лига,Хаддерсфилд - Лестер,"{'ХАДДЕРСФИЛД': 1, 'ЛЕСТЕР': 5}","{'ХАДДЕРСФИЛД': 1.92, 'ЛЕСТЕР': 1.08}",06.04.2019 17:00,https://www.myscore.com.ua/match/I1O3Yynj/#match-summary,,,,,
3,ГЕРМАНИЯ: Бундеслига,Вольфсбург - Ганновер,"{'ВОЛЬФСБУРГ': 4, 'ГАННОВЕР': 2}","{'ВОЛЬФСБУРГ': 1.25, 'ГАННОВЕР': 2.5}",06.04.2019 16:30,https://www.myscore.com.ua/match/2qDb1TOI/#match-summary,,,,,
4,ГЕРМАНИЯ: Бундеслига,Герта - Фортуна Дюссельдорф,"{'ГЕРТА': 5, 'ФОРТУНА ДЮССЕЛЬДОРФ': 4}","{'ГЕРТА': 0.87, 'ФОРТУНА ДЮССЕЛЬДОРФ': 1.36}",06.04.2019 16:30,https://www.myscore.com.ua/match/CfKo4Vv0/#match-summary,,,,,
5,ИСПАНИЯ: Примера,Реал Мадрид - Эйбар,"{'РЕАЛ МАДРИД': 4, 'ЭЙБАР': 4}","{'РЕАЛ МАДРИД': 0.58, 'ЭЙБАР': 0.6}",06.04.2019 17:15,https://www.myscore.com.ua/match/bmQw42KQ/#match-summary,,,,,
6,ИТАЛИЯ: Серия А,Сампдория - Рома,"{'САМПДОРИЯ': 4, 'РОМА': 6}","{'САМПДОРИЯ': 0.68, 'РОМА': 1.38}",06.04.2019 21:30,https://www.myscore.com.ua/match/zcJXJoX8/#match-summary,,,,,
7,АВСТРИЯ: Бундеслига - Группа вылета,Маттерсбург - Хартберг,"{'МАТТЕРСБУРГ': 6, 'ХАРТБЕРГ': 0}","{'МАТТЕРСБУРГ': 0.65, 'ХАРТБЕРГ': 3.08}",06.04.2019 18:00,https://www.myscore.com.ua/match/x6qgzbBe/#match-summary,,,,,
8,АЛБАНИЯ: Суперлига,Кастриоти - Кукеси,"{'КАСТРИОТИ': 3, 'КУКЕСИ': 6}","{'КАСТРИОТИ': 1.25, 'КУКЕСИ': 2.25}",06.04.2019 16:45,https://www.myscore.com.ua/match/0QXIgEZN/#match-summary,,,,,
9,АНГЛИЯ: Чемпионшип,Бирмингем - Лидс,"{'БИРМИНГЕМ': 5, 'ЛИДС': 6}","{'БИРМИНГЕМ': 1.0, 'ЛИДС': 1.0}",06.04.2019 17:00,https://www.myscore.com.ua/match/IDWrDaaQ/#match-summary,,,,,
10,АНГЛИЯ: Первая лига,Петерборо Юнайтед - Гиллингем,"{'ПЕТЕРБОРО ЮНАЙТЕД': 5, 'ГИЛЛИНГЕМ': 4}","{'ПЕТЕРБОРО ЮНАЙТЕД': 1.33, 'ГИЛЛИНГЕМ': 1.0}",06.04.2019 17:00,https://www.myscore.com.ua/match/06Lq8Kb1/#match-summary,,,,,
11,АНГЛИЯ: Первая лига,Флитвуд - Саутенд Юнайтед,"{'ФЛИТВУД': 2, 'САУТЕНД ЮНАЙТЕД': 5}","{'ФЛИТВУД': 0.83, 'САУТЕНД ЮНАЙТЕД': 4.0}",06.04.2019 17:00,https://www.myscore.com.ua/match/4vSzAtUl/#match-summary,,,,,
12,АНГЛИЯ: Вторая лига,Милтон Кинс - Линкольн,"{'МИЛТОН КИНС': 5, 'ЛИНКОЛЬН': 6}","{'МИЛТОН КИНС': 3.12, 'ЛИНКОЛЬН': 0.57}",06.04.2019 17:00,https://www.myscore.com.ua/match/xpEptFem/#match-summary,,,,,
13,АНГЛИЯ: Вторая лига,Челтенхэм - Эксетер Сити,"{'ЧЕЛТЕНХЭМ': 6, 'ЭКСЕТЕР СИТИ': 6}","{'ЧЕЛТЕНХЭМ': 0.45, 'ЭКСЕТЕР СИТИ': 0.33}",06.04.2019 17:00,https://www.myscore.com.ua/match/fNFHxtke/#match-summary,,,,,
14,БЕЛЬГИЯ: Высшая лига - Группа Лиги Европы,Мускрон - Серкль Брюгге,"{'МУСКРОН': 5, 'СЕРКЛЬ БРЮГГЕ': 5}","{'МУСКРОН': 0.67, 'СЕРКЛЬ БРЮГГЕ': 1.46}",06.04.2019 21:00,https://www.myscore.com.ua/match/nHl6AzQC/#match-summary,,,,,
15,ВЕНГРИЯ: Высшая лига,Гонвед - МОЛ Види,"{'ГОНВЕД': 7, 'МОЛ ВИДИ': 5}","{'ГОНВЕД': 2.38, 'МОЛ ВИДИ': 0.47}",06.04.2019 20:30,https://www.myscore.com.ua/match/vZsOv4ht/#match-summary,,,,,
16,ВЬЕТНАМ: Лига V,ФК Сайгон - Хошимин,"{'ФК САЙГОН': 5, 'ХОШИМИН': 5}","{'ФК САЙГОН': 2.25, 'ХОШИМИН': 0.58}",06.04.2019 15:00,https://www.myscore.com.ua/match/YmX9zRoB/#match-summary,,,,,
17,ГЕРМАНИЯ: Северо-восточная региональная лига,Ауэрбах - Герта II,"{'АУЭРБАХ': 4, 'ГЕРТА II': 8}","{'АУЭРБАХ': 1.38, 'ГЕРТА II': 1.06}",06.04.2019 14:30,https://www.myscore.com.ua/match/K0ByXQeb/#match-summary,,,,,
18,ГЕРМАНИЯ: Региональная лига Бавария,Байройт - Шальдинг,"{'БАЙРОЙТ': 7, 'ШАЛЬДИНГ': 1}","{'БАЙРОЙТ': 1.17, 'ШАЛЬДИНГ': 2.57}",06.04.2019 15:00,https://www.myscore.com.ua/match/YHvIlyn9/#match-summary,,,,,
19,ГЕРМАНИЯ: Региональная лига Бавария,Розенхайм 1860 - Айхштет,"{'РОЗЕНХАЙМ 1860': 2, 'АЙХШТЕТ': 7}","{'РОЗЕНХАЙМ 1860': 2.0, 'АЙХШТЕТ': 0.46}",06.04.2019 15:00,https://www.myscore.com.ua/match/QFJdsgvq/#match-summary,,,,,
20,ГИБРАЛТАР: Премьер-Дивизион,Сент-Джозефс - Линкольн Сити,"{'СЕНТ-ДЖОЗЕФС': 5, 'ЛИНКОЛЬН СИТИ': 7}","{'СЕНТ-ДЖОЗЕФС': 0.38, 'ЛИНКОЛЬН СИТИ': 1.57}",06.04.2019 17:00,https://www.myscore.com.ua/match/dOmCAEF9/#match-summary,,,,,
21,ДАНИЯ: Суперлига - Группа вылета,Раннерс - Вендсюссель,"{'РАННЕРС': 2, 'ВЕНДСЮССЕЛЬ': 6}","{'РАННЕРС': 1.44, 'ВЕНДСЮССЕЛЬ': 1}",06.04.2019 17:00,https://www.myscore.com.ua/match/KKqmMsAR/#match-summary,,,,,
22,ЕВРОПА: Женский чемпионат Европы до 19 лет - Квалификация,Финляндия U19 (Ж) - Бельгия U19 (Ж),"{'ФИНЛЯНДИЯ U19 (Ж)': 6, 'БЕЛЬГИЯ U19 (Ж)': 6}","{'ФИНЛЯНДИЯ U19 (Ж)': 1.92, 'БЕЛЬГИЯ U19 (Ж)': 6.05}",06.04.2019 14:00,https://www.myscore.com.ua/match/vwhP8cb8/#match-summary,,,,,
23,ИТАЛИЯ: Серия В,Перуджа - Беневенто,"{'ПЕРУДЖА': 4, 'БЕНЕВЕНТО': 4}","{'ПЕРУДЖА': 1.0, 'БЕНЕВЕНТО': 1.62}",06.04.2019 19:00,https://www.myscore.com.ua/match/trbb2bmJ/#match-summary,,,,,
