id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,БОЛИВИЯ: Division Profesional - Апертура,Блуминг - Стронгест,"{'БЛУМИНГ': 4, 'СТРОНГЕСТ': 8}","{'БЛУМИНГ': 0.92, 'СТРОНГЕСТ': 0.54}",11.03.2019 01:30,https://www.myscore.com.ua/match/4ztDVNwa/#match-summary,,,,,
2,ДАНИЯ: Суперлига,Орхус - Оденсе,"{'ОРХУС': 7, 'ОДЕНСЕ': 7}","{'ОРХУС': 1.0, 'ОДЕНСЕ': 1.0}",11.03.2019 20:00,https://www.myscore.com.ua/match/0bi1nIUB/#match-summary,,,,,
3,ИНДОНЕЗИЯ: Кубок Президента,Семен Паданг - Бали Юнайтед,"{'СЕМЕН ПАДАНГ': 5, 'БАЛИ ЮНАЙТЕД': 5}","{'СЕМЕН ПАДАНГ': 8.38, 'БАЛИ ЮНАЙТЕД': 1.0}",11.03.2019 13:30,https://www.myscore.com.ua/match/p46ZyVe5/#match-summary,,,,,
4,КОЛУМБИЯ: Примера - Апертура,Кукута - Унион Магдалена,"{'КУКУТА': 7, 'УНИОН МАГДАЛЕНА': 5}","{'КУКУТА': 6.75, 'УНИОН МАГДАЛЕНА': 1.85}",11.03.2019 01:00,https://www.myscore.com.ua/match/hfekaTaB/#match-summary,,,,,
5,ЛИТВА: Первый дивизион,ФК Тракай - Стумбрас,"{'ФК ТРАКАЙ': 5, 'СТУМБРАС': 4}","{'ФК ТРАКАЙ': 0.86, 'СТУМБРАС': 1.56}",11.03.2019 19:30,https://www.myscore.com.ua/match/phpMFsC6/#match-summary,,,,,
