id,strategy,country,team,point,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
0,2,ГЕРМАНИЯ: Бундеслига,Нюрнберг - Боруссия Д,"{'НЮРНБЕРГ': 4, 'БОРУССИЯ Д': 7}",18.02.2019 21:30,https://www.myscore.com.ua/match/fNa2KmU4/#match-summary,No,0,0,"{'Нюрнберг': 0, 'Боруссия Д': 0}","{'Нюрнберг': 0, 'Боруссия Д': 0}"
1,2,АНГЛИЯ: Кубок ФА,Челси - Манчестер Юнайтед,"{'ЧЕЛСИ': 5, 'МАНЧЕСТЕР ЮНАЙТЕД': 7}",18.02.2019 21:30,https://www.myscore.com.ua/match/WMZqe8mI/#match-summary,Yes,Манчестер Юнайтед,2,"{'Челси': 0, 'Манчестер Юнайтед': 1}","{'Челси': 0, 'Манчестер Юнайтед': 2}"
2,2,АНГЛИЯ: Премьер,Эвертон U23 - Блэкберн U23,"{'ЭВЕРТОН U23': 4, 'БЛЭКБЕРН U23': 6}",18.02.2019 21:00,https://www.myscore.com.ua/match/rZIirYLa/#match-summary,Yes,Эвертон U23,2,"{'Эвертон U23': 2, 'Блэкберн U23': 0}","{'Эвертон U23': 2, 'Блэкберн U23': 0}"
3,2,ГЕРМАНИЯ: Северо-восточная региональная лига,Хемнитцер - Рот-Вайсс Эрфурт,"{'ХЕМНИТЦЕР': 3, 'РОТ-ВАЙСС ЭРФУРТ': 7}",18.02.2019 20:00,https://www.myscore.com.ua/match/IHx6ynni/#match-summary,Yes,Хемнитцер,2,"{'Хемнитцер': 2, 'Рот-Вайсс Эрфурт': 0}","{'Хемнитцер': 2, 'Рот-Вайсс Эрфурт': 0}"
4,2,ДАНИЯ: Суперлига,Мидтьюлланн - Ольборг,"{'МИДТЬЮЛЛАНН': 9, 'ОЛЬБОРГ': 6}",18.02.2019 20:00,https://www.myscore.com.ua/match/GURvZ7fe/#match-summary,Yes,Мидтьюлланн,3,"{'Мидтьюлланн': 0, 'Ольборг': 0}","{'Мидтьюлланн': 2, 'Ольборг': 1}"
5,2,ИСЛАНДИЯ: Кубок лиги,Тор - Магни,"{'ТОР': 5, 'МАГНИ': 6}",18.02.2019 21:00,https://www.myscore.com.ua/match/SESwyS01/#match-summary,Yes,Тор,7,"{'Тор': 3, 'Магни': 0}","{'Тор': 7, 'Магни': 0}"
6,2,НИДЕРЛАНДЫ: Reserve League - Этап победителей,Йонг Виллем II - Йонг Фейеноорд,"{'ЙОНГ ВИЛЛЕМ II': 7, 'ЙОНГ ФЕЙЕНООРД': 7}",18.02.2019 15:00,https://www.myscore.com.ua/match/86mIdYB1/#match-summary,Yes,Йонг Фейеноорд,4,"{'Йонг Виллем II': 0, 'Йонг Фейеноорд': 0}","{'Йонг Виллем II': 1, 'Йонг Фейеноорд': 3}"
7,2,НИДЕРЛАНДЫ: Reserve League - Этап победителей,Йонг Зволле - Jong Den Haag,"{'ЙОНГ ЗВОЛЛЕ': 6, 'JONG DEN HAAG': 7}",18.02.2019 19:30,https://www.myscore.com.ua/match/QsbDcEde/#match-summary,No,0,3,"{'Йонг Зволле': 0, 'Jong Den Haag': 0}","{'Йонг Зволле': 1, 'Jong Den Haag': 2}"
8,2,НИДЕРЛАНДЫ: Reserve League - Этап проигравших,Йонг Де Графсхап - Jong FC Eindhoven,"{'ЙОНГ ДЕ ГРАФСХАП': 5, 'JONG FC EINDHOVEN': 5}",18.02.2019 19:30,https://www.myscore.com.ua/match/rNS6QOmd/#match-summary,Yes,Йонг Де Графсхап,2,"{'Йонг Де Графсхап': 2, 'Jong FC Eindhoven': 0}","{'Йонг Де Графсхап': 2, 'Jong FC Eindhoven': 0}"
9,2,ПОЛЬША: Премьер-лига,Висла - Шлёнск Вроцлав,"{'ВИСЛА': 7, 'ШЛЁНСК ВРОЦЛАВ': 6}",18.02.2019 19:00,https://www.myscore.com.ua/match/veFnk5X2/#match-summary,Yes,Висла,1,"{'Висла': 1, 'Шлёнск Вроцлав': 0}","{'Висла': 1, 'Шлёнск Вроцлав': 0}"
10,2,ПОРТУГАЛИЯ: Примейра-лига,Авеш - Бенфика,"{'АВЕШ': 4, 'БЕНФИКА': 9}",18.02.2019 22:15,https://www.myscore.com.ua/match/OUk9ijeP/#match-summary,Yes,Бенфика,3,"{'Авеш': 0, 'Бенфика': 2}","{'Авеш': 0, 'Бенфика': 3}"
