id,strategy,country,team,point,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
0,2,АНГЛИЯ: Премьер-лига,Борнмут - Вулверхэмптон,"{'БОРНМУТ': 3, 'ВУЛВЕРХЭМПТОН': 5}",23.02.2019 17:00,https://www.myscore.com.ua/match/I5EFkzMl/#match-summary,Yes,Борнмут,2,"{'Борнмут': 1, 'Вулверхэмптон': 0}","{'Борнмут': 1, 'Вулверхэмптон': 1}"
1,2,АНГЛИЯ: Премьер-лига,Лестер - Кристал Пэлас,"{'ЛЕСТЕР': 2, 'КРИСТАЛ ПЭЛАС': 6}",23.02.2019 19:30,https://www.myscore.com.ua/match/6RfABHr8/#match-summary,Yes,Кристал Пэлас,5,"{'Лестер': 0, 'Кристал Пэлас': 1}","{'Лестер': 1, 'Кристал Пэлас': 3}"
2,2,ГЕРМАНИЯ: Бундеслига,Боруссия М - Вольфсбург,"{'БОРУССИЯ М': 4, 'ВОЛЬФСБУРГ': 7}",23.02.2019 16:30,https://www.myscore.com.ua/match/8p6IG5TT/#match-summary,Yes,Вольфсбург,3,"{'Боруссия М': 0, 'Вольфсбург': 1}","{'Боруссия М': 0, 'Вольфсбург': 3}"
3,2,ФРАНЦИЯ: Первая лига,ПСЖ - Ним,"{'ПСЖ': 6, 'НИМ': 4}",23.02.2019 18:00,https://www.myscore.com.ua/match/K4TagIO4/#match-summary,Yes,ПСЖ,3,"{'ПСЖ': 1, 'Ним': 0}","{'ПСЖ': 3, 'Ним': 0}"
4,2,АВСТРАЛИЯ: НПЛ Виктория,Грин Гулли - Гейдельберг Юнайтед,"{'ГРИН ГУЛЛИ': 3, 'ГЕЙДЕЛЬБЕРГ ЮНАЙТЕД': 5}",23.02.2019 06:00,https://www.myscore.com.ua/match/fqmlsAg1/#match-summary,Yes,Грин Гулли,5,"{'Грин Гулли': 2, 'Гейдельберг Юнайтед': 1}","{'Грин Гулли': 4, 'Гейдельберг Юнайтед': 1}"
5,2,АЗЕРБАЙДЖАН: Премьер-лига,Sabah Baku - Карабах,"{'SABAH BAKU': 3, 'КАРАБАХ': 6}",23.02.2019 14:30,https://www.myscore.com.ua/match/MLRXmwx9/#match-summary,Yes,Карабах,1,"{'Sabah Baku': 0, 'Карабах': 1}","{'Sabah Baku': 0, 'Карабах': 1}"
6,2,АНГЛИЯ: Чемпионшип,Брентфорд - Халл,"{'БРЕНТФОРД': 7, 'ХАЛЛ': 7}",23.02.2019 17:00,https://www.myscore.com.ua/match/WrgNNzee/#match-summary,Yes,Брентфорд,6,"{'Брентфорд': 3, 'Халл': 1}","{'Брентфорд': 5, 'Халл': 1}"
7,2,АНГЛИЯ: Чемпионшип,Лидс - Болтон,"{'ЛИДС': 4, 'БОЛТОН': 1}",23.02.2019 17:00,https://www.myscore.com.ua/match/Q5hRMfA1/#match-summary,Yes,Лидс,3,"{'Лидс': 1, 'Болтон': 1}","{'Лидс': 2, 'Болтон': 1}"
8,2,АНГЛИЯ: Чемпионшип,Мидлсбро - КПР,"{'МИДЛСБРО': 3, 'КПР': 4}",23.02.2019 17:00,https://www.myscore.com.ua/match/xtdVLEP7/#match-summary,Yes,Мидлсбро,2,"{'Мидлсбро': 2, 'КПР': 0}","{'Мидлсбро': 2, 'КПР': 0}"
9,2,АНГЛИЯ: Чемпионшип,Норвич - Бристоль Сити,"{'НОРВИЧ': 6, 'БРИСТОЛЬ СИТИ': 2}",23.02.2019 17:00,https://www.myscore.com.ua/match/IyZHqIHE/#match-summary,Yes,Норвич,5,"{'Норвич': 1, 'Бристоль Сити': 2}","{'Норвич': 3, 'Бристоль Сити': 2}"
