id,team,point,link,result in all time
1,Борнмут - Ньюкасл Юнайтед,1.92,https://www.myscore.com.ua/match/EVMKD1AN/#match-summary
2,Вулверхэмптон - Арсенал,2.12,https://www.myscore.com.ua/match/f3cgS0PG/#match-summary
3,Штутгарт - Хоффенхайм,1.88,https://www.myscore.com.ua/match/j5FTvFBl/#match-summary
4,Мельбурн Виктори - Брисбен Роар,1.94,https://www.myscore.com.ua/match/lvWYe5cc/#match-summary
5,Брентфорд - Вест Бромвич,3.41,https://www.myscore.com.ua/match/2qsM1Bfc/#match-summary
6,Йовил - Маклсфилд,1.18,https://www.myscore.com.ua/match/I1he8wvm/#match-summary
7,Форест Грин - Карлайл Юнайтед,2.42,https://www.myscore.com.ua/match/Q3PGGJG0/#match-summary
8,ЦСКА София - Берое,4.95,https://www.myscore.com.ua/match/Y1tDokmO/#match-summary
9,Ваккер Бургхаузен - Аугсбург II,1.83,https://www.myscore.com.ua/match/8bXwJqdO/#match-summary
10,Гуанчжоу Фули U19 - Китчи,4.57,https://www.myscore.com.ua/match/CIlEiGSr/#match-summary
11,Саутерн Дистрикт - Dreams,2.05,https://www.myscore.com.ua/match/6ulIjzrk/#match-summary
12,Беневенто - Специя,2.65,https://www.myscore.com.ua/match/McXO1Rd8/#match-summary
13,Каррарезе - Ареццо,2.89,https://www.myscore.com.ua/match/EToTQ2KI/#match-summary
14,Аль-Сайлия - Аль-Садд,5.16,https://www.myscore.com.ua/match/Ac6KLG7N/#match-summary
16,Йонг Спарта Роттердам - Козаккен Бойс,2.19,https://www.myscore.com.ua/match/Of5bDgxg/#match-summary
17,РОВ Рыбник - Старгард-Щециньски,1.24,https://www.myscore.com.ua/match/jck3Aeu6/#match-summary
18,Академика - Брага (Б),1.69,https://www.myscore.com.ua/match/p0pX5S3r/#match-summary
19,Урал U21 - ЦСКА U21,9.28,https://www.myscore.com.ua/match/AJuKimRh/#match-summary
20,Спартак Москва U21 - Зенит U21,3.72,https://www.myscore.com.ua/match/6oZSkRe5/#match-summary
21,Аль-Вехда - Аль-Наср Рияд,2.92,https://www.myscore.com.ua/match/Cb6FGtfN/#match-summary
22,Ардс - Уорренпоинт,1.28,https://www.myscore.com.ua/match/b3rwTMLi/#match-summary
23,Баллимина - Гленторан,3.18,https://www.myscore.com.ua/match/hvctStyb/#match-summary
24,Гленавон - Данганнон,2.16,https://www.myscore.com.ua/match/EgokQK5A/#match-summary
25,Баллинамаллард - Харланд энд Вульф,2.11,https://www.myscore.com.ua/match/fVJc7x5R/#match-summary
26,Кнокбреда - ПСНИ,1.29,https://www.myscore.com.ua/match/6VKPR3nB/#match-summary
28,Интер Братислава - Бардеёв,2.3,https://www.myscore.com.ua/match/QTAVzrOf/#match-summary
29,Спарта Прага - Сигма,3.71,https://www.myscore.com.ua/match/jyj0kaZM/#match-summary
30,Унион Эспаньола - Уачипато,0.83,https://www.myscore.com.ua/match/QRXVlZQm/#match-summary
31,Фолкирк - Партик,1.12,https://www.myscore.com.ua/match/xrZA3ZyA/#match-summary
32,Дамбартон - Эйрдрионианс,2.11,https://www.myscore.com.ua/match/Ao4v9PlT/#match-summary
33,Стенхаузмур - Странрар,1.38,https://www.myscore.com.ua/match/UVpB33Cj/#match-summary
34,Форфар - Райт Роверс,2.79,https://www.myscore.com.ua/match/GSt74qcp/#match-summary
35,Клайд - Стерлинг,2.31,https://www.myscore.com.ua/match/C4siEl1k/#match-summary
36,Шкендия 79 - Работнички,3.6,https://www.myscore.com.ua/match/KGPfyQeT/#match-summary
