id,team,point,link,result in all time
1,Сан-Марино - Шотландия,1.25,https://www.myscore.com.ua/match/29vEPeVK/#match-summary
2,Американо - Ботафого,1.48,https://www.myscore.com.ua/match/bZf7NQdq/#match-summary
3,Потсдам (Ж) - Вердер (Ж),4.64,https://www.myscore.com.ua/match/CUQmIBWs/#match-summary
4,Кёге - Хвидори,3.31,https://www.myscore.com.ua/match/6TJ8MABB/#match-summary
5,Роскильде - Систед,3.52,https://www.myscore.com.ua/match/GvRePCRh/#match-summary
