id,strategy,country,team,point,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
0,2,ЕВРОПА: Лига Европы - Плей-офф,Арсенал - БАТЭ,"{'АРСЕНАЛ': 7, 'БАТЭ': 5}",21.02.2019 19:55,https://www.myscore.com.ua/match/Q1pba7VL/#match-summary,Yes,Арсенал,2,"{'Арсенал': 1, 'БАТЭ': 0}","{'Арсенал': 2, 'БАТЭ': 0}"
1,2,ЕВРОПА: Лига Европы - Плей-офф,Бенфика - Галатасарай,"{'БЕНФИКА': 9, 'ГАЛАТАСАРАЙ': 6}",21.02.2019 22:00,https://www.myscore.com.ua/match/xxl2bRpS/#match-summary,No,0,0,"{'Бенфика': 0, 'Галатасарай': 0}","{'Бенфика': 0, 'Галатасарай': 0}"
2,2,АНГЛИЯ: Кубок Премьер,Эксетер Сити U23 - Лестер U23,"{'ЭКСЕТЕР СИТИ U23': 4, 'ЛЕСТЕР U23': 5}",21.02.2019 21:00,https://www.myscore.com.ua/match/tEQWb6jF/#match-summary,Yes,Лестер U23,2,"{'Эксетер Сити U23': 0, 'Лестер U23': 1}","{'Эксетер Сити U23': 1, 'Лестер U23': 1}"
3,2,АНГЛИЯ: Women’s Championship,Кристал Пэлас (Ж) - Льюиз (Ж),"{'КРИСТАЛ ПЭЛАС (Ж)': 6, 'ЛЬЮИЗ (Ж)': 2}",21.02.2019 22:00,https://www.myscore.com.ua/match/Sdcy92r8/#match-summary,Yes,Льюиз (Ж),3,"{'Кристал Пэлас (Ж)': 0, 'Льюиз (Ж)': 1}","{'Кристал Пэлас (Ж)': 0, 'Льюиз (Ж)': 3}"
4,2,БОЛГАРИЯ: Первая лига,Берое - Этыр,"{'БЕРОЕ': 6, 'ЭТЫР': 7}",21.02.2019 17:30,https://www.myscore.com.ua/match/U7I2q5L8/#match-summary,Yes,Берое,1,"{'Берое': 1, 'Этыр': 0}","{'Берое': 1, 'Этыр': 0}"
5,2,ВЬЕТНАМ: Лига V,Тханьхоа - Биньзыонг,"{'ТХАНЬХОА': 9, 'БИНЬЗЫОНГ': 5}",21.02.2019 12:00,https://www.myscore.com.ua/match/0r3rGL7U/#match-summary,Yes,Тханьхоа,2,"{'Тханьхоа': 1, 'Биньзыонг': 0}","{'Тханьхоа': 1, 'Биньзыонг': 1}"
6,2,ИНДОНЕЗИЯ: Piala Indonesia,Сривиджая - Мадура Юнайтед,"{'СРИВИДЖАЯ': 6, 'МАДУРА ЮНАЙТЕД': 5}",21.02.2019 10:00,https://www.myscore.com.ua/match/88dZPILU/#match-summary,Yes,Мадура Юнайтед,3,"{'Сривиджая': 0, 'Мадура Юнайтед': 1}","{'Сривиджая': 1, 'Мадура Юнайтед': 2}"
7,2,КОЛУМБИЯ: Примера - Апертура,Толима - Хуниор,"{'ТОЛИМА': 4, 'ХУНИОР': 4}",21.02.2019 03:00,https://www.myscore.com.ua/match/KCkYe0hQ/#match-summary,Yes,Хуниор,3,"{'Толима': 0, 'Хуниор': 1}","{'Толима': 1, 'Хуниор': 2}"
8,2,МЕКСИКА: Кубок Мексики - Клаусура,Хуарес - Пуэбла,"{'ХУАРЕС': 4, 'ПУЭБЛА': 7}",21.02.2019 03:00,https://www.myscore.com.ua/match/8hYGsGGe/#match-summary,Yes,Хуарес,2,"{'Хуарес': 1, 'Пуэбла': 0}","{'Хуарес': 1, 'Пуэбла': 1}"
9,2,МЕКСИКА: Кубок Мексики - Клаусура,Дорадос де Синалоа - Керетаро,"{'ДОРАДОС ДЕ СИНАЛОА': 4, 'КЕРЕТАРО': 5}",21.02.2019 05:00,https://www.myscore.com.ua/match/nywd5J82/#match-summary,Yes,Дорадос де Синалоа,2,"{'Дорадос де Синалоа': 1, 'Керетаро': 1}","{'Дорадос де Синалоа': 1, 'Керетаро': 1}"
10,2,СЕВЕРНАЯ И ЦЕНТРАЛЬНАЯ АМЕРИКА: Лига чемпионов КОНКАКАФ,Марафон - Сантос Лагуна,"{'МАРАФОН': 7, 'САНТОС ЛАГУНА': 4}",21.02.2019 03:00,https://www.myscore.com.ua/match/xj3KsZuL/#match-summary,Yes,Сантос Лагуна,8,"{'Марафон': 0, 'Сантос Лагуна': 3}","{'Марафон': 2, 'Сантос Лагуна': 6}"
11,2,ЮЖНАЯ АМЕРИКА: Кубок Либертадорес - Квалификация,Дефенсор Спортинг (Уру) - Атлетико Минейро (Бра),"{'ДЕФЕНСОР СПОРТИНГ': 5, 'АТЛЕТИКО МИНЕЙРО': 7}",21.02.2019 02:30,https://www.myscore.com.ua/match/A7qU5pMh/#match-summary,Yes,Атлетико Минейро (Бра),2,"{'Дефенсор Спортинг (Уру)': 0, 'Атлетико Минейро (Бра)': 1}","{'Дефенсор Спортинг (Уру)': 0, 'Атлетико Минейро (Бра)': 2}"
