id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
27,ПЕРУ: Liga 1 - Апертура,Сесар Вальехо - Аякучо,"{'СЕСАР ВАЛЬЕХО': 4, 'АЯКУЧО': 6}","{'СЕСАР ВАЛЬЕХО': 1.42, 'АЯКУЧО': 3.5}",14.04.2019 04:00,https://www.myscore.com.ua/match/fHY3su02/#match-summary,Yes,Сесар Вальехо,3,"{'Сесар Вальехо': 1, 'Аякучо': 1}","{'Сесар Вальехо': 1, 'Аякучо': 1}"
28,ПОРТУГАЛИЯ: Сегунда,Лейшойнш - Мафра,"{'ЛЕЙШОЙНШ': 6, 'МАФРА': 6}","{'ЛЕЙШОЙНШ': 0.25, 'МАФРА': 1.1}",14.04.2019 18:00,https://www.myscore.com.ua/match/ru01a34N/#match-summary,No,0,1,"{'Лейшойнш': 0, 'Мафра': 0}","{'Лейшойнш': 1, 'Мафра': 0}"
29,РОССИЯ: Премьер-лига,Зенит - Анжи,"{'ЗЕНИТ': 5, 'АНЖИ': 5}","{'ЗЕНИТ': 0.4, 'АНЖИ': 0.62}",14.04.2019 16:30,https://www.myscore.com.ua/match/I5nYPqbH/#match-summary,Yes,Зенит,5,"{'Зенит': 2, 'Анжи': 0}","{'Зенит': 5, 'Анжи': 0}"
30,РОССИЯ: ПФЛ - Второй дивизион - Урал-Приволжье,Носта - Сызрань-2003,"{'НОСТА': 5, 'СЫЗРАНЬ-2003': 5}","{'НОСТА': 0.25, 'СЫЗРАНЬ-2003': 0.23}",14.04.2019 14:00,https://www.myscore.com.ua/match/tAAy1HmK/#match-summary,Yes,Носта,1,"{'Носта': 1, 'Сызрань-2003': 0}","{'Носта': 1, 'Сызрань-2003': 0}"
31,СЛОВАКИЯ: Первая лига - Чемпионшип - плей-офф,Жилина - Слован Братислава,"{'ЖИЛИНА': 7, 'СЛОВАН БРАТИСЛАВА': 7}","{'ЖИЛИНА': 0.83, 'СЛОВАН БРАТИСЛАВА': 1.5}",14.04.2019 16:00,https://www.myscore.com.ua/match/KfC425yL/#match-summary,Yes,Слован Братислава,3,"{'Жилина': 0, 'Слован Братислава': 2}","{'Жилина': 0, 'Слован Братислава': 3}"
32,США: МЛС,Реал Солт-Лейк - Орландо Сити,"{'РЕАЛ СОЛТ-ЛЕЙК': 6, 'ОРЛАНДО СИТИ': 3}","{'РЕАЛ СОЛТ-ЛЕЙК': 0.75, 'ОРЛАНДО СИТИ': 0.62}",14.04.2019 04:00,https://www.myscore.com.ua/match/6JbUPOlO/#match-summary,Yes,Реал Солт-Лейк,3,"{'Реал Солт-Лейк': 1, 'Орландо Сити': 0}","{'Реал Солт-Лейк': 2, 'Орландо Сити': 1}"
33,США: USL Championship,Шарлотт Индепенд. - Нью-Йорк 2,"{'ШАРЛОТТ ИНДЕПЕНД.': 6, 'НЬЮ-ЙОРК 2': 8}","{'ШАРЛОТТ ИНДЕПЕНД.': 0.88, 'НЬЮ-ЙОРК 2': 1.92}",14.04.2019 02:00,https://www.myscore.com.ua/match/QR9hcW7k/#match-summary,Yes,Шарлотт Индепенд.,3,"{'Шарлотт Индепенд.': 1, 'Нью-Йорк 2': 2}","{'Шарлотт Индепенд.': 1, 'Нью-Йорк 2': 2}"
34,США: USL Championship,Портленд 2 - Сакраменто Репаблик,"{'ПОРТЛЕНД 2': 4, 'САКРАМЕНТО РЕПАБЛИК': 4}","{'ПОРТЛЕНД 2': 2.5, 'САКРАМЕНТО РЕПАБЛИК': 1.06}",14.04.2019 03:00,https://www.myscore.com.ua/match/AwOv9T61/#match-summary,Yes,Портленд 2,1,"{'Портленд 2': 1, 'Сакраменто Репаблик': 0}","{'Портленд 2': 1, 'Сакраменто Репаблик': 0}"
36,ЧЕХИЯ: Первая лига,Славия Прага - Спарта Прага,"{'СЛАВИЯ ПРАГА': 8, 'СПАРТА ПРАГА': 4}","{'СЛАВИЯ ПРАГА': 0.62, 'СПАРТА ПРАГА': 1.29}",14.04.2019 19:00,https://www.myscore.com.ua/match/UNhKBnnf/#match-summary,Yes,Славия Прага,2,"{'Славия Прага': 1, 'Спарта Прага': 0}","{'Славия Прага': 1, 'Спарта Прага': 1}"
37,ШВЕЙЦАРИЯ: Суперлига,Цюрих - Янг Бойз,"{'ЦЮРИХ': 4, 'ЯНГ БОЙЗ': 4}","{'ЦЮРИХ': 0.83, 'ЯНГ БОЙЗ': 1.0}",14.04.2019 17:00,https://www.myscore.com.ua/match/bBzhlDH8/#match-summary,No,0,1,"{'Цюрих': 0, 'Янг Бойз': 0}","{'Цюрих': 0, 'Янг Бойз': 1}"
