id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,ГЕРМАНИЯ: Бундеслига,Хоффенхайм - Герта,"{'ХОФФЕНХАЙМ': 9, 'ГЕРТА': 6}","{'ХОФФЕНХАЙМ': 1.25, 'ГЕРТА': 1.89}",14.04.2019 14:30,https://www.myscore.com.ua/match/tzC20mvP/#match-summary,Yes,Хоффенхайм,2,"{'Хоффенхайм': 1, 'Герта': 0}","{'Хоффенхайм': 2, 'Герта': 0}"
2,ФРАНЦИЯ: Первая лига,Ренн - Ницца,"{'РЕНН': 6, 'НИЦЦА': 4}","{'РЕНН': 4.5, 'НИЦЦА': 0.56}",14.04.2019 16:00,https://www.myscore.com.ua/match/W0GvxBfN/#match-summary,No,0,0,"{'Ренн': 0, 'Ницца': 0}","{'Ренн': 0, 'Ницца': 0}"
3,АВСТРАЛИЯ: Лига А,Мельбурн Виктори - Централ Кост Маринерс,"{'МЕЛЬБУРН ВИКТОРИ': 4, 'ЦЕНТРАЛ КОСТ МАРИНЕРС': 4}","{'МЕЛЬБУРН ВИКТОРИ': 0.57, 'ЦЕНТРАЛ КОСТ МАРИНЕРС': 1.38}",14.04.2019 10:00,https://www.myscore.com.ua/match/hxxY40tS/#match-summary,Yes,Мельбурн Виктори,3,"{'Мельбурн Виктори': 1, 'Централ Кост Маринерс': 0}","{'Мельбурн Виктори': 2, 'Централ Кост Маринерс': 1}"
4,БЕЛЬГИЯ: Вторая лига - Понижение (плей-офф),Хеверли Лувен - КСВ Руселаре,"{'ХЕВЕРЛИ ЛУВЕН': 5, 'КСВ РУСЕЛАРЕ': 4}","{'ХЕВЕРЛИ ЛУВЕН': 0.88, 'КСВ РУСЕЛАРЕ': 0.4}",14.04.2019 21:00,https://www.myscore.com.ua/match/dUOGOXG8/#match-summary,Yes,Хеверли Лувен,3,"{'Хеверли Лувен': 2, 'КСВ Руселаре': 0}","{'Хеверли Лувен': 3, 'КСВ Руселаре': 0}"
5,БОЛИВИЯ: Division Profesional - Апертура,Стронгест - Ориенте Петролеро,"{'СТРОНГЕСТ': 6, 'ОРИЕНТЕ ПЕТРОЛЕРО': 5}","{'СТРОНГЕСТ': 1.56, 'ОРИЕНТЕ ПЕТРОЛЕРО': 1.37}",14.04.2019 22:00,https://www.myscore.com.ua/match/QuVRaQl7/#match-summary,Yes,Стронгест,4,"{'Стронгест': 1, 'Ориенте Петролеро': 0}","{'Стронгест': 4, 'Ориенте Петролеро': 0}"
6,ГЕРМАНИЯ: Северная региональная лига,Ольденбург - Гамбург II,"{'ОЛЬДЕНБУРГ': 3, 'ГАМБУРГ II': 7}","{'ОЛЬДЕНБУРГ': 0.38, 'ГАМБУРГ II': 0.52}",14.04.2019 16:00,https://www.myscore.com.ua/match/48LAKJRB/#match-summary,Yes,Гамбург II,1,"{'Ольденбург': 0, 'Гамбург II': 1}","{'Ольденбург': 0, 'Гамбург II': 1}"
7,ГЕРМАНИЯ: Женская Бундеслига,Фрайбург (Ж) - Потсдам (Ж),"{'ФРАЙБУРГ (Ж)': 9, 'ПОТСДАМ (Ж)': 6}","{'ФРАЙБУРГ (Ж)': 1.33, 'ПОТСДАМ (Ж)': 2.07}",14.04.2019 14:00,https://www.myscore.com.ua/match/UXNtfs0b/#match-summary,No,0,3,"{'Фрайбург (Ж)': 0, 'Потсдам (Ж)': 0}","{'Фрайбург (Ж)': 1, 'Потсдам (Ж)': 2}"
8,ГИБРАЛТАР: Премьер-Дивизион,Глэдс Юнайтед - Гибралтар Феникс,"{'ГЛЭДС ЮНАЙТЕД': 4, 'ГИБРАЛТАР ФЕНИКС': 4}","{'ГЛЭДС ЮНАЙТЕД': 1.56, 'ГИБРАЛТАР ФЕНИКС': 0.25}",14.04.2019 17:00,https://www.myscore.com.ua/match/zD7dk4q1/#match-summary,No,0,2,"{'Глэдс Юнайтед': 0, 'Гибралтар Феникс': 0}","{'Глэдс Юнайтед': 1, 'Гибралтар Феникс': 1}"
9,ДАНИЯ: Суперлига - Чемпионшип - плей-офф,Брённбю - Копенгаген,"{'БРЁННБЮ': 7, 'КОПЕНГАГЕН': 7}","{'БРЁННБЮ': 1.3, 'КОПЕНГАГЕН': 0.78}",14.04.2019 17:00,https://www.myscore.com.ua/match/praSaxit/#match-summary,Yes,Брённбю,3,"{'Брённбю': 1, 'Копенгаген': 1}","{'Брённбю': 1, 'Копенгаген': 2}"
10,ИТАЛИЯ: Серия В,Специя - Асколи,"{'СПЕЦИЯ': 4, 'АСКОЛИ': 8}","{'СПЕЦИЯ': 0.83, 'АСКОЛИ': 1.83}",14.04.2019 16:00,https://www.myscore.com.ua/match/URIyGHHI/#match-summary,Yes,Асколи,5,"{'Специя': 0, 'Асколи': 2}","{'Специя': 3, 'Асколи': 2}"
11,ИТАЛИЯ: Серия C - Группа A,Ареццо - Про Пьяченца,"{'АРЕЦЦО': 7, 'ПРО ПЬЯЧЕНЦА': 0}","{'АРЕЦЦО': 1.33, 'ПРО ПЬЯЧЕНЦА': 1.5}",14.04.2019 17:30,https://www.myscore.com.ua/match/4xyEj7gl/#match-summary,No,0,0,"{'Ареццо': 0, 'Про Пьяченца': 0}","{'Ареццо': 0, 'Про Пьяченца': 0}"
12,КИТАЙ: Суперлига,Шаньдун Лунэн - Далянь Ифан,"{'ШАНЬДУН ЛУНЭН': 7, 'ДАЛЯНЬ ИФАН': 5}","{'ШАНЬДУН ЛУНЭН': 0.75, 'ДАЛЯНЬ ИФАН': 0.6}",14.04.2019 12:30,https://www.myscore.com.ua/match/6BtbQpNo/#match-summary,Yes,Далянь Ифан,1,"{'Шаньдун Лунэн': 0, 'Далянь Ифан': 1}","{'Шаньдун Лунэн': 0, 'Далянь Ифан': 1}"
13,КОСТА-РИКА: Высший дивизион - Клаусура,Сантос де Гуапилес - Эредиано,"{'САНТОС ДЕ ГУАПИЛЕС': 8, 'ЭРЕДИАНО': 8}","{'САНТОС ДЕ ГУАПИЛЕС': 2.5, 'ЭРЕДИАНО': 1.38}",14.04.2019 03:00,https://www.myscore.com.ua/match/GYesjs9i/#match-summary,No,0,2,"{'Сантос де Гуапилес': 0, 'Эредиано': 0}","{'Сантос де Гуапилес': 1, 'Эредиано': 1}"
14,КОСТА-РИКА: Высший дивизион - Клаусура,Саприсса - Ю.К.Р.,"{'САПРИССА': 4, 'Ю.К.Р.': 6}","{'САПРИССА': 5.17, 'Ю.К.Р.': 3.12}",14.04.2019 05:00,https://www.myscore.com.ua/match/p08PXagN/#match-summary,Yes,Саприсса,3,"{'Саприсса': 3, 'Ю.К.Р.': 0}","{'Саприсса': 3, 'Ю.К.Р.': 0}"
15,КОСТА-РИКА: Высший дивизион - Клаусура,Кармелита - Алахуэленсе,"{'КАРМЕЛИТА': 3, 'АЛАХУЭЛЕНСЕ': 4}","{'КАРМЕЛИТА': 3.12, 'АЛАХУЭЛЕНСЕ': 2.17}",14.04.2019 22:30,https://www.myscore.com.ua/match/jw9LYuvH/#match-summary,Yes,Алахуэленсе,2,"{'Кармелита': 0, 'Алахуэленсе': 1}","{'Кармелита': 1, 'Алахуэленсе': 1}"
17,ЛАТВИЯ: Optibet Virsliga,Метта/ЛУ - Спартакс,"{'МЕТТА/ЛУ': 5, 'СПАРТАКС': 4}","{'МЕТТА/ЛУ': 0.82, 'СПАРТАКС': 1.33}",14.04.2019 14:00,https://www.myscore.com.ua/match/f7DQozwq/#match-summary,Yes,Метта/ЛУ,3,"{'Метта/ЛУ': 2, 'Спартакс': 0}","{'Метта/ЛУ': 3, 'Спартакс': 0}"
18,ЛАТВИЯ: Optibet Virsliga,Валмиера - Лиепая,"{'ВАЛМИЕРА': 4, 'ЛИЕПАЯ': 5}","{'ВАЛМИЕРА': 0.17, 'ЛИЕПАЯ': 1.17}",14.04.2019 16:00,https://www.myscore.com.ua/match/jZ6ZqE7e/#match-summary,Yes,Валмиера,1,"{'Валмиера': 1, 'Лиепая': 0}","{'Валмиера': 1, 'Лиепая': 0}"
19,ЛЮКСЕМБУРГ: Национальный дивизион,Хостерт - Женесс,"{'ХОСТЕРТ': 1, 'ЖЕНЕСС': 5}","{'ХОСТЕРТ': 0.29, 'ЖЕНЕСС': 1.12}",14.04.2019 17:00,https://www.myscore.com.ua/match/IchOEdlL/#match-summary,No,0,5,"{'Хостерт': 0, 'Женесс': 0}","{'Хостерт': 2, 'Женесс': 2}"
20,МАЛЬТА: Премьер-лига,Сент Эндрюс - Валлетта,"{'СЕНТ ЭНДРЮС': 2, 'ВАЛЛЕТТА': 6}","{'СЕНТ ЭНДРЮС': 5.0, 'ВАЛЛЕТТА': 2.0}",14.04.2019 19:00,https://www.myscore.com.ua/match/OGfui1R6/#match-summary,No,0,3,"{'Сент Эндрюс': 0, 'Валлетта': 0}","{'Сент Эндрюс': 0, 'Валлетта': 3}"
21,МЕКСИКА: Высший дивизион - Клаусура,Пумас - Тихуана,"{'ПУМАС': 4, 'ТИХУАНА': 3}","{'ПУМАС': 2.75, 'ТИХУАНА': 3.5}",14.04.2019 20:00,https://www.myscore.com.ua/match/jyYqt03m/#match-summary,No,0,1,"{'Пумас': 0, 'Тихуана': 0}","{'Пумас': 1, 'Тихуана': 0}"
22,НИДЕРЛАНДЫ: Высшая лига,ПСВ - Графсхап,"{'ПСВ': 5, 'ГРАФСХАП': 5}","{'ПСВ': 1.2, 'ГРАФСХАП': 4.1}",14.04.2019 13:15,https://www.myscore.com.ua/match/U91LHDl6/#match-summary,Yes,Графсхап,3,"{'ПСВ': 0, 'Графсхап': 1}","{'ПСВ': 2, 'Графсхап': 1}"
23,НИКАРАГУА: Примера - Клаусура,Хувентус Манагуа - ФК Манагуа,"{'ХУВЕНТУС МАНАГУА': 7, 'ФК МАНАГУА': 5}","{'ХУВЕНТУС МАНАГУА': 0.95, 'ФК МАНАГУА': 1.0}",14.04.2019 01:00,https://www.myscore.com.ua/match/G4p66kTK/#match-summary,Yes,Хувентус Манагуа,5,"{'Хувентус Манагуа': 2, 'ФК Манагуа': 1}","{'Хувентус Манагуа': 2, 'ФК Манагуа': 3}"
24,НОРВЕГИЯ: Высшая лига,Будё/Глимт - Мольде,"{'БУДЁ/ГЛИМТ': 9, 'МОЛЬДЕ': 8}","{'БУДЁ/ГЛИМТ': 1.75, 'МОЛЬДЕ': 1.18}",14.04.2019 19:00,https://www.myscore.com.ua/match/rRpxbmEj/#match-summary,Yes,Будё/Глимт,4,"{'Будё/Глимт': 2, 'Мольде': 0}","{'Будё/Глимт': 2, 'Мольде': 2}"
25,НОРВЕГИЯ: Высшая лига,Сарпсборг 08 - Лиллестрём,"{'САРПСБОРГ 08': 4, 'ЛИЛЛЕСТРЁМ': 7}","{'САРПСБОРГ 08': 1.4, 'ЛИЛЛЕСТРЁМ': 1.08}",14.04.2019 19:00,https://www.myscore.com.ua/match/nea639jT/#match-summary,Yes,Сарпсборг 08,1,"{'Сарпсборг 08': 1, 'Лиллестрём': 0}","{'Сарпсборг 08': 1, 'Лиллестрём': 0}"
26,НОРВЕГИЯ: Высшая лига,Волеренга - Тромсё,"{'ВОЛЕРЕНГА': 6, 'ТРОМСЁ': 5}","{'ВОЛЕРЕНГА': 0.6, 'ТРОМСЁ': 1.6}",14.04.2019 21:00,https://www.myscore.com.ua/match/8K4GLj6c/#match-summary,Yes,Волеренга,3,"{'Волеренга': 1, 'Тромсё': 0}","{'Волеренга': 3, 'Тромсё': 0}"
