id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,АНГЛИЯ: Премьер-лига,Тоттенхэм - Арсенал,"{'ТОТТЕНХЭМ': 1, 'АРСЕНАЛ': 7}","{'ТОТТЕНХЭМ': 2.25, 'АРСЕНАЛ': 2.5}",02.03.2019 14:30,https://www.myscore.com.ua/match/dWTSFWZg/#match-summary,Yes,Арсенал,2,"{'Тоттенхэм': 0, 'Арсенал': 1}","{'Тоттенхэм': 1, 'Арсенал': 1}"
2,АНГЛИЯ: Премьер-лига,Борнмут - Манчестер Сити,"{'БОРНМУТ': 4, 'МАНЧЕСТЕР СИТИ': 7}","{'БОРНМУТ': 10.25, 'МАНЧЕСТЕР СИТИ': 4.5}",02.03.2019 17:00,https://www.myscore.com.ua/match/Qkp9aBkD/#match-summary,No,0,1,"{'Борнмут': 0, 'Манчестер Сити': 0}","{'Борнмут': 0, 'Манчестер Сити': 1}"
3,АНГЛИЯ: Премьер-лига,Вест Хэм - Ньюкасл Юнайтед,"{'ВЕСТ ХЭМ': 4, 'НЬЮКАСЛ ЮНАЙТЕД': 5}","{'ВЕСТ ХЭМ': 3.0, 'НЬЮКАСЛ ЮНАЙТЕД': 1.0}",02.03.2019 19:30,https://www.myscore.com.ua/match/4dXzEA46/#match-summary,Yes,Вест Хэм,2,"{'Вест Хэм': 2, 'Ньюкасл Юнайтед': 0}","{'Вест Хэм': 2, 'Ньюкасл Юнайтед': 0}"
4,АВСТРИЯ: Бундеслига,Санкт-Пёльтен - Рапид,"{'САНКТ-ПЁЛЬТЕН': 4, 'РАПИД': 6}","{'САНКТ-ПЁЛЬТЕН': 2.8, 'РАПИД': 3.5}",02.03.2019 18:00,https://www.myscore.com.ua/match/Egaekyos/#match-summary,Yes,Рапид,4,"{'Санкт-Пёльтен': 0, 'Рапид': 1}","{'Санкт-Пёльтен': 0, 'Рапид': 4}"
5,АНГЛИЯ: Чемпионшип,Брентфорд - КПР,"{'БРЕНТФОРД': 7, 'КПР': 3}","{'БРЕНТФОРД': 1.5, 'КПР': 2.0}",02.03.2019 17:00,https://www.myscore.com.ua/match/YR93MoGI/#match-summary,No,0,3,"{'Брентфорд': 0, 'КПР': 0}","{'Брентфорд': 2, 'КПР': 0}"
6,АНГЛИЯ: Чемпионшип,Суонси - Болтон,"{'СУОНСИ': 4, 'БОЛТОН': 2}","{'СУОНСИ': 0.83, 'БОЛТОН': 2.25}",02.03.2019 17:00,https://www.myscore.com.ua/match/d2UrUizI/#match-summary,No,0,2,"{'Суонси': 0, 'Болтон': 0}","{'Суонси': 1, 'Болтон': 0}"
7,АНГЛИЯ: Чемпионшип,Халл - Бирмингем,"{'ХАЛЛ': 7, 'БИРМИНГЕМ': 6}","{'ХАЛЛ': 1.33, 'БИРМИНГЕМ': 1.67}",02.03.2019 17:00,https://www.myscore.com.ua/match/CI87L5VO/#match-summary,Yes,Халл,2,"{'Халл': 1, 'Бирмингем': 0}","{'Халл': 2, 'Бирмингем': 0}"
8,АНГЛИЯ: Вторая лига,Бьюри - Маклсфилд,"{'БЬЮРИ': 4, 'МАКЛСФИЛД': 10}","{'БЬЮРИ': 0.38, 'МАКЛСФИЛД': 1.07}",02.03.2019 17:00,https://www.myscore.com.ua/match/r5NT0GKo/#match-summary,Yes,Бьюри,3,"{'Бьюри': 1, 'Маклсфилд': 0}","{'Бьюри': 2, 'Маклсфилд': 0}"
9,БЕЛЬГИЯ: Высшая лига,Остенде - Васланд-Беверен,"{'ОСТЕНДЕ': 6, 'ВАСЛАНД-БЕВЕРЕН': 6}","{'ОСТЕНДЕ': 0.5, 'ВАСЛАНД-БЕВЕРЕН': 0.5}",02.03.2019 21:00,https://www.myscore.com.ua/match/KrYoOb49/#match-summary,No,0,1,"{'Остенде': 0, 'Васланд-Беверен': 0}","{'Остенде': 1, 'Васланд-Беверен': 0}"
10,БЕЛЬГИЯ: Высшая лига,Брюгге - Синт-Трёйден,"{'БРЮГГЕ': 3, 'СИНТ-ТРЁЙДЕН': 8}","{'БРЮГГЕ': 1.8, 'СИНТ-ТРЁЙДЕН': 0.62}",02.03.2019 21:30,https://www.myscore.com.ua/match/WMee1ycd/#match-summary,No,0,1,"{'Брюгге': 0, 'Синт-Трёйден': 0}","{'Брюгге': 1, 'Синт-Трёйден': 0}"
11,БОЛГАРИЯ: Первая лига,Локомотив Пловдив - Берое,"{'ЛОКОМОТИВ ПЛОВДИВ': 4, 'БЕРОЕ': 7}","{'ЛОКОМОТИВ ПЛОВДИВ': 3.5, 'БЕРОЕ': 1.25}",02.03.2019 15:00,https://www.myscore.com.ua/match/rgPIyEJa/#match-summary,Yes,Локомотив Пловдив,5,"{'Локомотив Пловдив': 2, 'Берое': 1}","{'Локомотив Пловдив': 4, 'Берое': 1}"
13,БРАЗИЛИЯ: Чемпионат Кариока - Така Рио,Васко да Гама - Боавишта,"{'ВАСКО ДА ГАМА': 7, 'БОАВИШТА': 2}","{'ВАСКО ДА ГАМА': 1.75, 'БОАВИШТА': 5}",02.03.2019 21:30,https://www.myscore.com.ua/match/CxcZEaSa/#match-summary,Yes,Васко да Гама,2,"{'Васко да Гама': 1, 'Боавишта': 0}","{'Васко да Гама': 2, 'Боавишта': 0}"
14,ВЬЕТНАМ: Лига V,Куангнам - Ha Noi FC,"{'КУАНГНАМ': 5, 'HA NOI FC': 4}","{'КУАНГНАМ': 11.5, 'HA NOI FC': 3.0}",02.03.2019 12:00,https://www.myscore.com.ua/match/tKwSP9Xh/#match-summary,No,0,2,"{'Куангнам': 0, 'Ha Noi FC': 0}","{'Куангнам': 1, 'Ha Noi FC': 1}"
15,ВЬЕТНАМ: Лига V,Куангнинь - Сонглам Нгеан,"{'КУАНГНИНЬ': 5, 'СОНГЛАМ НГЕАН': 7}","{'КУАНГНИНЬ': 6.12, 'СОНГЛАМ НГЕАН': 0.75}",02.03.2019 12:00,https://www.myscore.com.ua/match/SGZNQkIn/#match-summary,No,0,0,"{'Куангнинь': 0, 'Сонглам Нгеан': 0}","{'Куангнинь': 0, 'Сонглам Нгеан': 0}"
16,ГЕРМАНИЯ: Северная региональная лига,Еддело - Эгесторф-Лангредер,"{'ЕДДЕЛО': 5, 'ЭГЕСТОРФ-ЛАНГРЕДЕР': 3}","{'ЕДДЕЛО': 1.0, 'ЭГЕСТОРФ-ЛАНГРЕДЕР': 0.67}",02.03.2019 16:00,https://www.myscore.com.ua/match/Ui6lLdHT/#match-summary,No,0,0,"{'Еддело': 0, 'Эгесторф-Лангредер': 0}","{'Еддело': 0, 'Эгесторф-Лангредер': 0}"
17,ГЕРМАНИЯ: Юго-западная региональная лига,Ульм - Ворматия Вормс,"{'УЛЬМ': 5, 'ВОРМАТИЯ ВОРМС': 3}","{'УЛЬМ': 0.87, 'ВОРМАТИЯ ВОРМС': 1.25}",02.03.2019 15:00,https://www.myscore.com.ua/match/nqXdnA48/#match-summary,Yes,Ульм,1,"{'Ульм': 1, 'Ворматия Вормс': 0}","{'Ульм': 1, 'Ворматия Вормс': 0}"
18,ГЕРМАНИЯ: Региональная лига Бавария,Ингольштадт II - Иллертиссен,"{'ИНГОЛЬШТАДТ II': 4, 'ИЛЛЕРТИССЕН': 3}","{'ИНГОЛЬШТАДТ II': 0.82, 'ИЛЛЕРТИССЕН': 0.25}",02.03.2019 15:00,https://www.myscore.com.ua/match/QgvDekb0/#match-summary,Yes,Иллертиссен,2,"{'Ингольштадт II': 0, 'Иллертиссен': 1}","{'Ингольштадт II': 0, 'Иллертиссен': 1}"
19,ГЕРМАНИЯ: Региональная лига Бавария,Хаймштеттен - Бюхбах,"{'ХАЙМШТЕТТЕН': 6, 'БЮХБАХ': 4}","{'ХАЙМШТЕТТЕН': 0.21, 'БЮХБАХ': 1.67}",02.03.2019 17:00,https://www.myscore.com.ua/match/0CWPhmrJ/#match-summary,No,0,0,"{'Хаймштеттен': 0, 'Бюхбах': 0}","{'Хаймштеттен': 0, 'Бюхбах': 0}"
20,ГИБРАЛТАР: Премьер-Дивизион,Линкольн Сити - Глэдс Юнайтед,"{'ЛИНКОЛЬН СИТИ': 7, 'ГЛЭДС ЮНАЙТЕД': 4}","{'ЛИНКОЛЬН СИТИ': 0.6, 'ГЛЭДС ЮНАЙТЕД': 1.79}",02.03.2019 19:15,https://www.myscore.com.ua/match/MXTzxf9p/#match-summary,Yes,Линкольн Сити,3,"{'Линкольн Сити': 1, 'Глэдс Юнайтед': 1}","{'Линкольн Сити': 2, 'Глэдс Юнайтед': 1}"
21,ЕВРОПА: Премьер-лига (Крым),Океан - ТСК-Таврия,"{'ОКЕАН': 8, 'ТСК-ТАВРИЯ': 8}","{'ОКЕАН': 1.75, 'ТСК-ТАВРИЯ': 1.17}",02.03.2019 14:00,https://www.myscore.com.ua/match/bciMkt7D/#match-summary,No,0,0,"{'Океан': 0, 'ТСК-Таврия': 0}","{'Океан': 0, 'ТСК-Таврия': 0}"
22,КИТАЙ: Суперлига,Шеньчжэнь - Хэбэй Илиньшаньчжуан,"{'ШЕНЬЧЖЭНЬ': 8, 'ХЭБЭЙ ИЛИНЬШАНЬЧЖУАН': 3}","{'ШЕНЬЧЖЭНЬ': 2.25, 'ХЭБЭЙ ИЛИНЬШАНЬЧЖУАН': 7.38}",02.03.2019 14:00,https://www.myscore.com.ua/match/vkrprGme/#match-summary,Yes,Хэбэй Илиньшаньчжуан,4,"{'Шеньчжэнь': 0, 'Хэбэй Илиньшаньчжуан': 1}","{'Шеньчжэнь': 3, 'Хэбэй Илиньшаньчжуан': 1}"
23,МЕКСИКА: Высший дивизион - Клаусура,Тихуана - Атлас,"{'ТИХУАНА': 5, 'АТЛАС': 3}","{'ТИХУАНА': 0.54, 'АТЛАС': 1.25}",02.03.2019 05:00,https://www.myscore.com.ua/match/jFh0fdN4/#match-summary,Yes,Тихуана,4,"{'Тихуана': 2, 'Атлас': 0}","{'Тихуана': 3, 'Атлас': 1}"
24,ПАРАГВАЙ: Первый дивизион - Апертура,Хенераль Диас - Олимпия Асунсьон,"{'ХЕНЕРАЛЬ ДИАС': 3, 'ОЛИМПИЯ АСУНСЬОН': 7}","{'ХЕНЕРАЛЬ ДИАС': 2.06, 'ОЛИМПИЯ АСУНСЬОН': 1.0}",02.03.2019 23:45,https://www.myscore.com.ua/match/phYxe0La/#match-summary,Yes,Олимпия Асунсьон,2,"{'Хенераль Диас': 0, 'Олимпия Асунсьон': 1}","{'Хенераль Диас': 0, 'Олимпия Асунсьон': 2}"
25,ПОЛЬША: Первый дивизион,Стомиль Ольштын - Тыхы 71,"{'СТОМИЛЬ ОЛЬШТЫН': 5, 'ТЫХЫ 71': 2}","{'СТОМИЛЬ ОЛЬШТЫН': 0.3, 'ТЫХЫ 71': 0.56}",02.03.2019 17:00,https://www.myscore.com.ua/match/UiOSeId2/#match-summary,Yes,Стомиль Ольштын,2,"{'Стомиль Ольштын': 1, 'Тыхы 71': 0}","{'Стомиль Ольштын': 2, 'Тыхы 71': 0}"
26,ПОЛЬША: Дивизион 2,Знич - Погон Седльце,"{'ЗНИЧ': 5, 'ПОГОН СЕДЛЬЦЕ': 4}","{'ЗНИЧ': 5.5, 'ПОГОН СЕДЛЬЦЕ': 0.67}",02.03.2019 19:00,https://www.myscore.com.ua/match/WEuuK8C2/#match-summary,Yes,Погон Седльце,2,"{'Знич': 0, 'Погон Седльце': 1}","{'Знич': 0, 'Погон Седльце': 2}"
27,САУДОВСКАЯ АРАВИЯ: Премьер-лига,Al-Hazem - Аль-Фейха,"{'AL-HAZEM': 3, 'АЛЬ-ФЕЙХА': 3}","{'AL-HAZEM': 2.12, 'АЛЬ-ФЕЙХА': 0.47}",02.03.2019 15:00,https://www.myscore.com.ua/match/SYCfjptI/#match-summary,No,0,1,"{'Al-Hazem': 0, 'Аль-Фейха': 0}","{'Al-Hazem': 0, 'Аль-Фейха': 1}"
