1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,0,1,3,4,7,14,14,17,13,14,11,4,1,1,1,0,0,0
0,0,0,0,3,1,4,10,12,11,9,10,6,4,1,1,1,0,0,0
0,0,0,1,0,3,3,4,2,6,4,4,5,0,0,0,0,0,0,0
