id,strategy,country,team,point,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
0,2,АЗИЯ: Лига чемпионов - Квалификация,АГМК (Узб) - Истиклол Душанбе (Тдж),"{'АГМК': 4, 'ИСТИКЛОЛ ДУШАНБЕ': 8}",12.02.2019 13:00,https://www.myscore.com.ua/match/A56dAMcD/#match-summary
1,2,МИР: Клубные товарищеские матчи,Крылья Советов (Рос) - Юрмала (Лат),"{'КРЫЛЬЯ СОВЕТОВ': 2, 'ЮРМАЛА': 4}",12.02.2019 11:00,https://www.myscore.com.ua/match/WWIO34q0/#match-summary
2,2,МИР: Клубные товарищеские матчи,Бранн (Нор) - Старт (Нор),"{'БРАНН': 5, 'СТАРТ': 6}",12.02.2019 15:00,https://www.myscore.com.ua/match/vL2PdGJ7/#match-summary
3,2,НИДЕРЛАНДЫ: Reserve League - Этап проигравших,Йонг Рода - Йонг Де Графсхап,"{'ЙОНГ РОДА': 6, 'ЙОНГ ДЕ ГРАФСХАП': 5}",12.02.2019 19:30,https://www.myscore.com.ua/match/CYlOYntG/#match-summary
