id,team,point,link,result in all time
1,Тоттенхэм - Кристал Пэлас,2.96,https://www.myscore.com.ua/match/Kp5tV2ub/#match-summary,
2,Эйбар - Райо Вальекано,1.98,https://www.myscore.com.ua/match/v988rUij/#match-summary,
5,Заглембе Сосновец - Висла,1.81,https://www.myscore.com.ua/match/IVuuaLC2/#match-summary,
6,Катовице - Хойнице,1.16,https://www.myscore.com.ua/match/A3LN5EsO/#match-summary,
8,Запрешич - Осиек,2.06,https://www.myscore.com.ua/match/fF97qBz2/#match-summary,
9,Таллинна Калев - Вильянди,0.0,https://www.myscore.com.ua/match/zepOYjwb/#match-summary,
10,Токио Верди - Мито,4.5,https://www.myscore.com.ua/match/ncdnCHVc/#match-summary,
