id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
13,МЕКСИКА: Высший дивизион - Клаусура,Леон - Сантос Лагуна,"{'ЛЕОН': 7, 'САНТОС ЛАГУНА': 7}","{'ЛЕОН': 1.06, 'САНТОС ЛАГУНА': 1.58}",03.03.2019 03:00,https://www.myscore.com.ua/match/bud8hzhH/#match-summary,No,0,3,"{'Леон': 0, 'Сантос Лагуна': 0}","{'Леон': 2, 'Сантос Лагуна': 0}"
14,МЕКСИКА: Высший дивизион - Клаусура,Тигрес - Пачука,"{'ТИГРЕС': 5, 'ПАЧУКА': 5}","{'ТИГРЕС': 0.88, 'ПАЧУКА': 1.67}",03.03.2019 03:00,https://www.myscore.com.ua/match/xWfCif7N/#match-summary,Yes,Тигрес,1,"{'Тигрес': 1, 'Пачука': 0}","{'Тигрес': 1, 'Пачука': 0}"
15,МЕКСИКА: Высший дивизион A - Клаусура,Леонес Негрос - Zacatepec,"{'ЛЕОНЕС НЕГРОС': 6, 'ZACATEPEC': 3}","{'ЛЕОНЕС НЕГРОС': 7.33, 'ZACATEPEC': 1.0}",03.03.2019 20:00,https://www.myscore.com.ua/match/WpCHqFSS/#match-summary,No,0,4,"{'Леонес Негрос': 0, 'Zacatepec': 0}","{'Леонес Негрос': 4, 'Zacatepec': 0}"
16,НИДЕРЛАНДЫ: Высшая лига,Херенвен - Виллем II,"{'ХЕРЕНВЕН': 8, 'ВИЛЛЕМ II': 4}","{'ХЕРЕНВЕН': 0.67, 'ВИЛЛЕМ II': 0.92}",03.03.2019 15:30,https://www.myscore.com.ua/match/M7U5IjvO/#match-summary,Yes,Херенвен,6,"{'Херенвен': 3, 'Виллем II': 0}","{'Херенвен': 3, 'Виллем II': 2}"
17,ПАРАГВАЙ: Первый дивизион - Апертура,Серро Портеньо - Спортиво Лукеньо,"{'СЕРРО ПОРТЕНЬО': 5, 'СПОРТИВО ЛУКЕНЬО': 4}","{'СЕРРО ПОРТЕНЬО': 1.17, 'СПОРТИВО ЛУКЕНЬО': 0}",03.03.2019 01:45,https://www.myscore.com.ua/match/zsRkhb5I/#match-summary,No,0,2,"{'Серро Портеньо': 0, 'Спортиво Лукеньо': 0}","{'Серро Портеньо': 2, 'Спортиво Лукеньо': 0}"
18,ПОЛЬША: Премьер-лига,Висла - Погонь Щецин,"{'ВИСЛА': 7, 'ПОГОНЬ ЩЕЦИН': 4}","{'ВИСЛА': 1.83, 'ПОГОНЬ ЩЕЦИН': 4.17}",03.03.2019 16:30,https://www.myscore.com.ua/match/Ey8HIC8a/#match-summary,Yes,Погонь Щецин,5,"{'Висла': 0, 'Погонь Щецин': 2}","{'Висла': 2, 'Погонь Щецин': 3}"
19,РОССИЯ: ФНЛ,Балтика - Авангард Курск,"{'БАЛТИКА': 5, 'АВАНГАРД КУРСК': 4}","{'БАЛТИКА': 1.1, 'АВАНГАРД КУРСК': 0.17}",03.03.2019 16:00,https://www.myscore.com.ua/match/KfzOnTo6/#match-summary,Yes,Балтика,3,"{'Балтика': 1, 'Авангард Курск': 1}","{'Балтика': 2, 'Авангард Курск': 1}"
20,РОССИЯ: Молодежная Лига,Спартак Москва U21 - Краснодар U21,"{'СПАРТАК МОСКВА U21': 6, 'КРАСНОДАР U21': 8}","{'СПАРТАК МОСКВА U21': 1.88, 'КРАСНОДАР U21': 0.33}",03.03.2019 11:00,https://www.myscore.com.ua/match/p8t2oC4J/#match-summary,Yes,Краснодар U21,1,"{'Спартак Москва U21': 0, 'Краснодар U21': 1}","{'Спартак Москва U21': 0, 'Краснодар U21': 1}"
21,СИНГАПУР: Premier League,Хёган Юнайтед - Тэмпайнс,"{'ХЁГАН ЮНАЙТЕД': 4, 'ТЭМПАЙНС': 6}","{'ХЁГАН ЮНАЙТЕД': 0.88, 'ТЭМПАЙНС': 0.62}",03.03.2019 11:30,https://www.myscore.com.ua/match/E1B7rN77/#match-summary,Yes,Тэмпайнс,5,"{'Хёган Юнайтед': 0, 'Тэмпайнс': 1}","{'Хёган Юнайтед': 1, 'Тэмпайнс': 3}"
22,СЛОВАКИЯ: Первая лига,Слован Братислава - Спартак Трнава,"{'СЛОВАН БРАТИСЛАВА': 8, 'СПАРТАК ТРНАВА': 5}","{'СЛОВАН БРАТИСЛАВА': 1.0, 'СПАРТАК ТРНАВА': 2}",03.03.2019 19:00,https://www.myscore.com.ua/match/CtuVL1E1/#match-summary,No,0,2,"{'Слован Братислава': 0, 'Спартак Трнава': 0}","{'Слован Братислава': 2, 'Спартак Трнава': 0}"
23,ТУРЦИЯ: 1. Lig,Болуспор - Истанбулспор,"{'БОЛУСПОР': 4, 'ИСТАНБУЛСПОР': 4}","{'БОЛУСПОР': 0.85, 'ИСТАНБУЛСПОР': 1.5}",03.03.2019 15:00,https://www.myscore.com.ua/match/KY2Ew72R/#match-summary,Yes,Болуспор,3,"{'Болуспор': 2, 'Истанбулспор': 1}","{'Болуспор': 2, 'Истанбулспор': 1}"
24,ФАРЕРСКИЕ ОСТРОВА: Суперкубок,ХБ Торсхавн - Б36 Торсхавн,"{'ХБ ТОРСХАВН': 7, 'Б36 ТОРСХАВН': 6}","{'ХБ ТОРСХАВН': 0.5, 'Б36 ТОРСХАВН': 1.11}",03.03.2019 19:00,https://www.myscore.com.ua/match/lYbPtlKD/#match-summary,No,0,1,"{'ХБ Торсхавн': 0, 'Б36 Торсхавн': 0}","{'ХБ Торсхавн': 1, 'Б36 Торсхавн': 0}"
25,ХОРВАТИЯ: Первый дивизион,Осиек - Славен,"{'ОСИЕК': 6, 'СЛАВЕН': 4}","{'ОСИЕК': 1.0, 'СЛАВЕН': 2.17}",03.03.2019 18:30,https://www.myscore.com.ua/match/tGNIx3NH/#match-summary,Yes,Осиек,2,"{'Осиек': 1, 'Славен': 0}","{'Осиек': 1, 'Славен': 1}"
26,ШВЕЙЦАРИЯ: Суперлига,Базель - Тун,"{'БАЗЕЛЬ': 5, 'ТУН': 8}","{'БАЗЕЛЬ': 0.33, 'ТУН': 1.05}",03.03.2019 17:00,https://www.myscore.com.ua/match/rwePUq5C/#match-summary,Yes,Базель,4,"{'Базель': 2, 'Тун': 0}","{'Базель': 3, 'Тун': 1}"
27,ШОТЛАНДИЯ: Кубок ФА,Данди Юнайтед - Инвернесс,"{'ДАНДИ ЮНАЙТЕД': 4, 'ИНВЕРНЕСС': 5}","{'ДАНДИ ЮНАЙТЕД': 1.0, 'ИНВЕРНЕСС': 2.38}",03.03.2019 17:30,https://www.myscore.com.ua/match/OlGw1imO/#match-summary,Yes,Инвернесс,3,"{'Данди Юнайтед': 0, 'Инвернесс': 1}","{'Данди Юнайтед': 1, 'Инвернесс': 1}"
28,ЮЖНАЯ АФРИКА: Премьер,Чиппа Юнайтед - Суперспорт Юнайтед,"{'ЧИППА ЮНАЙТЕД': 3, 'СУПЕРСПОРТ ЮНАЙТЕД': 3}","{'ЧИППА ЮНАЙТЕД': 0.5, 'СУПЕРСПОРТ ЮНАЙТЕД': 1.33}",03.03.2019 15:30,https://www.myscore.com.ua/match/0CUDhv1d/#match-summary,Yes,Суперспорт Юнайтед,1,"{'Чиппа Юнайтед': 0, 'Суперспорт Юнайтед': 1}","{'Чиппа Юнайтед': 0, 'Суперспорт Юнайтед': 1}"
29,ЮЖНАЯ КОРЕЯ: K League 1,Сеул - Пхохан Стилерс,"{'СЕУЛ': 2, 'ПХОХАН СТИЛЕРС': 5}","{'СЕУЛ': 0.5, 'ПХОХАН СТИЛЕРС': 0.92}",03.03.2019 07:00,https://www.myscore.com.ua/match/UJEMvNaB/#match-summary,Yes,Сеул,2,"{'Сеул': 2, 'Пхохан Стилерс': 0}","{'Сеул': 2, 'Пхохан Стилерс': 0}"
30,NORTH MACEDONIA: Первая лига,Победа - Работнички,"{'ПОБЕДА': 4, 'РАБОТНИЧКИ': 5}","{'ПОБЕДА': 1.0, 'РАБОТНИЧКИ': 2.5}",03.03.2019 15:00,https://www.myscore.com.ua/match/SM0HN6RT/#match-summary,Yes,Работнички,1,"{'Победа': 0, 'Работнички': 1}","{'Победа': 0, 'Работнички': 1}"
31,NORTH MACEDONIA: Первая лига,Шкендия 79 - Беласица,"{'ШКЕНДИЯ 79': 6, 'БЕЛАСИЦА': 3}","{'ШКЕНДИЯ 79': 1.25, 'БЕЛАСИЦА': 2.14}",03.03.2019 15:00,https://www.myscore.com.ua/match/UVnqJQZp/#match-summary,No,0,3,"{'Шкендия 79': 0, 'Беласица': 0}","{'Шкендия 79': 3, 'Беласица': 0}"
