id,team,point,link,result in all time
1,Аталанта - Болонья,3.4,https://www.myscore.com.ua/match/2qwPjm3M/#match-summary
2,Аль-Рифаа - Аль-Шаббаб,3.97,https://www.myscore.com.ua/match/OfDFRF5p/#match-summary
3,Лайонс Гибралтар - ФК Европа,0.37,https://www.myscore.com.ua/match/lbp4Czoc/#match-summary
4,Брённбю - Ольборг,2.38,https://www.myscore.com.ua/match/Em2mn5tA/#match-summary
5,Аль-Раян - Аль-Сайлия,2.43,https://www.myscore.com.ua/match/E5yYoY2C/#match-summary
6,Эредиано - Саприсса,2.57,https://www.myscore.com.ua/match/AsOHFoFl/#match-summary
7,Китай (Ж) - Россия (Ж),4.67,https://www.myscore.com.ua/match/AHbAVuA6/#match-summary
8,Фейеноорд - Херенвен,3.26,https://www.myscore.com.ua/match/Aqs2DbcK/#match-summary
9,Хувентус Манагуа - Халапа,5.2,https://www.myscore.com.ua/match/C8Znha8A/#match-summary
10,Тигрес - Сантос Лагуна,3.68,https://www.myscore.com.ua/match/GOljrrk5/#match-summary
11,Люцерн - Янг Бойз,1.74,https://www.myscore.com.ua/match/dONAxY2j/#match-summary
