id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
12,ГЕРМАНИЯ: Женская Бундеслига,Вердер (Ж) - Хоффенхайм (Ж),"{'ВЕРДЕР (Ж)': 2, 'ХОФФЕНХАЙМ (Ж)': 6}","{'ВЕРДЕР (Ж)': 1.75, 'ХОФФЕНХАЙМ (Ж)': 0.67}",17.03.2019 12:00,https://www.myscore.com.ua/match/ALvMMiOQ/#match-summary,Yes,Вердер (Ж),2,"{'Вердер (Ж)': 1, 'Хоффенхайм (Ж)': 0}","{'Вердер (Ж)': 1, 'Хоффенхайм (Ж)': 1}"
13,ГЕРМАНИЯ: Женская Бундеслига,Бавария (Ж) - Потсдам (Ж),"{'БАВАРИЯ (Ж)': 9, 'ПОТСДАМ (Ж)': 7}","{'БАВАРИЯ (Ж)': 0.83, 'ПОТСДАМ (Ж)': 2.31}",17.03.2019 15:00,https://www.myscore.com.ua/match/U9NONX8K/#match-summary,Yes,Бавария (Ж),5,"{'Бавария (Ж)': 3, 'Потсдам (Ж)': 0}","{'Бавария (Ж)': 5, 'Потсдам (Ж)': 0}"
14,КОСТА-РИКА: Высший дивизион - Клаусура,Ю.К.Р. - Греция,"{'Ю.К.Р.': 5, 'ГРЕЦИЯ': 6}","{'Ю.К.Р.': 0.25, 'ГРЕЦИЯ': 0.88}",17.03.2019 00:00,https://www.myscore.com.ua/match/Eg5GAEkr/#match-summary,Yes,Ю.К.Р.,3,"{'Ю.К.Р.': 1, 'Греция': 0}","{'Ю.К.Р.': 2, 'Греция': 0}"
16,ЛЮКСЕМБУРГ: Национальный дивизион,Этцелла - Виктория Роспорт,"{'ЭТЦЕЛЛА': 5, 'ВИКТОРИЯ РОСПОРТ': 6}","{'ЭТЦЕЛЛА': 0.77, 'ВИКТОРИЯ РОСПОРТ': 1.83}",17.03.2019 17:00,https://www.myscore.com.ua/match/U9kCFHHH/#match-summary,No,0,0,"{'Этцелла': 0, 'Виктория Роспорт': 0}","{'Этцелла': 0, 'Виктория Роспорт': 0}"
17,МЕКСИКА: Высший дивизион - Клаусура,Крус Асуль - Пачука,"{'КРУС АСУЛЬ': 5, 'ПАЧУКА': 5}","{'КРУС АСУЛЬ': 0.67, 'ПАЧУКА': 1.75}",17.03.2019 01:00,https://www.myscore.com.ua/match/WhxHLYL3/#match-summary,Yes,Крус Асуль,4,"{'Крус Асуль': 2, 'Пачука': 0}","{'Крус Асуль': 3, 'Пачука': 1}"
18,МЕКСИКА: Высший дивизион A - Клаусура,Алебрихес де Оахака - Венадос,"{'АЛЕБРИХЕС ДЕ ОАХАКА': 2, 'ВЕНАДОС': 2}","{'АЛЕБРИХЕС ДЕ ОАХАКА': 2.12, 'ВЕНАДОС': 1.25}",17.03.2019 03:00,https://www.myscore.com.ua/match/4CBTBXBL/#match-summary,No,0,0,"{'Алебрихес де Оахака': 0, 'Венадос': 0}","{'Алебрихес де Оахака': 0, 'Венадос': 0}"
19,МИР: Клубные товарищеские матчи,Хельсингборг (Шве) - Вернаму (Шве),"{'ХЕЛЬСИНГБОРГ': 6, 'ВЕРНАМУ': 2}","{'ХЕЛЬСИНГБОРГ': 0.58, 'ВЕРНАМУ': 5.0}",17.03.2019 15:00,https://www.myscore.com.ua/match/noS2AZm7/#match-summary,No,0,3,"{'Хельсингборг (Шве)': 0, 'Вернаму (Шве)': 0}","{'Хельсингборг (Шве)': 3, 'Вернаму (Шве)': 0}"
20,МИР: Клубные товарищеские матчи,Русенборг (Нор) - Мольде (Нор),"{'РУСЕНБОРГ': 4, 'МОЛЬДЕ': 7}","{'РУСЕНБОРГ': 0.83, 'МОЛЬДЕ': 1.08}",17.03.2019 17:00,https://www.myscore.com.ua/match/CSux7x30/#match-summary,Yes,Мольде (Нор),1,"{'Русенборг (Нор)': 0, 'Мольде (Нор)': 1}","{'Русенборг (Нор)': 0, 'Мольде (Нор)': 1}"
21,НИДЕРЛАНДЫ: Высшая лига,Венло - ПСВ,"{'ВЕНЛО': 7, 'ПСВ': 6}","{'ВЕНЛО': 3.17, 'ПСВ': 1.25}",17.03.2019 13:15,https://www.myscore.com.ua/match/8xjZlOE2/#match-summary,No,0,1,"{'Венло': 0, 'ПСВ': 0}","{'Венло': 0, 'ПСВ': 1}"
22,НОВАЯ ЗЕЛАНДИЯ: Высшая лига,Окленд Сити - Уайтакере,"{'ОКЛЕНД СИТИ': 7, 'УАЙТАКЕРЕ': 7}","{'ОКЛЕНД СИТИ': 0.58, 'УАЙТАКЕРЕ': 1.82}",17.03.2019 05:35,https://www.myscore.com.ua/match/vcxoeU9h/#match-summary,Yes,Окленд Сити,7,"{'Окленд Сити': 2, 'Уайтакере': 0}","{'Окленд Сити': 5, 'Уайтакере': 2}"
24,ПАРАГВАЙ: Первый дивизион - Апертура,Либертад - Депортиво Сантани,"{'ЛИБЕРТАД': 7, 'ДЕПОРТИВО САНТАНИ': 5}","{'ЛИБЕРТАД': 0.8, 'ДЕПОРТИВО САНТАНИ': 0.25}",17.03.2019 01:15,https://www.myscore.com.ua/match/GbiqChdi/#match-summary,Yes,Либертад,4,"{'Либертад': 2, 'Депортиво Сантани': 0}","{'Либертад': 3, 'Депортиво Сантани': 0}"
25,ПЕРУ: Liga 1 - Апертура,Спортинг Кристалл - Сесар Вальехо,"{'СПОРТИНГ КРИСТАЛЛ': 7, 'СЕСАР ВАЛЬЕХО': 4}","{'СПОРТИНГ КРИСТАЛЛ': 1.75, 'СЕСАР ВАЛЬЕХО': 2.64}",17.03.2019 18:15,https://www.myscore.com.ua/match/OzDjF1aC/#match-summary,Yes,Спортинг Кристалл,5,"{'Спортинг Кристалл': 2, 'Сесар Вальехо': 0}","{'Спортинг Кристалл': 4, 'Сесар Вальехо': 0}"
26,ПОЛЬША: Премьер-лига,Висла - Краковия,"{'ВИСЛА': 6, 'КРАКОВИЯ': 4}","{'ВИСЛА': 0.75, 'КРАКОВИЯ': 0.67}",17.03.2019 19:00,https://www.myscore.com.ua/match/tQ6Xqk7b/#match-summary,Yes,Висла,5,"{'Висла': 2, 'Краковия': 0}","{'Висла': 3, 'Краковия': 1}"
27,ПОЛЬША: Дивизион 2,Олимпия Грудзёндз - Бельхатув,"{'ОЛИМПИЯ ГРУДЗЁНДЗ': 5, 'БЕЛЬХАТУВ': 6}","{'ОЛИМПИЯ ГРУДЗЁНДЗ': 8.33, 'БЕЛЬХАТУВ': 0.39}",17.03.2019 19:00,https://www.myscore.com.ua/match/b3CUQGPn/#match-summary,No,0,1,"{'Олимпия Грудзёндз': 0, 'Бельхатув': 0}","{'Олимпия Грудзёндз': 1, 'Бельхатув': 0}"
28,РОССИЯ: Молодежная Лига,Локомотив Москва U21 - Краснодар U21,"{'ЛОКОМОТИВ МОСКВА U21': 7, 'КРАСНОДАР U21': 8}","{'ЛОКОМОТИВ МОСКВА U21': 1.33, 'КРАСНОДАР U21': 0.36}",17.03.2019 10:30,https://www.myscore.com.ua/match/Crxyl5QH/#match-summary,Yes,Локомотив Москва U21,4,"{'Локомотив Москва U21': 1, 'Краснодар U21': 1}","{'Локомотив Москва U21': 1, 'Краснодар U21': 3}"
29,США: USL Championship,Tacoma Defiance - Лос-Анджелес Галакси 2,"{'TACOMA DEFIANCE': 5, 'ЛОС-АНДЖЕЛЕС ГАЛАКСИ 2': 6}","{'TACOMA DEFIANCE': 0.58, 'ЛОС-АНДЖЕЛЕС ГАЛАКСИ 2': 1.1}",17.03.2019 04:00,https://www.myscore.com.ua/match/CQpwnlnM/#match-summary,Yes,Лос-Анджелес Галакси 2,3,"{'Tacoma Defiance': 0, 'Лос-Анджелес Галакси 2': 2}","{'Tacoma Defiance': 0, 'Лос-Анджелес Галакси 2': 3}"
30,ТУРЦИЯ: 1. Lig,Алтай - Кардемир Карабюк,"{'АЛТАЙ': 3, 'КАРДЕМИР КАРАБЮК': 2}","{'АЛТАЙ': 1.18, 'КАРДЕМИР КАРАБЮК': 6}",17.03.2019 12:30,https://www.myscore.com.ua/match/M5XxWF0I/#match-summary,Yes,Алтай,4,"{'Алтай': 3, 'Кардемир Карабюк': 0}","{'Алтай': 4, 'Кардемир Карабюк': 0}"
31,ТУРЦИЯ: 1. Lig,Болуспор - Баликесирспор,"{'БОЛУСПОР': 4, 'БАЛИКЕСИРСПОР': 4}","{'БОЛУСПОР': 2.0, 'БАЛИКЕСИРСПОР': 2.0}",17.03.2019 15:00,https://www.myscore.com.ua/match/z9ysVZFO/#match-summary,No,0,1,"{'Болуспор': 0, 'Баликесирспор': 0}","{'Болуспор': 1, 'Баликесирспор': 0}"
32,УРУГВАЙ: Премьер-лига - Апертура,Расинг Монтевидео - Прогресо,"{'РАСИНГ МОНТЕВИДЕО': 7, 'ПРОГРЕСО': 6}","{'РАСИНГ МОНТЕВИДЕО': 1.67, 'ПРОГРЕСО': 3.25}",17.03.2019 21:30,https://www.myscore.com.ua/match/6mQDxNtn/#match-summary,No,0,3,"{'Расинг Монтевидео': 0, 'Прогресо': 0}","{'Расинг Монтевидео': 3, 'Прогресо': 0}"
33,ФАРЕРСКИЕ ОСТРОВА: Премьер-лига,Скала Итроттарфелаг - ТБ/ФКС/Ройн,"{'СКАЛА ИТРОТТАРФЕЛАГ': 6, 'ТБ/ФКС/РОЙН': 6}","{'СКАЛА ИТРОТТАРФЕЛАГ': 1.25, 'ТБ/ФКС/РОЙН': 0.53}",17.03.2019 17:00,https://www.myscore.com.ua/match/GUap6Fj6/#match-summary,Yes,Скала Итроттарфелаг,2,"{'Скала Итроттарфелаг': 2, 'ТБ/ФКС/Ройн': 0}","{'Скала Итроттарфелаг': 2, 'ТБ/ФКС/Ройн': 0}"
34,ФАРЕРСКИЕ ОСТРОВА: Премьер-лига,Стреймур - Б36 Торсхавн,"{'СТРЕЙМУР': 6, 'Б36 ТОРСХАВН': 6}","{'СТРЕЙМУР': 0.67, 'Б36 ТОРСХАВН': 0.28}",17.03.2019 17:00,https://www.myscore.com.ua/match/fLbl5Z5C/#match-summary,Yes,Б36 Торсхавн,3,"{'Стреймур': 0, 'Б36 Торсхавн': 1}","{'Стреймур': 1, 'Б36 Торсхавн': 2}"
35,ФАРЕРСКИЕ ОСТРОВА: Премьер-лига,АБ Аргир - Фуглафьердур,"{'АБ АРГИР': 4, 'ФУГЛАФЬЕРДУР': 2}","{'АБ АРГИР': 0.32, 'ФУГЛАФЬЕРДУР': 0.79}",17.03.2019 18:30,https://www.myscore.com.ua/match/zXFo4gLI/#match-summary,No,0,3,"{'АБ Аргир': 0, 'Фуглафьердур': 0}","{'АБ Аргир': 2, 'Фуглафьердур': 1}"
36,ЧЕХИЯ: Первая лига,Богемианс 1905 - Слезски Опава,"{'БОГЕМИАНС 1905': 5, 'СЛЕЗСКИ ОПАВА': 8}","{'БОГЕМИАНС 1905': 0.12, 'СЛЕЗСКИ ОПАВА': 0.85}",17.03.2019 16:00,https://www.myscore.com.ua/match/GINM604c/#match-summary,No,0,0,"{'Богемианс 1905': 0, 'Слезски Опава': 0}","{'Богемианс 1905': 0, 'Слезски Опава': 0}"
37,ЧИЛИ: Высший дивизион,Аудакс Итальяно - О Хиггинс,"{'АУДАКС ИТАЛЬЯНО': 4, 'О ХИГГИНС': 5}","{'АУДАКС ИТАЛЬЯНО': 7, 'О ХИГГИНС': 1.3}",17.03.2019 01:30,https://www.myscore.com.ua/match/I39CvXkE/#match-summary,Yes,Аудакс Итальяно,4,"{'Аудакс Итальяно': 1, 'О Хиггинс': 1}","{'Аудакс Итальяно': 2, 'О Хиггинс': 2}"
38,ШВЕЙЦАРИЯ: Суперлига,Базель - Янг Бойз,"{'БАЗЕЛЬ': 7, 'ЯНГ БОЙЗ': 5}","{'БАЗЕЛЬ': 3.25, 'ЯНГ БОЙЗ': 2.14}",17.03.2019 17:00,https://www.myscore.com.ua/match/4Af8UzBT/#match-summary,Yes,Янг Бойз,3,"{'Базель': 0, 'Янг Бойз': 2}","{'Базель': 1, 'Янг Бойз': 2}"
39,ЮЖНАЯ КОРЕЯ: K League 1,Пхохан Стилерс - Кённам,"{'ПХОХАН СТИЛЕРС': 6, 'КЁННАМ': 3}","{'ПХОХАН СТИЛЕРС': 1.5, 'КЁННАМ': 1.17}",17.03.2019 09:00,https://www.myscore.com.ua/match/Mm84kvET/#match-summary,Yes,Пхохан Стилерс,4,"{'Пхохан Стилерс': 1, 'Кённам': 0}","{'Пхохан Стилерс': 4, 'Кённам': 0}"
