id,team,point,link,result in all time
1,Кальяри - Ювентус,2.01,https://www.myscore.com.ua/match/fsI3q5ed/#match-summary
2,Алахуэленсе - Греция,2.65,https://www.myscore.com.ua/match/IPlrLM9H/#match-summary
3,ПДРМ ФА - Саравак ФА,2.95,https://www.myscore.com.ua/match/0dGownlh/#match-summary
4,Келантан - Селангор,1.93,https://www.myscore.com.ua/match/6ZGsvSYo/#match-summary
5,Хераклес - Виллем II,2.2,https://www.myscore.com.ua/match/n58ffJjr/#match-summary
6,Брага - Порту,2.45,https://www.myscore.com.ua/match/rZbxoKXS/#match-summary
7,Tacoma Defiance - Сакраменто Репаблик,1.66,https://www.myscore.com.ua/match/t2S7krAB/#match-summary
8,Кардемир Карабюк - Аданаспор,1.42,https://www.myscore.com.ua/match/dYtimHVh/#match-summary
9,Шафхаузен - Винтертур,1.74,https://www.myscore.com.ua/match/MLP3QIro/#match-summary
10,Дамбартон - Эйрдрионианс,2.29,https://www.myscore.com.ua/match/Ao4v9PlT/#match-summary
