id,team,point,link,result in all time
1,Бетис - Вильярреал,1.64,https://www.myscore.com.ua/match/hUNnq1r1/#match-summary
2,Удинезе - Эмполи,1.27,https://www.myscore.com.ua/match/8prwb4Ak/#match-summary
4,Фредерисия - Люнгбю,1.6,https://www.myscore.com.ua/match/KWqryAQ4/#match-summary
5,Эльче - Кордоба,2.01,https://www.myscore.com.ua/match/GSd7vzb1/#match-summary
6,Асколи - Пескара,1.76,https://www.myscore.com.ua/match/vwQOIJXa/#match-summary
7,Про Пьяченца - Понтедера,0.56,https://www.myscore.com.ua/match/EmMVwU9r/#match-summary
8,Далянь Ифан - Тяньцзинь Тэда,0.5,https://www.myscore.com.ua/match/pl0TA5Nb/#match-summary
10,Прогрес Нидеркорн - Фола,4.0,https://www.myscore.com.ua/match/dnKGeHsq/#match-summary
11,Расинг Люксембург - Мондорф,2.05,https://www.myscore.com.ua/match/W4CThFR1/#match-summary
12,Пьета Хотспурс - Сент Эндрюс,0.84,https://www.myscore.com.ua/match/p2Dl1okE/#match-summary
13,Насарава - Ifeanyi Ubah,3.73,https://www.myscore.com.ua/match/hlQRDvNI/#match-summary
14,Эммен - Херенвен,1.71,https://www.myscore.com.ua/match/8vPl4fK6/#match-summary
15,Венло - Фейеноорд,1.99,https://www.myscore.com.ua/match/46Ic2YlJ/#match-summary
16,Витесс - ПСВ,3.87,https://www.myscore.com.ua/match/I96uRHRJ/#match-summary
21,Гурник Забже - Легия,2.07,https://www.myscore.com.ua/match/GGbrbuS8/#match-summary
22,Катовице - Хробры Глогув,1.06,https://www.myscore.com.ua/match/EHs7FOAk/#match-summary
23,Подбескидзе - Тыхы 71,1.74,https://www.myscore.com.ua/match/0nPExeCo/#match-summary
24,Локомотив Москва - Зенит,2.96,https://www.myscore.com.ua/match/ImybOWMC/#match-summary
25,Зенит 2 - Сибирь,0.84,https://www.myscore.com.ua/match/GQ3LEchD/#match-summary
26,Бен Гердан - Митлави,1.64,https://www.myscore.com.ua/match/Uo1BXE1R/#match-summary
27,Пеньяроль - Данубио,4.67,https://www.myscore.com.ua/match/6oT6sRp4/#match-summary
28,ТБ/ФКС/Ройн - Стреймур,2.33,https://www.myscore.com.ua/match/YRoGJYK5/#match-summary
29,АБ Аргир - Скала Итроттарфелаг,1.0,https://www.myscore.com.ua/match/GjyLIhzC/#match-summary
31,Сигма - Карвина,1.12,https://www.myscore.com.ua/match/403t0kmr/#match-summary
32,Сьон - Люцерн,2.37,https://www.myscore.com.ua/match/0G8RXiXR/#match-summary
33,Янг Бойз - Тун,4.27,https://www.myscore.com.ua/match/IeegTBuq/#match-summary
36,Таммека - Левадия,3.4,https://www.myscore.com.ua/match/GdldX6Ns/#match-summary
37,Шкупи - Работнички,3.08,https://www.myscore.com.ua/match/vauS6HoE/#match-summary
2,Китчи - Саутерн Дистрикт,5.55,https://www.myscore.com.ua/match/E3pEAeZK/#match-summary
4,Оренбург - Ахмат,2.19,https://www.myscore.com.ua/match/lEWgPC76/#match-summary
5,Ризеспор - Бешикташ,3.21,https://www.myscore.com.ua/match/4flWhFRG/#match-summary
