id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,АНГЛИЯ: Премьер-лига,Арсенал - Ньюкасл Юнайтед,"{'АРСЕНАЛ': 9, 'НЬЮКАСЛ ЮНАЙТЕД': 3}","{'АРСЕНАЛ': 2.0, 'НЬЮКАСЛ ЮНАЙТЕД': 4.2}",01.04.2019 22:00,https://www.myscore.com.ua/match/lQdcRKvN/#match-summary
2,ГОНДУРАС: Национальная лига - Клаусура,Вида - Гондурас,"{'ВИДА': 2, 'ГОНДУРАС': 3}","{'ВИДА': 0.83, 'ГОНДУРАС': 0.75}",01.04.2019 00:30,https://www.myscore.com.ua/match/plSXnwTC/#match-summary
3,ДАНИЯ: Суперлига - Группа вылета,Орхус - Вайле,"{'ОРХУС': 7, 'ВАЙЛЕ': 3}","{'ОРХУС': 1.12, 'ВАЙЛЕ': 0.72}",01.04.2019 20:00,https://www.myscore.com.ua/match/CftuO3uF/#match-summary
4,ЕГИПЕТ: Премьер-лига,Петроджет - Pyramids,"{'ПЕТРОДЖЕТ': 3, 'PYRAMIDS': 5}","{'ПЕТРОДЖЕТ': 8.08, 'PYRAMIDS': 5.4}",01.04.2019 20:30,https://www.myscore.com.ua/match/lYCX8h9f/#match-summary
5,КОЛУМБИЯ: Примера - Апертура,Депортиво Кали - Кукута,"{'ДЕПОРТИВО КАЛИ': 3, 'КУКУТА': 5}","{'ДЕПОРТИВО КАЛИ': 0.4, 'КУКУТА': 2.25}",01.04.2019 01:00,https://www.myscore.com.ua/match/Ov3YPgPd/#match-summary
6,КОЛУМБИЯ: Примера - Апертура,Мильонариос - Медельин,"{'МИЛЬОНАРИОС': 4, 'МЕДЕЛЬИН': 6}","{'МИЛЬОНАРИОС': 0.46, 'МЕДЕЛЬИН': 1.0}",01.04.2019 01:30,https://www.myscore.com.ua/match/dYAn2jXk/#match-summary
7,НИДЕРЛАНДЫ: Первый дивизион,Алмере - Хельмонд,"{'АЛМЕРЕ': 6, 'ХЕЛЬМОНД': 3}","{'АЛМЕРЕ': 1.17, 'ХЕЛЬМОНД': 0.83}",01.04.2019 21:00,https://www.myscore.com.ua/match/2iclwjJq/#match-summary
8,НИДЕРЛАНДЫ: Первый дивизион,Гоу Эхед Иглс - Телстар,"{'ГОУ ЭХЕД ИГЛС': 5, 'ТЕЛСТАР': 4}","{'ГОУ ЭХЕД ИГЛС': 1.2, 'ТЕЛСТАР': 0.85}",01.04.2019 21:00,https://www.myscore.com.ua/match/zsD9pYQ9/#match-summary
9,НИДЕРЛАНДЫ: Первый дивизион,ФК Волендам - Дордрехт,"{'ФК ВОЛЕНДАМ': 5, 'ДОРДРЕХТ': 6}","{'ФК ВОЛЕНДАМ': 0.5, 'ДОРДРЕХТ': 2.75}",01.04.2019 21:00,https://www.myscore.com.ua/match/2iLdmzsi/#match-summary
10,НОРВЕГИЯ: Высшая лига,Стабек - Лиллестрём,"{'СТАБЕК': 5, 'ЛИЛЛЕСТРЁМ': 7}","{'СТАБЕК': 0.42, 'ЛИЛЛЕСТРЁМ': 0.83}",01.04.2019 20:00,https://www.myscore.com.ua/match/bZtKiCiH/#match-summary
