id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,АНГЛИЯ: Премьер-лига,Борнмут - Ньюкасл Юнайтед,"{'БОРНМУТ': 3, 'НЬЮКАСЛ ЮНАЙТЕД': 3}","{'БОРНМУТ': 2.33, 'НЬЮКАСЛ ЮНАЙТЕД': 0.67}",16.03.2019 17:00,https://www.myscore.com.ua/match/EVMKD1AN/#match-summary,No,0,4,"{'Борнмут': 0, 'Ньюкасл Юнайтед': 0}","{'Борнмут': 2, 'Ньюкасл Юнайтед': 1}"
3,ГЕРМАНИЯ: Бундеслига,Штутгарт - Хоффенхайм,"{'ШТУТГАРТ': 4, 'ХОФФЕНХАЙМ': 8}","{'ШТУТГАРТ': 3.58, 'ХОФФЕНХАЙМ': 1.62}",16.03.2019 16:30,https://www.myscore.com.ua/match/j5FTvFBl/#match-summary,Yes,Хоффенхайм,2,"{'Штутгарт': 0, 'Хоффенхайм': 1}","{'Штутгарт': 1, 'Хоффенхайм': 1}"
4,АВСТРАЛИЯ: Лига А,Мельбурн Виктори - Брисбен Роар,"{'МЕЛЬБУРН ВИКТОРИ': 4, 'БРИСБЕН РОАР': 5}","{'МЕЛЬБУРН ВИКТОРИ': 0.36, 'БРИСБЕН РОАР': 1.42}",16.03.2019 10:50,https://www.myscore.com.ua/match/lvWYe5cc/#match-summary,Yes,Мельбурн Виктори,3,"{'Мельбурн Виктори': 2, 'Брисбен Роар': 0}","{'Мельбурн Виктори': 2, 'Брисбен Роар': 1}"
5,АНГЛИЯ: Чемпионшип,Брентфорд - Вест Бромвич,"{'БРЕНТФОРД': 4, 'ВЕСТ БРОМВИЧ': 6}","{'БРЕНТФОРД': 2.08, 'ВЕСТ БРОМВИЧ': 3.0}",16.03.2019 17:00,https://www.myscore.com.ua/match/2qsM1Bfc/#match-summary,No,0,1,"{'Брентфорд': 0, 'Вест Бромвич': 0}","{'Брентфорд': 0, 'Вест Бромвич': 1}"
6,АНГЛИЯ: Вторая лига,Йовил - Маклсфилд,"{'ЙОВИЛ': 1, 'МАКЛСФИЛД': 9}","{'ЙОВИЛ': 1.0, 'МАКЛСФИЛД': 4.0}",16.03.2019 17:00,https://www.myscore.com.ua/match/I1he8wvm/#match-summary,Yes,Маклсфилд,2,"{'Йовил': 0, 'Маклсфилд': 2}","{'Йовил': 0, 'Маклсфилд': 2}"
7,АНГЛИЯ: Вторая лига,Форест Грин - Карлайл Юнайтед,"{'ФОРЕСТ ГРИН': 5, 'КАРЛАЙЛ ЮНАЙТЕД': 3}","{'ФОРЕСТ ГРИН': 1.79, 'КАРЛАЙЛ ЮНАЙТЕД': 1.08}",16.03.2019 17:00,https://www.myscore.com.ua/match/Q3PGGJG0/#match-summary,Yes,Форест Грин,2,"{'Форест Грин': 1, 'Карлайл Юнайтед': 0}","{'Форест Грин': 1, 'Карлайл Юнайтед': 1}"
8,БОЛГАРИЯ: Первая лига,ЦСКА София - Берое,"{'ЦСКА СОФИЯ': 3, 'БЕРОЕ': 7}","{'ЦСКА СОФИЯ': 3.0, 'БЕРОЕ': 1.42}",16.03.2019 17:45,https://www.myscore.com.ua/match/Y1tDokmO/#match-summary,Yes,ЦСКА София,1,"{'ЦСКА София': 1, 'Берое': 0}","{'ЦСКА София': 1, 'Берое': 0}"
9,ГЕРМАНИЯ: Третья лига,Аален - Цвикау,"{'ААЛЕН': 5, 'ЦВИКАУ': 5}","{'ААЛЕН': 1.5, 'ЦВИКАУ': 1.0}",16.03.2019 15:00,https://www.myscore.com.ua/match/GUimUFRI/#match-summary,Yes,Аален,2,"{'Аален': 1, 'Цвикау': 1}","{'Аален': 1, 'Цвикау': 1}"
11,ГОНКОНГ: Премьер-лига,Гуанчжоу Фули U19 - Китчи,"{'ГУАНЧЖОУ ФУЛИ U19': 6, 'КИТЧИ': 7}","{'ГУАНЧЖОУ ФУЛИ U19': 1.3, 'КИТЧИ': 2.71}",16.03.2019 08:30,https://www.myscore.com.ua/match/CIlEiGSr/#match-summary,Yes,Китчи,5,"{'Гуанчжоу Фули U19': 0, 'Китчи': 1}","{'Гуанчжоу Фули U19': 2, 'Китчи': 3}"
12,ГОНКОНГ: Премьер-лига,Саутерн Дистрикт - Dreams,"{'САУТЕРН ДИСТРИКТ': 6, 'DREAMS': 4}","{'САУТЕРН ДИСТРИКТ': 0.33, 'DREAMS': 0.5}",16.03.2019 08:30,https://www.myscore.com.ua/match/6ulIjzrk/#match-summary,No,0,1,"{'Саутерн Дистрикт': 0, 'Dreams': 0}","{'Саутерн Дистрикт': 1, 'Dreams': 0}"
