id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,АНГЛИЯ: Премьер-лига,Арсенал - Кристал Пэлас,"{'АРСЕНАЛ': 9, 'КРИСТАЛ ПЭЛАС': 3}","{'АРСЕНАЛ': 0.67, 'КРИСТАЛ ПЭЛАС': 4.5}",21.04.2019 18:00,https://www.myscore.com.ua/match/vT09kUMs/#match-summary
2,ГЕРМАНИЯ: Бундеслига,Герта - Ганновер,"{'ГЕРТА': 5, 'ГАННОВЕР': 3}","{'ГЕРТА': 2.25, 'ГАННОВЕР': 0.69}",21.04.2019 19:00,https://www.myscore.com.ua/match/GAidGdkh/#match-summary
3,ИСПАНИЯ: Примера,Вильярреал - Леганес,"{'ВИЛЬЯРРЕАЛ': 7, 'ЛЕГАНЕС': 3}","{'ВИЛЬЯРРЕАЛ': 1.33, 'ЛЕГАНЕС': 0.82}",21.04.2019 19:30,https://www.myscore.com.ua/match/M7py7Pi5/#match-summary
4,БОЛИВИЯ: Division Profesional - Апертура,Боливар - Гуабира,"{'БОЛИВАР': 8, 'ГУАБИРА': 5}","{'БОЛИВАР': 1.0, 'ГУАБИРА': 1.14}",21.04.2019 23:00,https://www.myscore.com.ua/match/pnVaZQuQ/#match-summary
5,ВЕНГРИЯ: Меркантил Банк Лига,Вац - Дьер,"{'ВАЦ': 6, 'ДЬЕР': 5}","{'ВАЦ': 1.38, 'ДЬЕР': 0.23}",21.04.2019 18:00,https://www.myscore.com.ua/match/QiNdoQPi/#match-summary
6,ГЕРМАНИЯ: Вторая Бундеслига,Арминия - Ингольштадт,"{'АРМИНИЯ': 5, 'ИНГОЛЬШТАДТ': 5}","{'АРМИНИЯ': 0.8, 'ИНГОЛЬШТАДТ': 1.92}",21.04.2019 14:30,https://www.myscore.com.ua/match/MmAllr0M/#match-summary
7,КОСТА-РИКА: Высший дивизион - Клаусура,Алахуэленсе - Эредиано,"{'АЛАХУЭЛЕНСЕ': 5, 'ЭРЕДИАНО': 8}","{'АЛАХУЭЛЕНСЕ': 5.17, 'ЭРЕДИАНО': 2.2}",21.04.2019 03:00,https://www.myscore.com.ua/match/AN14PMrD/#match-summary
8,КЫРГЫЗСТАН: Premier Liga,Ilbirs - Дордой Бишкек,"{'ILBIRS': 6, 'ДОРДОЙ БИШКЕК': 10}","{'ILBIRS': 0, 'ДОРДОЙ БИШКЕК': 0.37}",21.04.2019 11:30,https://www.myscore.com.ua/match/OCnSBpKn/#match-summary
9,КЫРГЫЗСТАН: Premier Liga,Нефчи Кочкор-Ата - Кара Балта,"{'НЕФЧИ КОЧКОР-АТА': 7, 'КАРА БАЛТА': 3}","{'НЕФЧИ КОЧКОР-АТА': 0, 'КАРА БАЛТА': 1.12}",21.04.2019 13:30,https://www.myscore.com.ua/match/23oWA4Zh/#match-summary
10,НИГЕРИЯ: НПФЛ,Викки - Katsina Utd,"{'ВИККИ': 6, 'KATSINA UTD': 5}","{'ВИККИ': 2.25, 'KATSINA UTD': 1.0}",21.04.2019 18:00,https://www.myscore.com.ua/match/OvglJQuF/#match-summary
