id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,АЗИЯ: Кубок АФК,Тэмпайнс (Син) - Ha Noi FC (Вье),"{'ТЭМПАЙНС': 7, 'HA NOI FC': 5}","{'ТЭМПАЙНС': 4.12, 'HA NOI FC': 1.53}",12.03.2019 13:30,https://www.myscore.com.ua/match/8tr1JxcF/#match-summary
2,АНГЛИЯ: Чемпионшип,Бристоль Сити - Ипсвич Таун,"{'БРИСТОЛЬ СИТИ': 2, 'ИПСВИЧ ТАУН': 2}","{'БРИСТОЛЬ СИТИ': 0.5, 'ИПСВИЧ ТАУН': 0.42}",12.03.2019 21:45,https://www.myscore.com.ua/match/joyt5Pqh/#match-summary
3,АНГЛИЯ: Первая лига,Ковентри Сити - Флитвуд,"{'КОВЕНТРИ СИТИ': 2, 'ФЛИТВУД': 4}","{'КОВЕНТРИ СИТИ': 0.92, 'ФЛИТВУД': 0.67}",12.03.2019 21:45,https://www.myscore.com.ua/match/xYN1vUM6/#match-summary
4,АНГЛИЯ: Первая лига,Сканторп Юнайтед - Саутенд Юнайтед,"{'СКАНТОРП ЮНАЙТЕД': 2, 'САУТЕНД ЮНАЙТЕД': 6}","{'СКАНТОРП ЮНАЙТЕД': 0.58, 'САУТЕНД ЮНАЙТЕД': 3.0}",12.03.2019 21:45,https://www.myscore.com.ua/match/lUQl0BqQ/#match-summary
5,АНГЛИЯ: Вторая лига,Линкольн - Олдхэм,"{'ЛИНКОЛЬН': 7, 'ОЛДХЭМ': 5}","{'ЛИНКОЛЬН': 0.62, 'ОЛДХЭМ': 0.79}",12.03.2019 21:45,https://www.myscore.com.ua/match/INXp30n1/#match-summary
6,АНГЛИЯ: Вторая лига,Стивенейдж - Свиндон Таун,"{'СТИВЕНЕЙДЖ': 2, 'СВИНДОН ТАУН': 6}","{'СТИВЕНЕЙДЖ': 2.62, 'СВИНДОН ТАУН': 1.0}",12.03.2019 21:45,https://www.myscore.com.ua/match/6qEuPs9K/#match-summary
7,ГЕРМАНИЯ: Юго-западная региональная лига,Ульм - Эльфсберг,"{'УЛЬМ': 5, 'ЭЛЬФСБЕРГ': 4}","{'УЛЬМ': 3.25, 'ЭЛЬФСБЕРГ': 0.33}",12.03.2019 19:30,https://www.myscore.com.ua/match/p0jKkqB0/#match-summary
8,ГЕРМАНИЯ: Юго-западная региональная лига,Steinbach Haiger - Штутгарт II,"{'STEINBACH HAIGER': 3, 'ШТУТГАРТ II': 3}","{'STEINBACH HAIGER': 1.07, 'ШТУТГАРТ II': 0.17}",12.03.2019 19:30,https://www.myscore.com.ua/match/M1ouamlE/#match-summary
9,МИР: Клубные товарищеские матчи,Лиллестрём (Нор) - Мольде (Нор),"{'ЛИЛЛЕСТРЁМ': 7, 'МОЛЬДЕ': 7}","{'ЛИЛЛЕСТРЁМ': 0.53, 'МОЛЬДЕ': 0.58}",12.03.2019 17:00,https://www.myscore.com.ua/match/SfKFYypf/#match-summary
10,ПАРАГВАЙ: Первый дивизион - Апертура,Насьональ Асунсьон - Хенераль Диас,"{'НАСЬОНАЛЬ АСУНСЬОН': 3, 'ХЕНЕРАЛЬ ДИАС': 3}","{'НАСЬОНАЛЬ АСУНСЬОН': 1.08, 'ХЕНЕРАЛЬ ДИАС': 0.97}",12.03.2019 00:15,https://www.myscore.com.ua/match/dfKIeXBA/#match-summary
11,ТУРКМЕНИСТАН: Йокары-лига,Алтын Асыр - ФК Балкан,"{'АЛТЫН АСЫР': 7, 'ФК БАЛКАН': 8}","{'АЛТЫН АСЫР': 0.67, 'ФК БАЛКАН': 4.05}",12.03.2019 16:00,https://www.myscore.com.ua/match/61PrOdq2/#match-summary
12,ШОТЛАНДИЯ: Чемпионшип,Росс Каунти - Фолкирк,"{'РОСС КАУНТИ': 4, 'ФОЛКИРК': 6}","{'РОСС КАУНТИ': 2.83, 'ФОЛКИРК': 0.58}",12.03.2019 21:45,https://www.myscore.com.ua/match/UwuzsLOu/#match-summary
