id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,ГЕРМАНИЯ: Северо-восточная региональная лига,Нордхаузен - Фюрстенвальде,"{'НОРДХАУЗЕН': 3, 'ФЮРСТЕНВАЛЬДЕ': 5}","{'НОРДХАУЗЕН': 2.5, 'ФЮРСТЕНВАЛЬДЕ': 3.0}",01.03.2019 20:30,https://www.myscore.com.ua/match/Q14en309/#match-summary,Yes,Нордхаузен,4,"{'Нордхаузен': 3, 'Фюрстенвальде': 0}","{'Нордхаузен': 4, 'Фюрстенвальде': 0}"
2,ГЕРМАНИЯ: Региональная лига Бавария,Бавария II - Шальдинг,"{'БАВАРИЯ II': 5, 'ШАЛЬДИНГ': 3}","{'БАВАРИЯ II': 0.4, 'ШАЛЬДИНГ': 1.33}",01.03.2019 20:00,https://www.myscore.com.ua/match/YspZ2X5Q/#match-summary,Yes,Бавария II,6,"{'Бавария II': 3, 'Шальдинг': 0}","{'Бавария II': 5, 'Шальдинг': 1}"
3,ГИБРАЛТАР: Премьер-Дивизион,ФК Европа - Монс Кальпе,"{'ФК ЕВРОПА': 6, 'МОНС КАЛЬПЕ': 6}","{'ФК ЕВРОПА': 0.75, 'МОНС КАЛЬПЕ': 2.58}",01.03.2019 21:30,https://www.myscore.com.ua/match/x0h4sGoN/#match-summary,Yes,ФК Европа,7,"{'ФК Европа': 1, 'Монс Кальпе': 0}","{'ФК Европа': 4, 'Монс Кальпе': 2}"
4,ИНДИЯ: Первый дивизион,Черчилль Бразерс - Chennai City,"{'ЧЕРЧИЛЛЬ БРАЗЕРС': 4, 'CHENNAI CITY': 6}","{'ЧЕРЧИЛЛЬ БРАЗЕРС': 2.11, 'CHENNAI CITY': 1.5}",01.03.2019 13:30,https://www.myscore.com.ua/match/p6BtuxZa/#match-summary,Yes,Черчилль Бразерс,5,"{'Черчилль Бразерс': 1, 'Chennai City': 1}","{'Черчилль Бразерс': 3, 'Chennai City': 2}"
5,КАТАР: Премьер-лига,Аль-Сайлия - Аль-Араби,"{'АЛЬ-САЙЛИЯ': 5, 'АЛЬ-АРАБИ': 6}","{'АЛЬ-САЙЛИЯ': 1.5, 'АЛЬ-АРАБИ': 3.67}",01.03.2019 15:50,https://www.myscore.com.ua/match/vak9OIN4/#match-summary,Yes,Аль-Араби,4,"{'Аль-Сайлия': 0, 'Аль-Араби': 1}","{'Аль-Сайлия': 1, 'Аль-Араби': 3}"
6,КОЛУМБИЯ: Примера - Апертура,Агилас Дорадас - Медельин,"{'АГИЛАС ДОРАДАС': 3, 'МЕДЕЛЬИН': 4}","{'АГИЛАС ДОРАДАС': 0.38, 'МЕДЕЛЬИН': 1.0}",28.02.2019 23:30,https://www.myscore.com.ua/match/65HmeN28/#match-summary,No,0,1,"{'Агилас Дорадас': 0, 'Медельин': 0}","{'Агилас Дорадас': 0, 'Медельин': 1}"
7,КОЛУМБИЯ: Примера - Апертура,Мильонариос - Унион Магдалена,"{'МИЛЬОНАРИОС': 5, 'УНИОН МАГДАЛЕНА': 6}","{'МИЛЬОНАРИОС': 1.33, 'УНИОН МАГДАЛЕНА': 1.17}",01.03.2019 03:30,https://www.myscore.com.ua/match/0Shqpcf7/#match-summary,Yes,Мильонариос,4,"{'Мильонариос': 1, 'Унион Магдалена': 0}","{'Мильонариос': 4, 'Унион Магдалена': 0}"
8,ЛЮКСЕМБУРГ: Национальный дивизион,Прогрес Нидеркорн - Виктория Роспорт,"{'ПРОГРЕС НИДЕРКОРН': 7, 'ВИКТОРИЯ РОСПОРТ': 5}","{'ПРОГРЕС НИДЕРКОРН': 1.17, 'ВИКТОРИЯ РОСПОРТ': 8.1}",01.03.2019 21:00,https://www.myscore.com.ua/match/ni3H72Jt/#match-summary,No,0,5,"{'Прогрес Нидеркорн': 0, 'Виктория Роспорт': 0}","{'Прогрес Нидеркорн': 1, 'Виктория Роспорт': 2}"
9,МАЛАЙЗИЯ: Суперлига,Селангор - Джохор,"{'СЕЛАНГОР': 5, 'ДЖОХОР': 6}","{'СЕЛАНГОР': 0.62, 'ДЖОХОР': 0.45}",01.03.2019 15:00,https://www.myscore.com.ua/match/AT45QpFo/#match-summary,Yes,Селангор,6,"{'Селангор': 1, 'Джохор': 3}","{'Селангор': 2, 'Джохор': 4}"
10,МАЛЬТА: Премьер-лига,Хибернианс - Таршин,"{'ХИБЕРНИАНС': 8, 'ТАРШИН': 4}","{'ХИБЕРНИАНС': 1.1, 'ТАРШИН': 0.83}",01.03.2019 21:00,https://www.myscore.com.ua/match/zZK5Dfwo/#match-summary,Yes,Хибернианс,5,"{'Хибернианс': 1, 'Таршин': 0}","{'Хибернианс': 5, 'Таршин': 0}"
11,МИР: Международный турнир (Кипр) - Женщины,Австрия (Ж) - Бельгия (Ж),"{'АВСТРИЯ (Ж)': 5, 'БЕЛЬГИЯ (Ж)': 6}","{'АВСТРИЯ (Ж)': 1.25, 'БЕЛЬГИЯ (Ж)': 0.33}",01.03.2019 18:00,https://www.myscore.com.ua/match/jJSWfgum/#match-summary,No,0,0,"{'Австрия (Ж)': 0, 'Бельгия (Ж)': 0}","{'Австрия (Ж)': 0, 'Бельгия (Ж)': 0}"
12,НИДЕРЛАНДЫ: Первый дивизион,Алмере - Эйндховен,"{'АЛМЕРЕ': 6, 'ЭЙНДХОВЕН': 4}","{'АЛМЕРЕ': 1.5, 'ЭЙНДХОВЕН': 0.5}",01.03.2019 21:00,https://www.myscore.com.ua/match/COsKGskF/#match-summary,Yes,Алмере,2,"{'Алмере': 1, 'Эйндховен': 0}","{'Алмере': 2, 'Эйндховен': 0}"
13,НИДЕРЛАНДЫ: Первый дивизион,Йонг Утрехт - Телстар,"{'ЙОНГ УТРЕХТ': 4, 'ТЕЛСТАР': 4}","{'ЙОНГ УТРЕХТ': 1.67, 'ТЕЛСТАР': 0.35}",01.03.2019 21:00,https://www.myscore.com.ua/match/dGL28Jde/#match-summary,Yes,Телстар,1,"{'Йонг Утрехт': 0, 'Телстар': 1}","{'Йонг Утрехт': 0, 'Телстар': 1}"
14,НИДЕРЛАНДЫ: Первый дивизион,Камбур - Осс,"{'КАМБУР': 4, 'ОСС': 3}","{'КАМБУР': 0.54, 'ОСС': 0.9}",01.03.2019 21:00,https://www.myscore.com.ua/match/2g0TgKs2/#match-summary,No,0,0,"{'Камбур': 0, 'Осс': 0}","{'Камбур': 0, 'Осс': 0}"
15,НИДЕРЛАНДЫ: Первый дивизион,Спарта - Валвейк,"{'СПАРТА': 8, 'ВАЛВЕЙК': 5}","{'СПАРТА': 0.4, 'ВАЛВЕЙК': 0.27}",01.03.2019 21:00,https://www.myscore.com.ua/match/8jyTELJR/#match-summary,Yes,Валвейк,3,"{'Спарта': 0, 'Валвейк': 1}","{'Спарта': 2, 'Валвейк': 1}"
16,ОАЭ: Первый дивизион,Эль-Фуджайра - Аль-Шаржа,"{'ЭЛЬ-ФУДЖАЙРА': 1, 'АЛЬ-ШАРЖА': 5}","{'ЭЛЬ-ФУДЖАЙРА': 2.25, 'АЛЬ-ШАРЖА': 2.17}",01.03.2019 18:15,https://www.myscore.com.ua/match/MDaEVBrr/#match-summary,No,0,1,"{'Эль-Фуджайра': 0, 'Аль-Шаржа': 0}","{'Эль-Фуджайра': 0, 'Аль-Шаржа': 0}"
