id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,АНГЛИЯ: Премьер-лига,Уотфорд - Арсенал,"{'УОТФОРД': 5, 'АРСЕНАЛ': 9}","{'УОТФОРД': 5.33, 'АРСЕНАЛ': 1.12}",15.04.2019 22:00,https://www.myscore.com.ua/match/23wt7dhF/#match-summary
2,ИСПАНИЯ: Примера,Леганес - Реал Мадрид,"{'ЛЕГАНЕС': 3, 'РЕАЛ МАДРИД': 4}","{'ЛЕГАНЕС': 0.17, 'РЕАЛ МАДРИД': 0.71}",15.04.2019 22:00,https://www.myscore.com.ua/match/bm2VgIdJ/#match-summary
3,БОЛИВИЯ: Division Profesional - Апертура,Хорхе Вильстерманн - Royal Pari,"{'ХОРХЕ ВИЛЬСТЕРМАНН': 4, 'ROYAL PARI': 5}","{'ХОРХЕ ВИЛЬСТЕРМАНН': 1.05, 'ROYAL PARI': 4.0}",15.04.2019 00:15,https://www.myscore.com.ua/match/IFRJ1nKf/#match-summary
4,ГЕРМАНИЯ: Региональная лига Бавария,Бавария II - Розенхайм 1860,"{'БАВАРИЯ II': 7, 'РОЗЕНХАЙМ 1860': 3}","{'БАВАРИЯ II': 1.04, 'РОЗЕНХАЙМ 1860': 0.33}",15.04.2019 21:15,https://www.myscore.com.ua/match/8v91tDgk/#match-summary
5,ГИБРАЛТАР: Премьер-Дивизион,Монс Кальпе - Лайонс Гибралтар,"{'МОНС КАЛЬПЕ': 5, 'ЛАЙОНС ГИБРАЛТАР': 3}","{'МОНС КАЛЬПЕ': 1.09, 'ЛАЙОНС ГИБРАЛТАР': 6.5}",15.04.2019 21:30,https://www.myscore.com.ua/match/Iyc1lOb7/#match-summary
6,МАЛЬТА: Премьер-лига,Хибернианс - Корми,"{'ХИБЕРНИАНС': 6, 'КОРМИ': 4}","{'ХИБЕРНИАНС': 1.0, 'КОРМИ': 0.46}",15.04.2019 21:15,https://www.myscore.com.ua/match/j3dXhNdf/#match-summary
7,НИДЕРЛАНДЫ: Первый дивизион,Йонг Аякс - Гоу Эхед Иглс,"{'ЙОНГ АЯКС': 5, 'ГОУ ЭХЕД ИГЛС': 6}","{'ЙОНГ АЯКС': 0.78, 'ГОУ ЭХЕД ИГЛС': 0.19}",15.04.2019 21:00,https://www.myscore.com.ua/match/ILnBlvOC/#match-summary
8,США: МЛС,Спортинг Канзас Сити - Нью-Йорк Ред Буллс,"{'СПОРТИНГ КАНЗАС СИТИ': 5, 'НЬЮ-ЙОРК РЕД БУЛЛС': 5}","{'СПОРТИНГ КАНЗАС СИТИ': 2.62, 'НЬЮ-ЙОРК РЕД БУЛЛС': 1.42}",15.04.2019 02:00,https://www.myscore.com.ua/match/hAXnr64h/#match-summary
9,УРУГВАЙ: Премьер-лига - Апертура,Серро-Ларго - Nacional,"{'СЕРРО-ЛАРГО': 8, 'NACIONAL': 4}","{'СЕРРО-ЛАРГО': 7.0, 'NACIONAL': 1.0}",15.04.2019 03:00,https://www.myscore.com.ua/match/tloQhZWq/#match-summary
10,ШВЕЦИЯ: Первая лига,Треллеборг - Норрби,"{'ТРЕЛЛЕБОРГ': 5, 'НОРРБИ': 5}","{'ТРЕЛЛЕБОРГ': 1.1, 'НОРРБИ': 0.62}",15.04.2019 20:00,https://www.myscore.com.ua/match/dCJTRmMm/#match-summary
11,ШВЕЦИЯ: Первая лига,Эргрюте - ИК Фрей,"{'ЭРГРЮТЕ': 7, 'ИК ФРЕЙ': 6}","{'ЭРГРЮТЕ': 0.75, 'ИК ФРЕЙ': 1.83}",15.04.2019 20:00,https://www.myscore.com.ua/match/CvrcX9bQ/#match-summary
