id,country,team,point,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,БОЛИВИЯ: Division Profesional - Апертура,Реал Потоси - Боливар,"{'РЕАЛ ПОТОСИ': 8, 'БОЛИВАР': 6}",28.02.2019 02:30,https://www.myscore.com.ua/match/27JsGrvC/#match-summary
2,ЕГИПЕТ: Премьер-лига,Эль-Гуна - Петроджет,"{'ЭЛЬ-ГУНА': 5, 'ПЕТРОДЖЕТ': 3}",28.02.2019 16:00,https://www.myscore.com.ua/match/l6OHUNWa/#match-summary
3,КОЛУМБИЯ: Примера - Апертура,Толима - Букараманга,"{'ТОЛИМА': 4, 'БУКАРАМАНГА': 5}",28.02.2019 01:00,https://www.myscore.com.ua/match/YF1Smuer/#match-summary
4,КОЛУМБИЯ: Примера - Апертура,Агилас Дорадас - Медельин,"{'АГИЛАС ДОРАДАС': 3, 'МЕДЕЛЬИН': 4}",28.02.2019 23:30,https://www.myscore.com.ua/match/65HmeN28/#match-summary
5,МИР: Международные товарищеские матчи,Австралия (Ж) - Новая Зеландия (Ж),"{'АВСТРАЛИЯ (Ж)': 4, 'НОВАЯ ЗЕЛАНДИЯ (Ж)': 7}",28.02.2019 10:30,https://www.myscore.com.ua/match/jTJoM7Qb/#match-summary
6,МИР: Международные товарищеские матчи,Словения (Ж) - Хорватия (Ж),"{'СЛОВЕНИЯ (Ж)': 5, 'ХОРВАТИЯ (Ж)': 1}",28.02.2019 12:30,https://www.myscore.com.ua/match/pjJkLRu5/#match-summary
7,МИР: Международные товарищеские матчи,Босния и Герцеговина (Ж) - Черногория (Ж),"{'БОСНИЯ И ГЕРЦЕГОВИНА (Ж)': 3, 'ЧЕРНОГОРИЯ (Ж)': 1}",28.02.2019 16:00,https://www.myscore.com.ua/match/tr4ctRuJ/#match-summary
8,МИР: SheBelieves Cup Women,США (Ж) - Япония (Ж),"{'США (Ж)': 8, 'ЯПОНИЯ (Ж)': 7}",28.02.2019 02:00,https://www.myscore.com.ua/match/lh1OcMKD/#match-summary
9,НИДЕРЛАНДЫ: Кубок Нидерландов,Виллем II - АЗ Алкмар,"{'ВИЛЛЕМ II': 4, 'АЗ АЛКМАР': 7}",28.02.2019 21:45,https://www.myscore.com.ua/match/0WGHfelQ/#match-summary
