id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
1,НИДЕРЛАНДЫ: Первый дивизион,Йонг Аякс - Йонг Утрехт,"{'ЙОНГ АЯКС': 5, 'ЙОНГ УТРЕХТ': 4}","{'ЙОНГ АЯКС': 0.58, 'ЙОНГ УТРЕХТ': 1.29}",25.03.2019 21:00,https://www.myscore.com.ua/match/EkV3XQVN/#match-summary
