id,strategy,country,team,point,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
0,2,ИТАЛИЯ: Серия А,Сампдория - Кальяри,"{'САМПДОРИЯ': 4, 'КАЛЬЯРИ': 2}",24.02.2019 13:30,https://www.myscore.com.ua/match/vFHDHzkk/#match-summary,,,,,
1,2,УКРАИНА: Премьер-лига,Арсенал-Киев - Десна,"{'АРСЕНАЛ-КИЕВ': 2, 'ДЕСНА': 4}",24.02.2019 14:00,https://www.myscore.com.ua/match/QP8WXSB7/#match-summary,,,,,
2,2,АВСТРАЛИЯ: НПЛ Квинсленд,Олимпик ФК - СВК Тандер,"{'ОЛИМПИК ФК': 6, 'СВК ТАНДЕР': 6}",24.02.2019 10:00,https://www.myscore.com.ua/match/YoEMmEtJ/#match-summary,,,,,
3,2,АВСТРАЛИЯ И ОКЕАНИЯ: Лига чемпионов Океании,Окленд Сити (Нзл) - Маджента (Нок),"{'ОКЛЕНД СИТИ': 5, 'МАДЖЕНТА': 9}",24.02.2019 04:00,https://www.myscore.com.ua/match/vHjFTcJT/#match-summary,,,,,
4,2,АВСТРАЛИЯ И ОКЕАНИЯ: Лига чемпионов Океании,Тупапа (Кук) - Соломон Уорриорс (Сол),"{'ТУПАПА': 6, 'СОЛОМОН УОРРИОРС': 5}",24.02.2019 07:00,https://www.myscore.com.ua/match/OfoXuzG2/#match-summary,,,,,
5,2,АВСТРИЯ: Бундеслига,Хартберг - Санкт-Пёльтен,"{'ХАРТБЕРГ': 4, 'САНКТ-ПЁЛЬТЕН': 4}",24.02.2019 15:30,https://www.myscore.com.ua/match/z9RYXZF6/#match-summary,,,,,
6,2,АНГЛИЯ: EFL Cup,Челси - Манчестер Сити,"{'ЧЕЛСИ': 5, 'МАНЧЕСТЕР СИТИ': 9}",24.02.2019 18:30,https://www.myscore.com.ua/match/vPQVmbNs/#match-summary,,,,,
7,2,АНГЛИЯ: Кубок Премьер,Дерби Каунти U23 - Бристоль Сити U23,"{'ДЕРБИ КАУНТИ U23': 4, 'БРИСТОЛЬ СИТИ U23': 3}",24.02.2019 15:00,https://www.myscore.com.ua/match/vq3c1aCD/#match-summary,,,,,
8,2,АНГЛИЯ: Кубок Премьер,Эвертон U23 - Шеффилд Юнайтед U23,"{'ЭВЕРТОН U23': 5, 'ШЕФФИЛД ЮНАЙТЕД U23': 5}",24.02.2019 16:00,https://www.myscore.com.ua/match/pMumEcDG/#match-summary,,,,,
9,2,БОЛГАРИЯ: Первая лига,Левски - ЦСКА София,"{'ЛЕВСКИ': 3, 'ЦСКА СОФИЯ': 4}",24.02.2019 13:00,https://www.myscore.com.ua/match/dI2sxNDr/#match-summary,,,,,
10,2,БОЛГАРИЯ: Первая лига,Этыр - Локомотив Пловдив,"{'ЭТЫР': 6, 'ЛОКОМОТИВ ПЛОВДИВ': 4}",24.02.2019 15:45,https://www.myscore.com.ua/match/xYLAsqjL/#match-summary,,,,,
11,2,БОЛГАРИЯ: Первая лига,Берое - Дунав Рус,"{'БЕРОЕ': 6, 'ДУНАВ РУС': 4}",24.02.2019 18:00,https://www.myscore.com.ua/match/bsN6rPzF/#match-summary,,,,,
12,2,ВЕНГРИЯ: Меркантил Банк Лига,Будафоки - Чаквари,"{'БУДАФОКИ': 6, 'ЧАКВАРИ': 6}",24.02.2019 15:00,https://www.myscore.com.ua/match/zocptgXC/#match-summary,,,,,
13,2,ВЕНГРИЯ: Меркантил Банк Лига,Вац - Мошонмадьяровар ТЕ,"{'ВАЦ': 5, 'МОШОНМАДЬЯРОВАР ТЕ': 3}",24.02.2019 15:00,https://www.myscore.com.ua/match/6PXEeYWa/#match-summary,,,,,
14,2,ВЕНГРИЯ: Меркантил Банк Лига,Ньиредьгаза - Monori,"{'НЬИРЕДЬГАЗА': 6, 'MONORI': 4}",24.02.2019 15:00,https://www.myscore.com.ua/match/ERhz3GvQ/#match-summary,,,,,
15,2,ВЬЕТНАМ: Лига V,Нам Дин - ФК Сайгон,"{'НАМ ДИН': 4, 'ФК САЙГОН': 4}",24.02.2019 12:00,https://www.myscore.com.ua/match/OjmhzPhn/#match-summary,,,,,
16,2,ГЕРМАНИЯ: Вторая Бундеслига,Магдебург - Падерборн,"{'МАГДЕБУРГ': 6, 'ПАДЕРБОРН': 4}",24.02.2019 14:30,https://www.myscore.com.ua/match/b1w3DIAp/#match-summary,,,,,
17,2,ГЕРМАНИЯ: Вторая Бундеслига,Эрцгебирге Ауэ - Дуйсбург,"{'ЭРЦГЕБИРГЕ АУЭ': 6, 'ДУЙСБУРГ': 4}",24.02.2019 14:30,https://www.myscore.com.ua/match/I7ezIb2T/#match-summary,,,,,
18,2,ГЕРМАНИЯ: Северная региональная лига,Санкт-Паули II - Люпо-Мартини Вольфсбург,"{'САНКТ-ПАУЛИ II': 5, 'ЛЮПО-МАРТИНИ ВОЛЬФСБУРГ': 2}",24.02.2019 15:00,https://www.myscore.com.ua/match/2PnuPvI4/#match-summary,,,,,
19,2,ГЕРМАНИЯ: Северная региональная лига,Хольштейн Киель II - Хавелсе,"{'ХОЛЬШТЕЙН КИЕЛЬ II': 5, 'ХАВЕЛСЕ': 3}",24.02.2019 15:00,https://www.myscore.com.ua/match/K0czQK2b/#match-summary,,,,,
20,2,ГЕРМАНИЯ: Северная региональная лига,Эгесторф-Лангредер - Ольденбург,"{'ЭГЕСТОРФ-ЛАНГРЕДЕР': 3, 'ОЛЬДЕНБУРГ': 4}",24.02.2019 15:00,https://www.myscore.com.ua/match/GSjqObXA/#match-summary,,,,,
21,2,ГЕРМАНИЯ: Северо-восточная региональная лига,Бишофсвердар - Нордхаузен,"{'БИШОФСВЕРДАР': 4, 'НОРДХАУЗЕН': 3}",24.02.2019 14:30,https://www.myscore.com.ua/match/Wl85Pugd/#match-summary,,,,,
22,2,ГЕРМАНИЯ: Северо-восточная региональная лига,Рот-Вайсс Эрфурт - Берлинер АК 07,"{'РОТ-ВАЙСС ЭРФУРТ': 6, 'БЕРЛИНЕР АК 07': 7}",24.02.2019 14:30,https://www.myscore.com.ua/match/viTQWN0M/#match-summary,,,,,
23,2,ГЕРМАНИЯ: Северо-восточная региональная лига,Фюрстенвальде - Ратенов,"{'ФЮРСТЕНВАЛЬДЕ': 5, 'РАТЕНОВ': 3}",24.02.2019 14:30,https://www.myscore.com.ua/match/4YzEZPG3/#match-summary,,,,,
24,2,ГЕРМАНИЯ: Северо-восточная региональная лига,Хальберштадт - Альтглинике,"{'ХАЛЬБЕРШТАДТ': 5, 'АЛЬТГЛИНИКЕ': 4}",24.02.2019 14:30,https://www.myscore.com.ua/match/d8yAz61c/#match-summary,,,,,
25,2,ГЕРМАНИЯ: Юго-западная региональная лига,Штутгарт II - Эльфсберг,"{'ШТУТГАРТ II': 3, 'ЭЛЬФСБЕРГ': 3}",24.02.2019 15:00,https://www.myscore.com.ua/match/dtFXAmr2/#match-summary,,,,,
26,2,ГЕРМАНИЯ: Региональная лига Бавария,Бавария II - Ингольштадт II,"{'БАВАРИЯ II': 4, 'ИНГОЛЬШТАДТ II': 5}",24.02.2019 14:00,https://www.myscore.com.ua/match/Cl9Fj3G3/#match-summary,,,,,
27,2,ГЕРМАНИЯ: Женская Бундеслига,Хоффенхайм (Ж) - Бавария (Ж),"{'ХОФФЕНХАЙМ (Ж)': 6, 'БАВАРИЯ (Ж)': 8}",24.02.2019 15:00,https://www.myscore.com.ua/match/j5qnAEvL/#match-summary,,,,,
28,2,ГОНДУРАС: Национальная лига - Клаусура,Гондурас - Марафон,"{'ГОНДУРАС': 5, 'МАРАФОН': 6}",24.02.2019 03:15,https://www.myscore.com.ua/match/tWJ8dMKS/#match-summary,,,,,
29,2,ГОНДУРАС: Национальная лига - Клаусура,Вида - Платенсе,"{'ВИДА': 5, 'ПЛАТЕНСЕ': 5}",24.02.2019 23:30,https://www.myscore.com.ua/match/v7aqjKcd/#match-summary,,,,,
30,2,ДАНИЯ: Суперлига,Орхус - Мидтьюлланн,"{'ОРХУС': 5, 'МИДТЬЮЛЛАНН': 9}",24.02.2019 17:00,https://www.myscore.com.ua/match/CGBsgToR/#match-summary,,,,,
