id,strategy,country,team,point,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
0,2,ИТАЛИЯ: Серия А,Сампдория - Кальяри,"{'САМПДОРИЯ': 4, 'КАЛЬЯРИ': 2}",24.02.2019 13:30,https://www.myscore.com.ua/match/vFHDHzkk/#match-summary,No,0,1,"{'Сампдория': 0, 'Кальяри': 0}","{'Сампдория': 1, 'Кальяри': 0}"
1,2,УКРАИНА: Премьер-лига,Арсенал-Киев - Десна,"{'АРСЕНАЛ-КИЕВ': 2, 'ДЕСНА': 4}",24.02.2019 14:00,https://www.myscore.com.ua/match/QP8WXSB7/#match-summary,Yes,Десна,2,"{'Арсенал-Киев': 0, 'Десна': 1}","{'Арсенал-Киев': 0, 'Десна': 1}"
2,2,АВСТРАЛИЯ: НПЛ Квинсленд,Олимпик ФК - СВК Тандер,"{'ОЛИМПИК ФК': 6, 'СВК ТАНДЕР': 6}",24.02.2019 10:00,https://www.myscore.com.ua/match/YoEMmEtJ/#match-summary,Yes,Олимпик ФК,7,"{'Олимпик ФК': 3, 'СВК Тандер': 0}","{'Олимпик ФК': 7, 'СВК Тандер': 0}"
3,2,АВСТРАЛИЯ И ОКЕАНИЯ: Лига чемпионов Океании,Окленд Сити (Нзл) - Маджента (Нок),"{'ОКЛЕНД СИТИ': 5, 'МАДЖЕНТА': 9}",24.02.2019 04:00,https://www.myscore.com.ua/match/vHjFTcJT/#match-summary,Yes,Окленд Сити (Нзл),3,"{'Окленд Сити (Нзл)': 2, 'Маджента (Нок)': 0}","{'Окленд Сити (Нзл)': 2, 'Маджента (Нок)': 0}"
4,2,АВСТРАЛИЯ И ОКЕАНИЯ: Лига чемпионов Океании,Тупапа (Кук) - Соломон Уорриорс (Сол),"{'ТУПАПА': 6, 'СОЛОМОН УОРРИОРС': 5}",24.02.2019 07:00,https://www.myscore.com.ua/match/OfoXuzG2/#match-summary,Yes,Соломон Уорриорс (Сол),10,"{'Тупапа (Кук)': 0, 'Соломон Уорриорс (Сол)': 4}","{'Тупапа (Кук)': 1, 'Соломон Уорриорс (Сол)': 7}"
5,2,АВСТРИЯ: Бундеслига,Хартберг - Санкт-Пёльтен,"{'ХАРТБЕРГ': 4, 'САНКТ-ПЁЛЬТЕН': 4}",24.02.2019 15:30,https://www.myscore.com.ua/match/z9RYXZF6/#match-summary,No,0,2,"{'Хартберг': 0, 'Санкт-Пёльтен': 0}","{'Хартберг': 1, 'Санкт-Пёльтен': 1}"
6,2,АНГЛИЯ: EFL Cup,Челси - Манчестер Сити,"{'ЧЕЛСИ': 5, 'МАНЧЕСТЕР СИТИ': 9}",24.02.2019 18:30,https://www.myscore.com.ua/match/vPQVmbNs/#match-summary,Yes,Челси,7,"{'Челси': 3, 'Манчестер Сити': 4}","{'Челси': 3, 'Манчестер Сити': 4}"
7,2,АНГЛИЯ: Кубок Премьер,Дерби Каунти U23 - Бристоль Сити U23,"{'ДЕРБИ КАУНТИ U23': 4, 'БРИСТОЛЬ СИТИ U23': 3}",24.02.2019 15:00,https://www.myscore.com.ua/match/vq3c1aCD/#match-summary,Yes,Дерби Каунти U23,9,"{'Дерби Каунти U23': 5, 'Бристоль Сити U23': 0}","{'Дерби Каунти U23': 8, 'Бристоль Сити U23': 1}"
8,2,АНГЛИЯ: Кубок Премьер,Эвертон U23 - Шеффилд Юнайтед U23,"{'ЭВЕРТОН U23': 5, 'ШЕФФИЛД ЮНАЙТЕД U23': 5}",24.02.2019 16:00,https://www.myscore.com.ua/match/pMumEcDG/#match-summary,No,0,3,"{'Эвертон U23': 0, 'Шеффилд Юнайтед U23': 0}","{'Эвертон U23': 1, 'Шеффилд Юнайтед U23': 1}"
9,2,БОЛГАРИЯ: Первая лига,Левски - ЦСКА София,"{'ЛЕВСКИ': 3, 'ЦСКА СОФИЯ': 4}",24.02.2019 13:00,https://www.myscore.com.ua/match/dI2sxNDr/#match-summary,No,0,0,"{'Левски': 0, 'ЦСКА София': 0}","{'Левски': 0, 'ЦСКА София': 0}"
10,2,БОЛГАРИЯ: Первая лига,Этыр - Локомотив Пловдив,"{'ЭТЫР': 6, 'ЛОКОМОТИВ ПЛОВДИВ': 4}",24.02.2019 15:45,https://www.myscore.com.ua/match/xYLAsqjL/#match-summary,Yes,Этыр,2,"{'Этыр': 1, 'Локомотив Пловдив': 0}","{'Этыр': 2, 'Локомотив Пловдив': 0}"
11,2,БОЛГАРИЯ: Первая лига,Берое - Дунав Рус,"{'БЕРОЕ': 6, 'ДУНАВ РУС': 4}",24.02.2019 18:00,https://www.myscore.com.ua/match/bsN6rPzF/#match-summary,No,0,0,"{'Берое': 0, 'Дунав Рус': 0}","{'Берое': 0, 'Дунав Рус': 0}"
12,2,ВЕНГРИЯ: Меркантил Банк Лига,Будафоки - Чаквари,"{'БУДАФОКИ': 6, 'ЧАКВАРИ': 6}",24.02.2019 15:00,https://www.myscore.com.ua/match/zocptgXC/#match-summary,Yes,Чаквари,4,"{'Будафоки': 0, 'Чаквари': 1}","{'Будафоки': 2, 'Чаквари': 2}"
13,2,ВЕНГРИЯ: Меркантил Банк Лига,Вац - Мошонмадьяровар ТЕ,"{'ВАЦ': 5, 'МОШОНМАДЬЯРОВАР ТЕ': 3}",24.02.2019 15:00,https://www.myscore.com.ua/match/6PXEeYWa/#match-summary,Yes,Вац,3,"{'Вац': 1, 'Мошонмадьяровар ТЕ': 0}","{'Вац': 2, 'Мошонмадьяровар ТЕ': 1}"
14,2,ВЕНГРИЯ: Меркантил Банк Лига,Ньиредьгаза - Monori,"{'НЬИРЕДЬГАЗА': 6, 'MONORI': 4}",24.02.2019 15:00,https://www.myscore.com.ua/match/ERhz3GvQ/#match-summary,Yes,Ньиредьгаза,3,"{'Ньиредьгаза': 2, 'Monori': 0}","{'Ньиредьгаза': 2, 'Monori': 1}"
15,2,ВЬЕТНАМ: Лига V,Нам Дин - ФК Сайгон,"{'НАМ ДИН': 4, 'ФК САЙГОН': 4}",24.02.2019 12:00,https://www.myscore.com.ua/match/OjmhzPhn/#match-summary,No,0,4,"{'Нам Дин': 0, 'ФК Сайгон': 0}","{'Нам Дин': 2, 'ФК Сайгон': 1}"
16,2,ГЕРМАНИЯ: Вторая Бундеслига,Магдебург - Падерборн,"{'МАГДЕБУРГ': 6, 'ПАДЕРБОРН': 4}",24.02.2019 14:30,https://www.myscore.com.ua/match/b1w3DIAp/#match-summary,Yes,Магдебург,2,"{'Магдебург': 1, 'Падерборн': 0}","{'Магдебург': 1, 'Падерборн': 1}"
17,2,ГЕРМАНИЯ: Вторая Бундеслига,Эрцгебирге Ауэ - Дуйсбург,"{'ЭРЦГЕБИРГЕ АУЭ': 6, 'ДУЙСБУРГ': 4}",24.02.2019 14:30,https://www.myscore.com.ua/match/I7ezIb2T/#match-summary,No,0,0,"{'Эрцгебирге Ауэ': 0, 'Дуйсбург': 0}","{'Эрцгебирге Ауэ': 0, 'Дуйсбург': 0}"
18,2,ГЕРМАНИЯ: Северная региональная лига,Санкт-Паули II - Люпо-Мартини Вольфсбург,"{'САНКТ-ПАУЛИ II': 5, 'ЛЮПО-МАРТИНИ ВОЛЬФСБУРГ': 2}",24.02.2019 15:00,https://www.myscore.com.ua/match/2PnuPvI4/#match-summary,Yes,Санкт-Паули II,2,"{'Санкт-Паули II': 1, 'Люпо-Мартини Вольфсбург': 0}","{'Санкт-Паули II': 2, 'Люпо-Мартини Вольфсбург': 0}"
19,2,ГЕРМАНИЯ: Северная региональная лига,Хольштейн Киель II - Хавелсе,"{'ХОЛЬШТЕЙН КИЕЛЬ II': 5, 'ХАВЕЛСЕ': 3}",24.02.2019 15:00,https://www.myscore.com.ua/match/K0czQK2b/#match-summary,No,0,1,"{'Хольштейн Киель II': 0, 'Хавелсе': 0}","{'Хольштейн Киель II': 0, 'Хавелсе': 1}"
20,2,ГЕРМАНИЯ: Северная региональная лига,Эгесторф-Лангредер - Ольденбург,"{'ЭГЕСТОРФ-ЛАНГРЕДЕР': 3, 'ОЛЬДЕНБУРГ': 4}",24.02.2019 15:00,https://www.myscore.com.ua/match/GSjqObXA/#match-summary,Yes,Ольденбург,4,"{'Эгесторф-Лангредер': 0, 'Ольденбург': 1}","{'Эгесторф-Лангредер': 1, 'Ольденбург': 3}"
21,2,ГЕРМАНИЯ: Северо-восточная региональная лига,Бишофсвердар - Нордхаузен,"{'БИШОФСВЕРДАР': 4, 'НОРДХАУЗЕН': 3}",24.02.2019 14:30,https://www.myscore.com.ua/match/Wl85Pugd/#match-summary,Yes,Бишофсвердар,5,"{'Бишофсвердар': 1, 'Нордхаузен': 3}","{'Бишофсвердар': 2, 'Нордхаузен': 3}"
22,2,ГЕРМАНИЯ: Северо-восточная региональная лига,Рот-Вайсс Эрфурт - Берлинер АК 07,"{'РОТ-ВАЙСС ЭРФУРТ': 6, 'БЕРЛИНЕР АК 07': 7}",24.02.2019 14:30,https://www.myscore.com.ua/match/viTQWN0M/#match-summary,No,0,4,"{'Рот-Вайсс Эрфурт': 0, 'Берлинер АК 07': 0}","{'Рот-Вайсс Эрфурт': 2, 'Берлинер АК 07': 2}"
23,2,ГЕРМАНИЯ: Северо-восточная региональная лига,Фюрстенвальде - Ратенов,"{'ФЮРСТЕНВАЛЬДЕ': 5, 'РАТЕНОВ': 3}",24.02.2019 14:30,https://www.myscore.com.ua/match/4YzEZPG3/#match-summary,Yes,Фюрстенвальде,1,"{'Фюрстенвальде': 1, 'Ратенов': 0}","{'Фюрстенвальде': 1, 'Ратенов': 0}"
24,2,ГЕРМАНИЯ: Северо-восточная региональная лига,Хальберштадт - Альтглинике,"{'ХАЛЬБЕРШТАДТ': 5, 'АЛЬТГЛИНИКЕ': 4}",24.02.2019 14:30,https://www.myscore.com.ua/match/d8yAz61c/#match-summary,No,0,2,"{'Хальберштадт': 0, 'Альтглинике': 0}","{'Хальберштадт': 0, 'Альтглинике': 1}"
25,2,ГЕРМАНИЯ: Юго-западная региональная лига,Штутгарт II - Эльфсберг,"{'ШТУТГАРТ II': 3, 'ЭЛЬФСБЕРГ': 3}",24.02.2019 15:00,https://www.myscore.com.ua/match/dtFXAmr2/#match-summary,Yes,Эльфсберг,3,"{'Штутгарт II': 0, 'Эльфсберг': 2}","{'Штутгарт II': 0, 'Эльфсберг': 3}"
26,2,ГЕРМАНИЯ: Региональная лига Бавария,Бавария II - Ингольштадт II,"{'БАВАРИЯ II': 4, 'ИНГОЛЬШТАДТ II': 5}",24.02.2019 14:00,https://www.myscore.com.ua/match/Cl9Fj3G3/#match-summary,Yes,Бавария II,3,"{'Бавария II': 1, 'Ингольштадт II': 0}","{'Бавария II': 3, 'Ингольштадт II': 0}"
27,2,ГЕРМАНИЯ: Женская Бундеслига,Хоффенхайм (Ж) - Бавария (Ж),"{'ХОФФЕНХАЙМ (Ж)': 6, 'БАВАРИЯ (Ж)': 8}",24.02.2019 15:00,https://www.myscore.com.ua/match/j5qnAEvL/#match-summary,Yes,Бавария (Ж),1,"{'Хоффенхайм (Ж)': 0, 'Бавария (Ж)': 1}","{'Хоффенхайм (Ж)': 0, 'Бавария (Ж)': 1}"
28,2,ГОНДУРАС: Национальная лига - Клаусура,Гондурас - Марафон,"{'ГОНДУРАС': 5, 'МАРАФОН': 6}",24.02.2019 03:15,https://www.myscore.com.ua/match/tWJ8dMKS/#match-summary,Yes,Марафон,1,"{'Гондурас': 0, 'Марафон': 1}","{'Гондурас': 0, 'Марафон': 1}"
29,2,ГОНДУРАС: Национальная лига - Клаусура,Вида - Платенсе,"{'ВИДА': 5, 'ПЛАТЕНСЕ': 5}",24.02.2019 23:30,https://www.myscore.com.ua/match/v7aqjKcd/#match-summary,No,0,2,"{'Вида': 0, 'Платенсе': 0}","{'Вида': 1, 'Платенсе': 1}"
30,2,ДАНИЯ: Суперлига,Орхус - Мидтьюлланн,"{'ОРХУС': 5, 'МИДТЬЮЛЛАНН': 9}",24.02.2019 17:00,https://www.myscore.com.ua/match/CGBsgToR/#match-summary,Yes,Орхус,3,"{'Орхус': 1, 'Мидтьюлланн': 1}","{'Орхус': 1, 'Мидтьюлланн': 2}"
31,2,ДАНИЯ: Суперлига,Брённбю - Раннерс,"{'БРЁННБЮ': 5, 'РАННЕРС': 5}",24.02.2019 19:00,https://www.myscore.com.ua/match/IclAlmfr/#match-summary,Yes,Брённбю,3,"{'Брённбю': 1, 'Раннерс': 0}","{'Брённбю': 2, 'Раннерс': 0}"
32,2,ЕГИПЕТ: Премьер-лига,Эль-Гуна - Аль-Ахли,"{'ЭЛЬ-ГУНА': 6, 'АЛЬ-АХЛИ': 6}",24.02.2019 16:00,https://www.myscore.com.ua/match/UskuH420/#match-summary,No,0,3,"{'Эль-Гуна': 0, 'Аль-Ахли': 0}","{'Эль-Гуна': 1, 'Аль-Ахли': 2}"
33,2,ИЗРАИЛЬ: Суперлига,Хапоэль Хадера - Хапоэль Беэр-Шева,"{'ХАПОЭЛЬ ХАДЕРА': 5, 'ХАПОЭЛЬ БЕЭР-ШЕВА': 5}",24.02.2019 20:30,https://www.myscore.com.ua/match/Cx9PhQ9d/#match-summary,Yes,Хапоэль Беэр-Шева,3,"{'Хапоэль Хадера': 0, 'Хапоэль Беэр-Шева': 2}","{'Хапоэль Хадера': 1, 'Хапоэль Беэр-Шева': 2}"
